"var","module","VS","p.VS"
"ARPR","green",0.892857142857143,0.00680718740893543
"pop_YGE75","red",0.857142857142857,0.0136973266153257
"ARPR_socexcl","green",0.857142857142857,0.0136973266153257
"emp_Y25-64_ED0-2","blue",0.857142857142857,0.0136973266153257
"emp_Y15-24_NaceG-I","yellow",0.857142857142857,0.0136973266153257
"unemp_Y15-24","yellow",0.785714285714285,0.0362384626798273
"unemp_YGE25","yellow",0.785714285714285,0.0362384626798273
"pop_Total","turquoise",0.678571428571428,0.0937502539598315
"mat_depriv","turquoise",0.678571428571428,0.0937502539598315
"low_work","turquoise",0.642857142857143,0.119392373427411
"emp_Y25-64_NaceG-I","turquoise",0.607142857142857,0.148231161481161
"emp_Y15-24_NaceA","turquoise",0.571428571428571,0.180201988911528
"emp_Y25-64_NaceR-U","turquoise",0.571428571428571,0.180201988911528
"earn_OC1_NaceB-F","turquoise",0.485714285714286,0.328723032069971
"earn_OC2_NaceP-S","turquoise",0.485714285714286,0.328723032069971
"earn_OC1_NaceP-S","turquoise",0.428571428571429,0.396501457725947
"emp_Y25-64_NaceA","turquoise",0.428571428571428,0.337368311085824
"emp_Y25-64_NaceK","turquoise",0.392857142857143,0.383316870426973
"emp_Y15-24_ED5-8","blue",0.321428571428571,0.482072038299678
"earn_OC5_NaceB-F","turquoise",0.257142857142857,0.622787172011662
"earn_OC3_NaceG-N","turquoise",0.257142857142857,0.622787172011662
"earn_OC9_NaceP-S","turquoise",0.257142857142857,0.622787172011662
"emp_Y15-24_NaceR-U","turquoise",0.214285714285714,0.64451158102072
"earn_OC3_NaceB-F","turquoise",0.142857142857143,0.787172011661808
"earn_OC4_NaceB-F","turquoise",0.142857142857143,0.787172011661808
"earn_OC4_NaceG-N","turquoise",0.142857142857143,0.787172011661808
"earn_OC4_NaceP-S","turquoise",0.142857142857143,0.787172011661808
"earn_OC7_NaceB-F","turquoise",0.0857142857142857,0.871743440233236
"earn_OC8_NaceB-F","turquoise",0.0857142857142857,0.871743440233236
"earn_OC9_NaceB-F","turquoise",0.0857142857142857,0.871743440233236
"earn_OC5_NaceG-N","turquoise",0.0857142857142857,0.871743440233236
"earn_OC9_NaceG-N","turquoise",0.0857142857142857,0.871743440233236
"earn_OC5_NaceP-S","turquoise",0.0857142857142857,0.871743440233236
"emp_Y15-24_ED0-2","turquoise",0.0714285714285714,0.879048193148154
"emp_Y25-64_NaceM_N","turquoise",0.0714285714285714,0.879048193148154
"earn_OC7_NaceG-N","turquoise",0.0285714285714286,0.957154518950437
"earn_OC8_NaceG-N","turquoise",0.0285714285714286,0.957154518950437
"earn_OC1_NaceG-N","turquoise",-0.0285714285714286,0.957154518950437
"earn_OC2_NaceG-N","turquoise",-0.0285714285714286,0.957154518950437
"earn_OC3_NaceP-S","turquoise",-0.0285714285714286,0.957154518950437
"emp_Y25-64_NaceO-Q","turquoise",-0.0357142857142857,0.939408205471286
"earn_OC2_NaceB-F","turquoise",-0.0857142857142857,0.871743440233236
"pop_Y25-64","turquoise",-0.107142857142857,0.819150855569991
"emp_Y25-64_ED5-8","turquoise",-0.107142857142857,0.819150855569991
"emp_TP","turquoise",-0.107142857142857,0.819150855569991
"emp_Y15-24_NaceM_N","turquoise",-0.107142857142857,0.819150855569991
"disp_income","turquoise",-0.107142857142857,0.819150855569991
"GVAgr","turquoise",-0.178571428571429,0.701657942516273
"emp_Y15-24_NaceO-Q","turquoise",-0.285714285714286,0.534509228601041
"GDP","turquoise",-0.321428571428571,0.482072038299678
"pop_Y0-14","turquoise",-0.357142857142857,0.431611352038328
"pop_Y65-74","grey",-0.357142857142857,0.431611352038328
"rooms_pp","turquoise",-0.363696483726654,0.422581507574993
"emp_Y15-24_ED3-4","turquoise",-0.392857142857143,0.383316870426973
"emp_Y15-24_NaceF","blue",-0.464285714285714,0.293934107600252
"pop_Y15-24","red",-0.535714285714286,0.215217455678013
"emp_Y15-24_NaceJ","grey",-0.535714285714286,0.215217455678013
"training","turquoise",-0.535714285714286,0.215217455678013
"emp_Y25-64_ED3-4","blue",-0.571428571428571,0.180201988911528
"emp_YGE65","brown",-0.571428571428571,0.180201988911528
"emp_Y15-24_NaceB-E","turquoise",-0.571428571428571,0.180201988911528
"emp_Y25-64_NaceB-E","turquoise",-0.571428571428571,0.180201988911528
"emp_Y15-24","brown",-0.678571428571428,0.0937502539598315
"emp_Y25-64","brown",-0.714285714285714,0.0713435614675377
"emp_Y25-64_NaceJ","turquoise",-0.75,0.052181400457058
"emp_Y25-64_NaceL","brown",-0.75,0.052181400457058
"emp_Y25-64_NaceF","turquoise",-0.857142857142857,0.0136973266153257
"emp_TF","turquoise",-0.964285714285714,0.000454149169194182
