"var","module","VS","p.VS"
"emp_Y15-24_ED5-8","blue",0.559934318555008,0.00194523742522976
"emp_Y25-64_ED5-8","turquoise",0.466885604816639,0.0122549827560887
"emp_Y15-24_NaceA","turquoise",0.386666666666667,0.0510194671006035
"emp_Y25-64_NaceK","turquoise",0.383141762452107,0.0441669503083538
"rooms_pp","turquoise",0.38012089551418,0.0460080275907967
"emp_Y25-64_ED0-2","blue",0.336617405582923,0.0798548266928987
"pop_Y15-24","red",0.319649698960044,0.0972890710417014
"emp_Y15-24_NaceR-U","turquoise",0.266009852216749,0.171244176965348
"earn_OC8_NaceG-N","turquoise",0.246495726495726,0.224781713419392
"earn_OC3_NaceP-S","turquoise",0.238290598290598,0.241087728968504
"ARPR_socexcl","green",0.237580404578766,0.223465605181575
"earn_OC4_NaceP-S","turquoise",0.236239316239316,0.245282896883776
"emp_Y25-64_NaceR-U","turquoise",0.229885057471264,0.239267304414847
"pop_Y0-14","turquoise",0.227695675971538,0.243895126948051
"earn_OC2_NaceP-S","turquoise",0.21982905982906,0.28056408355753
"emp_Y15-24_NaceG-I","yellow",0.216201423097975,0.269157601115222
"GVAgr","turquoise",0.195150173299116,0.34987732505599
"ARPR","green",0.194113637176892,0.322282144458334
"emp_TP","turquoise",0.186097427476738,0.343049573279429
"earn_OC5_NaceP-S","turquoise",0.182905982905983,0.371134135753436
"emp_Y25-64_NaceG-I","turquoise",0.180623973727422,0.357680746947689
"earn_OC9_NaceP-S","turquoise",0.172649572649573,0.399000588007642
"emp_Y15-24_NaceJ","grey",0.163846153846154,0.433862036228923
"emp_YGE65","brown",0.15927750410509,0.418182057351916
"earn_OC4_NaceG-N","turquoise",0.156923076923077,0.443936420926715
"earn_OC7_NaceG-N","turquoise",0.153504273504273,0.454049792483945
"emp_Y25-64_NaceO-Q","turquoise",0.147235905856596,0.45466070081072
"earn_OC3_NaceB-F","turquoise",0.14395623393846,0.48292697478018
"earn_OC1_NaceP-S","turquoise",0.141880341880342,0.489326361399106
"emp_Y15-24_ED0-2","turquoise",0.135741652983032,0.490994585687825
"emp_Y25-64_NaceA","turquoise",0.134646962233169,0.494529736303244
"earn_OC9_NaceG-N","turquoise",0.126837606837607,0.536943539113977
"mat_depriv","turquoise",0.113589709562428,0.564936586230348
"earn_OC5_NaceG-N","turquoise",0.104975210971751,0.609799764773443
"earn_OC3_NaceG-N","turquoise",0.104273504273504,0.612204666636092
"GDP","turquoise",0.102641303821471,0.603244413228516
"earn_OC4_NaceB-F","turquoise",0.100530006598355,0.62510013172274
"earn_OC2_NaceG-N","turquoise",0.0964432340942755,0.63930164360292
"earn_OC8_NaceB-F","turquoise",0.0858119658119658,0.676819102589604
"earn_OC5_NaceB-F","turquoise",0.0846153846153846,0.687581373925566
"emp_Y15-24_NaceM_N","turquoise",0.0804597701149425,0.68400574545332
"earn_OC9_NaceB-F","turquoise",0.0796581196581197,0.698891198892913
"earn_OC2_NaceB-F","turquoise",0.0772781683375108,0.707492884978049
"earn_OC7_NaceB-F","turquoise",0.0769230769230769,0.708779297161033
"emp_Y25-64_NaceM_N","turquoise",0.0744389709906951,0.706576040301042
"emp_Y25-64_NaceJ","turquoise",0.073344280240832,0.710706610881112
"unemp_Y15-24","yellow",0.073344280240832,0.710706610881112
"unemp_YGE25","yellow",0.0711548987411056,0.718991676903115
"low_work","turquoise",0.0580503920566858,0.769203811849652
"emp_Y15-24_NaceO-Q","turquoise",0.0372194854953476,0.850851098687569
"earn_OC1_NaceG-N","turquoise",0.0215384615384615,0.91682373057738
"emp_Y15-24","brown",0.0060207991242474,0.975742668529657
"disp_income","turquoise",-0.0297537637099361,0.885275357805339
"pop_Y25-64","turquoise",-0.030103995621237,0.879134171550178
"earn_OC1_NaceB-F","turquoise",-0.065982905982906,0.748778506432475
"training","turquoise",-0.110320288831086,0.576260211903934
"emp_Y25-64_NaceL","brown",-0.154351395730706,0.43290495612852
"emp_Y25-64","brown",-0.182813355227148,0.351784527393338
"pop_YGE75","red",-0.224411603721949,0.250947080883376
"emp_TF","turquoise",-0.28024083196497,0.148622311078064
"emp_Y15-24_NaceF","blue",-0.309250136836344,0.109304502364866
"emp_Y25-64_NaceF","turquoise",-0.344827586206897,0.0723290214303853
"pop_Total","turquoise",-0.35632183908046,0.0627252343885941
"pop_Y65-74","grey",-0.428024083196497,0.0230724134809054
"emp_Y25-64_ED3-4","blue",-0.515051997810619,0.00503677025658467
"emp_Y15-24_ED3-4","turquoise",-0.52928297755884,0.00377720733422573
"emp_Y15-24_NaceB-E","turquoise",-0.562123700054735,0.00185066544204869
"emp_Y25-64_NaceB-E","turquoise",-0.579638752052545,0.0012266220377575
