"var","module","VS","p.VS"
"pop_Y15-24","red",0.9,0.0373860734684988
"emp_Y25-64_ED5-8","turquoise",0.9,0.0373860734684988
"pop_Y0-14","turquoise",0.8,0.104088038661828
"emp_YGE65","brown",0.8,0.104088038661828
"rooms_pp","turquoise",0.737864787372622,0.154618523128449
"emp_Y15-24_ED5-8","blue",0.7,0.188120404374187
"emp_Y15-24","brown",0.7,0.188120404374187
"emp_TF","turquoise",0.6,0.284756979865294
"emp_Y25-64","brown",0.6,0.284756979865294
"emp_Y25-64_NaceK","turquoise",0.6,0.284756979865294
"emp_Y15-24_NaceM_N","turquoise",0.6,0.284756979865294
"emp_Y25-64_NaceF","turquoise",0.5,0.391002218955771
"emp_Y15-24_NaceO-Q","turquoise",0.5,0.391002218955771
"emp_Y25-64_NaceJ","turquoise",0.4,0.504631575468691
"mat_depriv","turquoise",0.3,0.623837664781073
"emp_Y25-64_NaceO-Q","turquoise",0.3,0.623837664781073
"earn_OC3_NaceP-S","turquoise",0.3,0.623837664781073
"emp_Y15-24_NaceJ","grey",0.2,0.8
"emp_Y15-24_NaceG-I","yellow",0.2,0.747060078104662
"emp_Y25-64_NaceR-U","turquoise",0.2,0.747060078104662
"emp_Y15-24_NaceA","turquoise",0.1,0.872888571569538
"disp_income","turquoise",0.1,0.872888571569538
"emp_Y25-64_NaceL","brown",0,1
"earn_OC2_NaceG-N","turquoise",-0.0512989176042577,0.934712848108234
"unemp_Y15-24","yellow",-0.1,0.872888571569538
"training","turquoise",-0.1,0.872888571569538
"earn_OC2_NaceB-F","turquoise",-0.1,0.872888571569538
"earn_OC7_NaceG-N","turquoise",-0.1,0.872888571569538
"earn_OC1_NaceP-S","turquoise",-0.1,0.872888571569538
"earn_OC2_NaceP-S","turquoise",-0.1,0.872888571569538
"pop_Y25-64","turquoise",-0.2,0.747060078104662
"emp_Y15-24_ED3-4","turquoise",-0.2,0.747060078104662
"emp_Y25-64_ED3-4","blue",-0.2,0.747060078104662
"emp_TP","turquoise",-0.2,0.747060078104662
"emp_Y25-64_NaceA","turquoise",-0.2,0.747060078104662
"emp_Y25-64_NaceG-I","turquoise",-0.2,0.747060078104662
"emp_Y25-64_NaceM_N","turquoise",-0.2,0.747060078104662
"unemp_YGE25","yellow",-0.2,0.747060078104662
"earn_OC3_NaceB-F","turquoise",-0.2,0.747060078104662
"earn_OC7_NaceB-F","turquoise",-0.2,0.747060078104662
"GVAgr","turquoise",-0.2,0.8
"low_work","turquoise",-0.3,0.623837664781073
"earn_OC1_NaceG-N","turquoise",-0.3,0.623837664781073
"earn_OC8_NaceG-N","turquoise",-0.3,0.623837664781073
"pop_Total","turquoise",-0.4,0.504631575468691
"emp_Y15-24_NaceF","blue",-0.4,0.504631575468691
"GDP","turquoise",-0.4,0.504631575468691
"earn_OC5_NaceB-F","turquoise",-0.4,0.6
"ARPR_socexcl","green",-0.5,0.391002218955771
"emp_Y25-64_ED0-2","blue",-0.5,0.391002218955771
"emp_Y15-24_NaceR-U","turquoise",-0.5,0.391002218955771
"earn_OC4_NaceB-F","turquoise",-0.5,0.391002218955771
"earn_OC9_NaceB-F","turquoise",-0.5,0.391002218955771
"earn_OC3_NaceG-N","turquoise",-0.5,0.391002218955771
"earn_OC4_NaceG-N","turquoise",-0.5,0.391002218955771
"earn_OC4_NaceP-S","turquoise",-0.5,0.391002218955771
"earn_OC5_NaceP-S","turquoise",-0.5,0.391002218955771
"earn_OC9_NaceP-S","turquoise",-0.5,0.391002218955771
"ARPR","green",-0.6,0.284756979865294
"emp_Y15-24_ED0-2","turquoise",-0.6,0.284756979865294
"pop_Y65-74","grey",-0.7,0.188120404374187
"emp_Y15-24_NaceB-E","turquoise",-0.7,0.188120404374187
"emp_Y25-64_NaceB-E","turquoise",-0.7,0.188120404374187
"earn_OC1_NaceB-F","turquoise",-0.7,0.188120404374187
"earn_OC8_NaceB-F","turquoise",-0.7,0.188120404374187
"earn_OC5_NaceG-N","turquoise",-0.7,0.188120404374187
"earn_OC9_NaceG-N","turquoise",-0.7,0.188120404374187
"pop_YGE75","red",-0.9,0.0373860734684988
