"var","module","VS","p.VS"
"pop_Total","turquoise",0.523809523809524,0.182720750539715
"emp_Y25-64_ED0-2","blue",0.523809523809524,0.182720750539715
"mat_depriv","turquoise",0.452380952380952,0.260404767436885
"ARPR_socexcl","green",0.380952380952381,0.351812553117565
"emp_Y15-24_NaceA","turquoise",0.357142857142857,0.385120643556256
"ARPR","green",0.333333333333333,0.419753086419753
"emp_Y25-64_NaceG-I","turquoise",0.333333333333333,0.419753086419753
"emp_Y15-24_NaceB-E","turquoise",0.30952380952381,0.455644890737582
"low_work","turquoise",0.285714285714286,0.492726245016957
"emp_Y15-24_ED5-8","blue",0.285714285714286,0.492726245016957
"emp_Y15-24_NaceG-I","yellow",0.285714285714286,0.492726245016957
"unemp_YGE25","yellow",0.285714285714286,0.492726245016957
"emp_Y15-24_ED0-2","turquoise",0.238095238095238,0.570156320815768
"emp_Y25-64_NaceA","turquoise",0.238095238095238,0.570156320815768
"emp_Y25-64_NaceB-E","turquoise",0.238095238095238,0.570156320815768
"emp_Y15-24_NaceM_N","turquoise",0.214285714285714,0.610344415645267
"earn_OC1_NaceG-N","turquoise",0.214285714285714,0.610344415645267
"emp_Y15-24_NaceJ","grey",0.142857142857143,0.735764859879812
"pop_Y25-64","turquoise",0.0952380952380952,0.822505430203611
"pop_YGE75","red",0.0952380952380952,0.822505430203611
"emp_YGE65","brown",0.0238095238095238,0.955374011815881
"unemp_Y15-24","yellow",0.0238095238095238,0.955374011815881
"earn_OC1_NaceP-S","turquoise",0.0238095238095238,0.955374011815881
"emp_Y25-64_NaceK","turquoise",0,1
"earn_OC1_NaceB-F","turquoise",0,1
"earn_OC3_NaceG-N","turquoise",-0.0238095238095238,0.955374011815881
"GVAgr","turquoise",-0.0357142857142857,0.939408205471286
"earn_OC9_NaceG-N","turquoise",-0.0476190476190476,0.910849168519584
"earn_OC5_NaceG-N","turquoise",-0.0479050504765304,0.910315357004167
"disp_income","turquoise",-0.0714285714285714,0.866526270675909
"earn_OC5_NaceB-F","turquoise",-0.0714285714285714,0.866526270675909
"earn_OC4_NaceG-N","turquoise",-0.0714285714285714,0.866526270675909
"earn_OC2_NaceP-S","turquoise",-0.0714285714285714,0.866526270675909
"earn_OC9_NaceP-S","turquoise",-0.0714285714285714,0.866526270675909
"earn_OC3_NaceP-S","turquoise",-0.0952380952380952,0.822505430203611
"earn_OC2_NaceB-F","turquoise",-0.0958101009530607,0.821452403250453
"earn_OC3_NaceB-F","turquoise",-0.119047619047619,0.77888572605238
"earn_OC4_NaceP-S","turquoise",-0.119047619047619,0.77888572605238
"emp_Y25-64_NaceR-U","turquoise",-0.142857142857143,0.735764859879812
"earn_OC2_NaceG-N","turquoise",-0.142857142857143,0.735764859879812
"emp_TP","turquoise",-0.166666666666667,0.693238811728395
"pop_Y65-74","grey",-0.19047619047619,0.651401495702482
"emp_Y15-24_ED3-4","turquoise",-0.19047619047619,0.651401495702482
"emp_Y25-64_NaceM_N","turquoise",-0.19047619047619,0.651401495702482
"emp_Y25-64_NaceO-Q","turquoise",-0.214285714285714,0.610344415645267
"earn_OC4_NaceB-F","turquoise",-0.238095238095238,0.570156320815768
"earn_OC9_NaceB-F","turquoise",-0.238095238095238,0.570156320815768
"earn_OC5_NaceP-S","turquoise",-0.238095238095238,0.570156320815768
"rooms_pp","turquoise",-0.268372520060847,0.520440977682338
"emp_Y25-64_ED3-4","blue",-0.285714285714286,0.492726245016957
"GDP","turquoise",-0.30952380952381,0.455644890737582
"earn_OC7_NaceG-N","turquoise",-0.30952380952381,0.455644890737582
"emp_Y25-64_ED5-8","turquoise",-0.333333333333333,0.419753086419753
"earn_OC8_NaceB-F","turquoise",-0.333333333333333,0.419753086419753
"training","turquoise",-0.347311615954845,0.399263874203282
"pop_Y15-24","red",-0.357142857142857,0.385120643556256
"earn_OC8_NaceG-N","turquoise",-0.357142857142857,0.385120643556256
"earn_OC7_NaceB-F","turquoise",-0.404761904761905,0.319888641228816
"pop_Y0-14","turquoise",-0.452380952380952,0.260404767436885
"emp_Y15-24_NaceR-U","turquoise",-0.452380952380952,0.260404767436885
"emp_Y25-64_NaceF","turquoise",-0.5,0.20703125
"emp_Y25-64_NaceL","brown",-0.523809523809524,0.182720750539715
"emp_Y15-24_NaceO-Q","turquoise",-0.523809523809524,0.182720750539715
"emp_Y15-24_NaceF","blue",-0.547619047619048,0.160025642538896
"emp_TF","turquoise",-0.571428571428572,0.138959957160707
"emp_Y25-64","brown",-0.642857142857143,0.0855588910126731
"emp_Y25-64_NaceJ","turquoise",-0.690476190476191,0.0579903181645727
"emp_Y15-24","brown",-0.761904761904762,0.0280049391530719
