"module","eigenvar","p.eigenvar","meanVarTS","p.meanVarTS"
"turquoise",0.557312252964427,0.00704780769381295,0.294465348239601,3.01752511866482e-10
"brown",0.129305477131564,0.5662990497258,0.0807453416149068,0.657183167880496
"red",0.124788255223038,0.580048686151253,0.0807453416149068,0.906500321051332
"grey",-0.012987012987013,0.95425767933219,-0.0864097001396772,0.894132637927347
"green",-0.107848673066064,0.632846066578742,-0.0951487709653502,0.897832574058238
"yellow",-0.127046866177301,0.573155822274156,-0.101072840203275,0.922978465425586
"blue",-0.127046866177301,0.573155822274156,0.0640880858272163,0.8691693475433
