"","mean","n","stdev"
"pop_Total",2499500,5,920660.129883444
"pop_Y0-14",11.893032920475,5,0.392851864423708
"pop_Y15-24",7.91099955183207,5,0.200075753916366
"pop_Y25-64",56.5091801172253,5,1.02640326045422
"pop_Y65-74",12.0073254391767,5,0.558354340704539
"pop_YGE75",11.679461971291,5,0.559810209348123
"ARPR",NA,0,NA
"low_work",NA,0,NA
"rooms_pp",NA,0,NA
"mat_depriv",NA,0,NA
"ARPR_socexcl",NA,0,NA
"emp_Y15-24_ED0-2",30.3774628273875,5,2.58114133277538
"emp_Y25-64_ED0-2",3.39540247608279,5,0.940782673966398
"emp_Y15-24_ED3-4",63.5152038903079,5,2.19657145978012
"emp_Y25-64_ED3-4",67.5668170965625,5,1.69990636503226
"emp_Y15-24_ED5-8",8.43686444861289,2,0.594363425315654
"emp_Y25-64_ED5-8",28.9470091578535,5,2.15810993965374
"emp_TF",47.4221265948622,5,1.70754310957945
"emp_TP",14.8471160196694,5,0.855835086644927
"emp_Y15-24",41.7124269950508,5,2.44431474264232
"emp_Y25-64",76.9242874216723,5,2.42817025199291
"emp_YGE65",3.45815072391982,5,0.804311419363411
"emp_Y15-24_NaceA",NA,0,NA
"emp_Y25-64_NaceA",1.90844125517161,5,0.593029367440232
"emp_Y15-24_NaceB-E",21.3230549960651,5,5.27001551554149
"emp_Y25-64_NaceB-E",18.2160914052236,5,3.60348896798925
"emp_Y15-24_NaceF",7.202012658677,3,0.943186428904606
"emp_Y25-64_NaceF",10.0736259947785,5,0.577865377435488
"emp_Y15-24_NaceG-I",27.5339523752891,5,1.88154815953792
"emp_Y25-64_NaceG-I",23.0302223045545,5,0.974606265619143
"emp_Y15-24_NaceJ",NA,0,NA
"emp_Y25-64_NaceJ",1.59582884502382,5,0.431102368370536
"emp_Y15-24_NaceK",NA,0,NA
"emp_Y25-64_NaceK",2.01707588483137,5,0.392968327492952
"emp_Y15-24_NaceL",NA,0,NA
"emp_Y25-64_NaceL",0.630086610377696,2,0.00799344793149878
"emp_Y15-24_NaceM_N",10.004468887662,2,0.270202243392951
"emp_Y25-64_NaceM_N",10.5019297739965,5,1.35047259130111
"emp_Y15-24_NaceO-Q",25.9476437093821,5,1.86940334402492
"emp_Y25-64_NaceO-Q",27.4679304001959,5,1.38354255879899
"emp_Y15-24_NaceR-U",4.49205252246026,1,NA
"emp_Y25-64_NaceR-U",4.62794759898292,5,0.138899138769085
"unemp_Y15-24",5.03624654498448,5,0.845381322699094
"unemp_YGE25",5.17641552550094,5,0.977241188088374
"GDP",24280,5,952.36547606473
"GVAgr",1.12,5,0.941806774237688
"disp_income",17200,5,412.310562561766
"training",7.6,5,0.91104335791443
