"","mean","n","stdev"
"pop_Total",7177852.875,8,2168310.40987114
"pop_Y0-14",17.9410841575418,8,1.20541752685235
"pop_Y15-24",11.7836738267719,8,0.633965794803855
"pop_Y25-64",51.3001841457098,8,0.717189350721573
"pop_Y65-74",9.48467117770328,8,1.00550312575724
"pop_YGE75",9.49038669227319,8,1.07511571272097
"ARPR",12.8,1,NA
"low_work",9.8,1,NA
"rooms_pp",1.9,1,NA
"mat_depriv",2.8,1,NA
"ARPR_socexcl",17.2,1,NA
"emp_Y15-24_ED0-2",15.7564700347311,8,4.7670306401371
"emp_Y25-64_ED0-2",15.6429716160609,8,3.47945372958901
"emp_Y15-24_ED3-4",59.7181396065726,8,4.83053380895451
"emp_Y25-64_ED3-4",46.0871375024788,8,3.11292751370655
"emp_Y15-24_ED5-8",24.1459372118306,8,8.25468238834362
"emp_Y25-64_ED5-8",38.0784087348599,8,5.10138237062273
"emp_TF",44.6446187108403,8,2.93485829448466
"emp_TP",10.604872448157,8,0.896146847554784
"emp_Y15-24",29.1932091994736,8,5.1336588195433
"emp_Y25-64",70.5477766039473,8,3.41451375274318
"emp_YGE65",2.48883450875632,8,1.39710007006626
"emp_Y15-24_NaceA",3.30193469705432,3,0.593602358499744
"emp_Y25-64_NaceA",3.20932310391413,8,1.23387284291624
"emp_Y15-24_NaceB-E",14.3567067074237,8,2.35451919991453
"emp_Y25-64_NaceB-E",15.6619713664904,8,3.54697229940532
"emp_Y15-24_NaceF",8.88860712767188,8,2.2072900479844
"emp_Y25-64_NaceF",6.68370145892689,8,0.466753680012308
"emp_Y15-24_NaceG-I",33.3901997985607,8,3.09942539466673
"emp_Y25-64_NaceG-I",20.5001582450797,8,1.4597040107131
"emp_Y15-24_NaceJ",2.77364811615683,4,1.11343237254943
"emp_Y25-64_NaceJ",2.2914304934559,8,0.976875702120317
"emp_Y15-24_NaceK",1.69819083091351,3,0.49370675645217
"emp_Y25-64_NaceK",2.8458790147298,8,0.387310267139605
"emp_Y15-24_NaceL",NA,0,NA
"emp_Y25-64_NaceL",1.37550600492822,8,0.399343270888023
"emp_Y15-24_NaceM_N",7.18956851586355,8,1.57026310452986
"emp_Y25-64_NaceM_N",8.97254757558304,8,1.17947263107919
"emp_Y15-24_NaceO-Q",20.5877414711198,8,3.54388150132693
"emp_Y25-64_NaceO-Q",32.6793454308565,8,2.26756283153756
"emp_Y15-24_NaceR-U",6.80391702783603,8,1.68550880181742
"emp_Y25-64_NaceR-U",5.14997873612332,8,0.509695648823262
"unemp_Y15-24",9.04614718544611,8,1.13991217777785
"unemp_YGE25",5.62995173077052,8,0.950221956266573
"GDP",25675,8,2382.52567067567
"GVAgr",0.685714285714286,7,0.459813626840888
"disp_income",16800,8,865.200224555813
"training",19.8,8,3.1658896289759
