"","mean","n","stdev"
"pop_Total",5339894.69230769,13,2423172.85380234
"pop_Y0-14",17.3222682043968,13,1.73514508811282
"pop_Y15-24",12.6438303490261,13,1.00001954810947
"pop_Y25-64",52.126840017119,13,1.72863783629355
"pop_Y65-74",9.76279854543694,13,1.02587215064711
"pop_YGE75",8.14426288402109,13,1.30840497971383
"ARPR",NA,0,NA
"low_work",NA,0,NA
"rooms_pp",2,1,NA
"mat_depriv",NA,0,NA
"ARPR_socexcl",NA,0,NA
"emp_Y15-24_ED0-2",14.6432019008288,13,6.07960865668055
"emp_Y25-64_ED0-2",19.1109330145016,13,9.5092959941892
"emp_Y15-24_ED3-4",60.6806310133775,13,6.16830911490405
"emp_Y25-64_ED3-4",39.0099275368407,13,5.52514573757468
"emp_Y15-24_ED5-8",23.3041658223225,13,6.4247349247732
"emp_Y25-64_ED5-8",40.5177061788347,13,6.43725964214627
"emp_TF",45.8731470968291,13,2.132082008927
"emp_TP",15.6591471709719,13,3.93767969270184
"emp_Y15-24",41.5896036345269,13,10.2273572801491
"emp_Y25-64",74.8501478265958,13,4.05789740487236
"emp_YGE65",9.22206840156651,13,2.11034390159061
"emp_Y15-24_NaceA",2.53587347296167,8,1.75631386417606
"emp_Y25-64_NaceA",1.98192968710259,13,1.58059336562413
"emp_Y15-24_NaceB-E",10.0881785349428,13,4.521132670146
"emp_Y25-64_NaceB-E",13.7634887984212,13,2.76693700144505
"emp_Y15-24_NaceF",5.91151011265219,13,1.31035702213473
"emp_Y25-64_NaceF",7.35512439336645,13,0.589923279987857
"emp_Y15-24_NaceG-I",41.434909945621,13,3.94369371068166
"emp_Y25-64_NaceG-I",21.9565563100378,13,2.39158417177556
"emp_Y15-24_NaceJ",2.64845112193143,10,0.755115856351033
"emp_Y25-64_NaceJ",3.32497430813855,13,1.10794671463659
"emp_Y15-24_NaceK",2.71130757172585,10,0.745369260370093
"emp_Y25-64_NaceK",3.61789872503022,13,1.12225826541011
"emp_Y15-24_NaceL",NA,0,NA
"emp_Y25-64_NaceL",1.00431398876744,13,0.308790385140176
"emp_Y15-24_NaceM_N",8.24765073948636,13,1.94035937361513
"emp_Y25-64_NaceM_N",10.3157298064748,13,1.57898233456754
"emp_Y15-24_NaceO-Q",17.0766859898233,13,3.87816044093213
"emp_Y25-64_NaceO-Q",30.6626810180987,13,3.82175696699666
"emp_Y15-24_NaceR-U",8.05165172894631,13,1.14287250399188
"emp_Y25-64_NaceR-U",5.48564038809012,13,1.52325027456976
"unemp_Y15-24",9.88986698823011,13,1.72780377664692
"unemp_YGE25",4.33573900812807,13,2.54097800463212
"GDP",25838.4615384615,13,4560.61736711498
"GVAgr",1.13333333333333,3,4.12593423764041
"disp_income",15400,13,1716.10023017305
"training",14.0384615384615,13,3.72503656839734
