"","pop_Total","pop_Y0-14","pop_Y15-24","pop_Y25-64","pop_Y65-74","pop_YGE75","ARPR","low_work","rooms_pp","mat_depriv","ARPR_socexcl","emp_Y15-24_ED0-2","emp_Y25-64_ED0-2","emp_Y15-24_ED3-4","emp_Y25-64_ED3-4","emp_Y15-24_ED5-8","emp_Y25-64_ED5-8","emp_TF","emp_TP","emp_Y15-24","emp_Y25-64","emp_YGE65","emp_Y15-24_NaceA","emp_Y25-64_NaceA","emp_Y15-24_NaceB-E","emp_Y25-64_NaceB-E","emp_Y15-24_NaceF","emp_Y25-64_NaceF","emp_Y15-24_NaceG-I","emp_Y25-64_NaceG-I","emp_Y15-24_NaceJ","emp_Y25-64_NaceJ","emp_Y15-24_NaceK","emp_Y25-64_NaceK","emp_Y15-24_NaceL","emp_Y25-64_NaceL","emp_Y15-24_NaceM_N","emp_Y25-64_NaceM_N","emp_Y15-24_NaceO-Q","emp_Y25-64_NaceO-Q","emp_Y15-24_NaceR-U","emp_Y25-64_NaceR-U","unemp_Y15-24","unemp_YGE25","GDP","GVAgr","disp_income","training"
"pop_Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pop_Y0-14",2030759.56565379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pop_Y15-24",-1102878.0969175,7.69821206097751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pop_Y25-64",-2311918.40006152,-11.0008032648433,-4.5953933041617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pop_Y65-74",-1177015.41436775,-5.16437947357891,-3.49222538671901,-3.1953161534514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pop_YGE75",2561052.34569299,-7.27695640028849,-6.70998204254063,-1.93488966739043,5.78627761587141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARPR",-13700499.8415246,-6.83863843848266,-2.92088226456754,14.2410482061152,-4.62695063587587,0.145423132810828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"low_work",-5535302.82967458,-2.98789130253653,-5.94640138848519,5.95331648826442,-1.63106718948555,4.61204339224284,62.928297979798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rooms_pp",-221980.088388587,0.671485250958005,-0.205662196031159,-1.7440629449788,0.60159588511192,0.676644004940035,-2.97587188552188,0.688854785954787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mat_depriv",-25446611.0690943,-15.3545202506003,-1.52206219196488,29.0774340747094,-6.41850496379558,-5.78234666834858,108.531787878788,30.0359567099567,-9.92506060606061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
