"","mean","n","stdev"
"pop_Total",4804859.66666667,3,1429476.09894196
"pop_Y0-14",15.9508547130585,3,1.57498785550201
"pop_Y15-24",10.1802145874723,3,2.04548019352834
"pop_Y25-64",55.8189625211043,3,2.84407015141219
"pop_Y65-74",8.91639801666567,3,0.671347521330819
"pop_YGE75",9.1335701616992,3,1.43491887782104
"ARPR",13.8,2,1.27279220613578
"low_work",10.2,2,0.848528137423858
"rooms_pp",1.95,2,0.212132034355964
"mat_depriv",4.5,2,0.424264068711928
"ARPR_socexcl",18.2,2,1.4142135623731
"emp_Y15-24_ED0-2",29.3111195490741,3,7.30535300829332
"emp_Y25-64_ED0-2",22.6879361335688,3,4.33555632290912
"emp_Y15-24_ED3-4",40.692432020624,3,11.2442830142008
"emp_Y25-64_ED3-4",28.3300007431589,3,8.60646289291433
"emp_Y15-24_ED5-8",29.9570938454927,3,6.40586845900906
"emp_Y25-64_ED5-8",48.9820631232723,3,5.80435927178092
"emp_TF",43.6273865355218,3,5.13368340799065
"emp_TP",9.56772717839445,3,2.25719562748857
"emp_Y15-24",17.7257822963362,3,1.57926672001432
"emp_Y25-64",67.470987799867,3,2.1629862791566
"emp_YGE65",1.96847905841667,3,0.709052399915703
"emp_Y15-24_NaceA",3.90243902439024,1,NA
"emp_Y25-64_NaceA",1.68638495419756,3,1.45361189615057
"emp_Y15-24_NaceB-E",10.0958363895551,3,2.97705287125059
"emp_Y25-64_NaceB-E",14.4842213550168,3,6.19668883818535
"emp_Y15-24_NaceF",5.65080703289388,3,5.23256282420456
"emp_Y25-64_NaceF",6.00791941869514,3,0.932798714882002
"emp_Y15-24_NaceG-I",40.6005971826452,3,10.6443523265127
"emp_Y25-64_NaceG-I",23.1058092948072,3,2.83128195735507
"emp_Y15-24_NaceJ",4.21058097442288,2,2.04545249830504
"emp_Y25-64_NaceJ",4.11474768229452,3,2.94757258373482
"emp_Y15-24_NaceK",1.18613138686131,1,NA
"emp_Y25-64_NaceK",3.71220670616746,3,1.44728926718706
"emp_Y15-24_NaceL",NA,0,NA
"emp_Y25-64_NaceL",0.612812017871977,3,0.136264207461587
"emp_Y15-24_NaceM_N",10.6015533138553,3,0.809898550555513
"emp_Y25-64_NaceM_N",11.2482662954058,3,2.86746560493885
"emp_Y15-24_NaceO-Q",17.3318556038222,3,7.84925853273698
"emp_Y25-64_NaceO-Q",27.999652467199,3,8.58775690508948
"emp_Y15-24_NaceR-U",9.14852913319419,3,3.1590171273154
"emp_Y25-64_NaceR-U",7.03264297570684,3,2.5025554082366
"unemp_Y15-24",13.6364344098718,3,4.39585184286083
"unemp_YGE25",9.83507401421705,3,3.13246522083962
"GDP",29533.3333333333,3,5379.90086649683
"GVAgr",1.5,3,0.2
"disp_income",16833.3333333333,3,1078.5793124909
"training",9.66666666666667,3,3.43850742813409
