"","mean","n","stdev"
"pop_Total",5060650.33333333,3,2551023.28538458
"pop_Y0-14",16.6935324545624,3,1.11381324968469
"pop_Y15-24",12.1885421421125,3,0.27212166942474
"pop_Y25-64",53.2167746685345,3,0.708764264579243
"pop_Y65-74",10.310849065437,3,0.73706881281471
"pop_YGE75",7.59030166935357,3,0.532502723161881
"ARPR",11.2,3,1.35277492584687
"low_work",9.4,3,1.05356537528527
"rooms_pp",1.93333333333333,3,0.0577350269189626
"mat_depriv",2.96666666666667,3,1.15036226178249
"ARPR_socexcl",16.0333333333333,3,2.01328918273887
"emp_Y15-24_ED0-2",24.5312109720035,3,1.7837851072208
"emp_Y25-64_ED0-2",14.1110520233143,3,1.12773968984626
"emp_Y15-24_ED3-4",27.223278333004,3,1.72617857172649
"emp_Y25-64_ED3-4",31.9470227030443,3,2.24116899929235
"emp_Y15-24_ED5-8",6.8217154835154,3,0.696336435047068
"emp_Y25-64_ED5-8",29.1075542377722,3,2.8752586010503
"emp_FT",32.0760115477219,3,0.902922498880462
"emp_PT",32.4500776005311,3,1.14569621999938
"emp_Y15-24",58.911567575005,3,1.88943067323175
"emp_Y25-64",75.9630123169615,3,0.80440380149824
"emp_YGE65",7.02635287542663,3,0.539986593133256
"emp_Y15-24_NaceA",1.48062548793343,3,0.261767204240699
"emp_Y25-64_NaceA",1.47559399349345,3,0.322344778964633
"emp_Y15-24_NaceB-E",3.30770243076508,3,0.361650557748426
"emp_Y25-64_NaceB-E",9.08164080316885,3,2.91653708211163
"emp_Y15-24_NaceF",1.58749919916892,3,0.299391274733015
"emp_Y25-64_NaceF",4.04555222509516,3,0.312703975267396
"emp_Y15-24_NaceG-I",26.7644644097895,3,1.51126740846858
"emp_Y25-64_NaceG-I",15.1266248701427,3,0.406819198790888
"emp_Y15-24_NaceJ",1.05271877157384,3,0.0837836126833253
"emp_Y25-64_NaceJ",2.32390433897845,3,0.658488832485573
"emp_Y15-24_NaceK",0.524332258262961,2,0.0827390202481743
"emp_Y25-64_NaceK",2.78400171069915,3,0.637120902600028
"emp_Y15-24_NaceL",0.173828752093614,1,NA
"emp_Y25-64_NaceL",0.579330083776487,3,0.173009259810712
"emp_Y15-24_NaceM_N",5.76931679649079,3,0.316825119755559
"emp_Y25-64_NaceM_N",9.16367136287434,3,1.02176444653147
"emp_Y15-24_NaceO-Q",7.81717841468447,3,0.49506646621443
"emp_Y25-64_NaceO-Q",23.561675646613,3,1.66902202177569
"emp_Y15-24_NaceR-U",2.20510873638443,3,0.0992320043534781
"emp_Y25-64_NaceR-U",3.02710741442946,3,0.649385254138219
"unemp_Y15-24",8.33963374894198,3,0.305377800935026
"unemp_YGE25",4.4918771186621,3,0.224802506907674
"GDP",34600,3,4950.75751779463
"GVAgr",1.6,3,0.1
"disp_income",15433.3333333333,3,577.350269189626
"training",18.0333333333333,3,1.1060440015358
"earn_OC1_B-F",26.39,3,0
"earn_OC2_B-F",20.45,3,0
"earn_OC3_B-F",17.31,3,0
"earn_OC4_B-F",14.48,3,0
"earn_OC5_B-F",11.3,3,0
"earn_OC6_B-F",9.92,3,0
"earn_OC7_B-F",11.11,3,0
"earn_OC8_B-F",11.91,3,0
"earn_OC9_B-F",10.14,3,0
"earn_OC1_G-N",23.47,3,0
"earn_OC2_G-N",19.12,3,0
"earn_OC3_G-N",15.56,3,0
"earn_OC4_G-N",12.92,3,0
"earn_OC5_G-N",9.76,3,0
"earn_OC6_G-N",9.11,3,0
"earn_OC7_G-N",10.4,3,0
"earn_OC8_G-N",11.64,3,0
"earn_OC9_G-N",8.94,3,0
"earn_OC1_P-S",24.16,3,0
"earn_OC2_P-S",20.01,3,0
"earn_OC3_P-S",15.86,3,0
"earn_OC4_P-S",14.34,3,0
"earn_OC5_P-S",13.89,3,0
"earn_OC6_P-S",14.96,3,0
"earn_OC7_P-S",12.15,3,0
"earn_OC8_P-S",10.64,3,0
"earn_OC9_P-S",10.82,3,0
"expend_ED5-8",1.75,3,0
