"","mean","n","stdev"
"pop_Total",2827463.25,4,1274974.78841149
"pop_Y0-14",15.0929320138882,4,0.900216292536667
"pop_Y15-24",10.9501057306437,4,0.610630575202938
"pop_Y25-64",53.7380272163471,4,1.05425627460811
"pop_Y65-74",9.96461558989335,4,0.632079168058521
"pop_YGE75",10.2543194492277,4,1.49392743251607
"ARPR",26.2333333333333,3,0.907377172587747
"low_work",16.3333333333333,3,2.45424801789333
"rooms_pp",1.23333333333333,3,0.0577350269189626
"mat_depriv",22.8,3,1.99248588451713
"ARPR_socexcl",38.9,3,1.99749843554382
"emp_Y15-24_ED0-2",18.1156952099313,4,9.56261443927258
"emp_Y25-64_ED0-2",27.9617191770705,4,11.6356859641694
"emp_Y15-24_ED3-4",69.5636030857422,4,11.4286944421452
"emp_Y25-64_ED3-4",44.534837971813,4,11.5770681940078
"emp_Y15-24_ED5-8",12.3585140167082,4,2.28377885446899
"emp_Y25-64_ED5-8",27.4880381852006,4,2.68749818740107
"emp_TF",40.8856542548431,4,3.69938796660683
"emp_TP",3.48211529251083,4,0.542977794826767
"emp_Y15-24",14.779640699375,4,4.05996488808121
"emp_Y25-64",57.4841701966899,4,3.57141625981774
"emp_YGE65",2.95664372194562,4,0.552880687658598
"emp_Y15-24_NaceA",15.3409839968299,4,7.00558479832875
"emp_Y25-64_NaceA",16.6720902398723,4,7.32335573153891
"emp_Y15-24_NaceB-E",13.1569972069739,3,7.05478287564942
"emp_Y25-64_NaceB-E",12.9010098440632,4,5.34742813460683
"emp_Y15-24_NaceF",7.15826691436448,2,1.3432782982929
"emp_Y25-64_NaceF",5.40729501930395,4,1.20845531106726
"emp_Y15-24_NaceG-I",45.3008856658354,4,9.48009457513268
"emp_Y25-64_NaceG-I",29.8606724687442,4,5.09034533319433
"emp_Y15-24_NaceJ",2.4390243902439,1,NA
"emp_Y25-64_NaceJ",1.50704755707376,4,0.855545232249803
"emp_Y15-24_NaceK",NA,0,NA
"emp_Y25-64_NaceK",1.72774872428081,4,0.516733770507624
"emp_Y15-24_NaceL",NA,0,NA
"emp_Y25-64_NaceL",0.337558556076054,1,NA
"emp_Y15-24_NaceM_N",3.97904746944423,2,0.923630117102966
"emp_Y25-64_NaceM_N",5.9412747322488,4,0.713868308187502
"emp_Y15-24_NaceO-Q",11.5635937541565,4,3.10419385422297
"emp_Y25-64_NaceO-Q",22.0110587698913,4,1.2274493889779
"emp_Y15-24_NaceR-U",7.00587467846666,3,0.716143236448961
"emp_Y25-64_NaceR-U",3.7774435947884,4,0.244573920464162
"unemp_Y15-24",13.844862970217,4,2.01649794070196
"unemp_YGE25",13.3429613367605,4,2.94287351389071
"GDP",16350,4,1429.45210949277
"GVAgr",-0.1,1,NA
"disp_income",10100,4,637.704215656966
"training",2.425,4,0.499165971062398
