"","mean","n","stdev"
"pop_Total",3818024.75,4,1617534.55135408
"pop_Y0-14",16.91719847493,4,0.889070941895698
"pop_Y15-24",12.671095915036,4,0.163550864779542
"pop_Y25-64",50.8833410559457,4,1.31350914835131
"pop_Y65-74",11.1100121779591,4,0.980715454101704
"pop_YGE75",8.41835237612917,4,1.27195857529375
"ARPR",15.5333333333333,3,2.58907963055085
"low_work",6.46666666666667,3,1.00166528008778
"rooms_pp",1.8,4,0.141421356237309
"mat_depriv",0.7,3,0.3
"ARPR_socexcl",17.3,3,2.4576411454889
"emp_Y15-24_ED0-2",28.1594961476431,4,13.4840211744818
"emp_Y25-64_ED0-2",13.2771581178304,4,1.79157485123551
"emp_Y15-24_ED3-4",61.2886702723073,4,11.172675311186
"emp_Y25-64_ED3-4",46.3266068354803,4,5.13707763501601
"emp_Y15-24_ED5-8",10.0790820212077,4,3.67926808112268
"emp_Y25-64_ED5-8",39.8272838878992,4,4.8950706550555
"emp_TF",48.4760481471308,4,1.99460634164541
"emp_TP",16.904700916757,4,1.08153128381545
"emp_Y15-24",45.0528038278817,4,5.37808981822431
"emp_Y25-64",81.4942482028249,4,2.801958543449
"emp_YGE65",8.58383509877541,4,1.78428714240158
"emp_Y15-24_NaceA",2.12762397489032,4,0.795090186448057
"emp_Y25-64_NaceA",1.94009170866964,4,0.66438612463633
"emp_Y15-24_NaceB-E",7.92179694512659,4,1.86942401678078
"emp_Y25-64_NaceB-E",13.4743161793394,4,3.06430922111025
"emp_Y15-24_NaceF",7.16515038787587,4,1.28683579134875
"emp_Y25-64_NaceF",6.62440685267698,4,0.832028932620971
"emp_Y15-24_NaceG-I",38.0249141631962,4,6.55387026399151
"emp_Y25-64_NaceG-I",18.2772216524714,4,0.91119665035493
"emp_Y15-24_NaceJ",2.3639324382748,4,0.562561128384475
"emp_Y25-64_NaceJ",4.18044739383393,4,1.56398060836198
"emp_Y15-24_NaceK",1.46714872830897,3,0.298496301204877
"emp_Y25-64_NaceK",2.3617506740734,4,0.97295305899623
"emp_Y15-24_NaceL",1.10228785978939,2,0.00615462807118298
"emp_Y25-64_NaceL",1.35694296667746,4,0.206016747342211
"emp_Y15-24_NaceM_N",10.0195059631938,4,2.6931041703724
"emp_Y25-64_NaceM_N",11.3711358882238,4,3.58226671475345
"emp_Y15-24_NaceO-Q",21.2796392409257,4,2.23341072786691
"emp_Y25-64_NaceO-Q",35.368367961677,4,1.96208961596505
"emp_Y15-24_NaceR-U",8.136407340889,4,1.19030403198002
"emp_Y25-64_NaceR-U",4.58859190753657,4,0.284675688417616
"unemp_Y15-24",11.3110546335539,4,2.44890845982992
"unemp_YGE25",4.19017078549479,4,0.274763347345838
"GDP",33025,4,4687.127762998
"GVAgr",4,1,NA
"disp_income",15950,4,1674.31578064991
"training",29.1,4,3.69143151997523
