"","cluster","neighbor","sil_width"
"AT34",1,3,0.210938906674495
"AT32",1,3,0.186353072044682
"AT33",1,3,0.177775961386887
"AT21",1,3,0.142263777628831
"ITH1",1,3,0.136693331869427
"ITH2",1,4,0.117996429291319
"UKD6",1,7,0.0528582389379002
"AT22",1,3,0.0385563685142335
"AT11",1,4,0.00703905335750565
"AT31",1,3,-0.0191983976470729
"BE31",1,3,-0.0297494858108475
"AT12",1,3,-0.0913873071045034
"AT13",1,24,-0.0963284898123675
"DE72",1,3,-0.107896099429614
"DE50",1,3,-0.137271901471705
"BE24",1,3,-0.148556640693864
"NL11",1,7,-0.173578667295113
"DEB2",1,3,-0.194557063343176
"BE23",1,3,-0.232517757359858
"LU00",2,9,0.231722459531633
"SK01",2,3,0.167509096854204
"BE10",2,15,0.0694808024343135
"CZ01",2,8,0.00986421483203981
"DEA4",3,1,0.490891113755291
"DE27",3,1,0.477033975645151
"DE13",3,1,0.457811934612474
"DEB3",3,1,0.444128775671599
"DE92",3,4,0.439714853262208
"DEB1",3,4,0.436365244369285
"DE25",3,1,0.432551148721124
"DE26",3,1,0.389881915982635
"DE22",3,1,0.387762913297151
"DE73",3,1,0.387349023049204
"DE94",3,4,0.382365296765256
"DEA3",3,4,0.370813187143199
"DEF0",3,4,0.367623220388802
"DE14",3,1,0.321729532099076
"DE91",3,1,0.313008897513821
"DE23",3,1,0.304255927381066
"DE24",3,1,0.28549071636136
"DE93",3,4,0.268130459093165
"DE12",3,9,0.232934475231021
"DEC0",3,4,0.18385125729236
"DEA5",3,9,0.146383416971584
"BE21",3,4,0.129260896774477
"BE25",3,4,0.0486073660481551
"DE80",4,3,0.324170733076973
"DED4",4,3,0.296644974461912
"DED2",4,3,0.295437533904001
"DED5",4,3,0.26970749189972
"ITI3",4,19,0.255567703257396
"ITH4",4,3,0.250946259419131
"DEE0",4,3,0.230555027682348
"DEG0",4,3,0.203768165075727
"ITC3",4,3,0.180118561232225
"DE40",4,3,0.144576326483623
"BE22",4,3,0.0437897919976458
"ITC2",4,1,0.0327005535954731
"BE32",5,15,0.32554008901061
"BE33",5,4,0.286819256997806
"BE34",5,4,0.208824052240176
"BE35",5,4,0.198990058144895
"ITG2",5,14,0.0279577266561064
"ITF1",5,4,-0.0319178626559775
"MT00",5,8,-0.0358176715440961
"ITF2",5,14,-0.0488121933074801
"ES13",5,23,-0.0660444580852901
"ITF5",5,14,-0.0763986848769684
"IE01",5,23,-0.129185348761596
"ES12",5,15,-0.194226728856318
"ITI2",5,4,-0.313537517392077
"HU33",6,21,0.447412956245837
"HU31",6,21,0.443510393647308
"PL34",6,8,0.42057837722601
"PL52",6,8,0.408451396953295
"PL43",6,8,0.401584302151947
"HU23",6,8,0.398067951248368
"HU32",6,21,0.392199351226662
"PL62",6,21,0.37299183656344
"BG34",6,21,0.254077003357133
"PL33",6,8,0.253251235391006
"BG33",6,21,0.24659105803521
"BG32",6,14,0.228406325472122
"HU21",6,8,0.205938935601626
"PL42",6,21,0.205853717606056
"PL61",6,21,0.180948100420562
"PL32",6,21,0.172524306202193
"BG42",6,21,0.160800041631126
"HU22",6,8,0.139464293360595
"BG31",6,14,0.115445810249807
"SK03",6,21,0.105465906904221
"LV00",6,21,0.103424841154836
"SK04",6,21,0.0963096361400956
"CZ04",6,8,0.0589032325176778
"RO42",6,21,0.0558574434253508
"HR03",6,14,0.0365392498030422
"RO12",6,21,-0.00807085969599641
"BG41",6,21,-0.0544924460535123
"CZ08",6,8,-0.18543447790111
"SK02",6,8,-0.227085700932659
"UKG2",7,19,0.389969826029466
"UKE1",7,19,0.375021944746531
"UKD4",7,19,0.357018938437085
"UKJ4",7,19,0.32155585654588
"UKD7",7,19,0.320571729214211
"UKF1",7,19,0.319612611290435
"UKF3",7,4,0.3180429690584
"UKK2",7,12,0.310921125103957
"UKC2",7,19,0.310332876645805
"UKK3",7,12,0.306487944733672
"UKE3",7,19,0.305776985510363
"UKF2",7,24,0.287450680509613
"UKG1",7,24,0.287021294991372
"UKL2",7,12,0.283121150175058
"UKH3",7,19,0.276505034347018
"UKN0",7,8,0.274211348095663
"UKE4",7,19,0.269732024819852
"UKM2",7,19,0.261507202765317
"UKL1",7,19,0.260497035682945
"UKC1",7,19,0.257385939934975
"UKD1",7,1,0.24549626999409
"UKK4",7,12,0.228311920937835
"UKE2",7,1,0.209387858533816
"UKH1",7,24,0.197833074917314
"UKI5",7,19,0.158883413994099
"FR43",7,19,0.133372482819773
"UKD3",7,19,0.114545551240282
"UKM6",7,24,0.0979006352203723
"UKM3",7,19,0.0931457586992687
"UKG3",7,19,0.0695997944508433
"FR21",7,19,0.0586714131031333
"CY00",7,5,-0.0630729001391493
"CZ03",8,4,0.620036420919488
"CZ05",8,7,0.578459704976799
"CZ02",8,4,0.561551973669709
"CZ06",8,7,0.458165025197073
"CZ07",8,6,0.36552051301412
"SI04",8,7,0.363420847234662
"SI03",8,6,0.357594877740898
"EE00",8,7,0.325817482963828
"DE21",9,3,0.367307340971697
"DE71",9,3,0.326597387494446
"DE11",9,3,0.325326493164249
"DEA2",9,10,0.143850117178837
"DEA1",9,10,0.0675112462647977
"IE02",9,3,0.0131991913018388
"DE60",9,3,-0.0129838960787784
"ITH3",10,9,0.467583484556674
"ITC1",10,19,0.42367883657474
"ITH5",10,9,0.382044644878908
"ITI1",10,4,0.301294976881971
"ITI4",10,16,0.206278354993478
"PL12",10,21,0.115772810627541
"FR82",10,19,0.0922967174053817
"DE30",10,3,0.0274248944693832
"FI1B",11,12,0.183232062986918
"SE11",11,24,0.15756103469565
"DK01",11,12,0.137285221611955
"SE23",11,12,0.123636927098968
"SE12",11,12,-0.0360222600648761
"FI20",11,12,-0.0413802456396454
"SE22",11,12,-0.0915094976881065
"SE32",12,7,0.372131812959157
"FI19",12,19,0.354098775967922
"DK05",12,11,0.335212705982777
"DK02",12,11,0.300943718273393
"FI1C",12,19,0.284543496604652
"SE31",12,7,0.265922782401461
"DK03",12,11,0.257517695403622
"SE21",12,11,0.250193257149744
"SE33",12,11,0.242873267336699
"FI1D",12,19,0.240927952207349
"DK04",12,11,0.191316701051408
"FR63",12,19,-0.0636722389925835
"ES61",13,16,0.133984800957379
"ITF3",13,21,0.127952904994468
"ITG1",13,21,0.117184940395343
"ES52",13,16,0.101495119279381
"EL30",13,15,0.0510289514238241
"ITF4",13,21,-0.0209146886331542
"ES70",13,14,-0.212430701290557
"ES42",13,14,-0.251415968929018
"EL54",14,5,0.561370803640577
"EL65",14,5,0.552214563769653
"EL63",14,17,0.551188800481189
"EL51",14,6,0.533553564951317
"EL64",14,17,0.530198242175482
"EL61",14,5,0.516720416111314
"EL43",14,6,0.496340179936884
"EL41",14,23,0.464648988797844
"EL53",14,5,0.426633386625248
"EL52",14,5,0.376169464885331
"EL62",14,23,0.362472336705604
"ES43",14,23,0.295232155814948
"EL42",14,5,0.186504248638092
"ES24",15,19,0.390773020085874
"ES23",15,23,0.243419292598413
"ES11",15,19,0.205129492927349
"ES22",15,4,0.127085033537028
"ES41",15,19,0.0565152479313652
"ES53",15,23,0.0559908250003092
"ES21",15,19,-0.0034699216438524
"ES51",16,10,0.265680776525093
"ES30",16,10,0.237972774669671
"FR71",16,10,-0.0332482399588087
"FRA4",17,5,0.173467031903608
"FRA1",17,5,0.0350879993318404
"FR83",17,5,-0.0799672951807489
"ES63",17,14,-0.145810227048667
"FRA2",17,5,-0.181218202719718
"ES64",17,14,-0.203691454552035
"ES62",17,14,-0.207461406406568
"ITF6",17,14,-0.217094736140775
"FR10",18,16,0.404355446997188
"ITC4",18,16,0.189773517923954
"FR24",19,7,0.397015692315166
"FR52",19,7,0.362447551089713
"FR61",19,7,0.36072234012987
"FR51",19,10,0.335149293718429
"FR23",19,7,0.323493535096709
"FR81",19,7,0.305673457401172
"FR41",19,7,0.294273782841662
"FR53",19,7,0.275387581121763
"FR30",19,10,0.239785323008891
"FR42",19,7,0.237040833371512
"FR62",19,12,0.233885512149869
"FR26",19,7,0.230579985662194
"FR25",19,7,0.0993111456119186
"FR72",19,7,0.0800780223161314
"FR22",19,7,-0.0518487881479717
"PT17",19,15,-0.0693509072201208
"FRA5",20,14,0.466472759214421
"RO21",20,21,0.0343129230368635
"RO41",20,6,-0.0817535668495444
"FRA3",20,14,-0.10402324211735
"PL41",21,6,0.273045534981315
"PL21",21,6,0.252034154716962
"PL22",21,10,0.188005350115468
"PL51",21,6,0.182058641046804
"PT11",21,23,0.131580489391515
"RO31",21,6,0.126616377307556
"LT00",21,8,0.12577082471902
"RO22",21,6,0.083195758204674
"RO11",21,6,0.0505754611678885
"HU10",21,8,0.0416597197647111
"HR04",21,6,0.0146650366573514
"PL11",21,8,0.00692687650716872
"RO32",21,4,-0.017402896294776
"PL63",21,6,-0.0240915027544977
"PL31",21,6,-0.128350696353832
