"size","max_diss","av_diss","diameter","separation"
9,1.88264664261846,0.907495059327007,2.93635388069796,1.51252970428986
2,2.90222003034421,1.45111001517211,2.90222003034421,2.63694215115575
6,1.6902157363594,0.933747403970198,2.48264242216371,1.1186795786994
5,1.51035909727749,0.835015656154043,1.90373514428234,1.17988197557833
13,2.26714640139104,1.1374669018176,4.3705730530147,0.900749274544063
12,2.76021883847286,1.21048979487175,4.60383942633282,0.900749274544063
20,2.39168892495054,0.879608868370193,2.79446817255468,0.648515313149542
2,1.71346342171133,0.856731710855664,1.71346342171133,2.48790755172802
6,1.47517766762698,0.889850203375189,1.78061588947053,1.29078228020718
7,1.91044407017984,0.993551723029262,3.11984300144719,0.677281821719499
16,2.18269373115568,0.825629898075334,2.3754124417938,0.549068792784399
10,2.37666039246035,0.855298758221756,3.13580725326685,0.549068792784399
8,1.80067036781029,0.785250264513614,2.49437337229601,1.11150251863215
6,1.92395904916536,1.14661138874967,2.39871711856325,1.05586688734653
4,1.24600503215477,0.65291917570794,1.28180372266928,1.3430063299598
7,2.70085916726399,1.53183757146299,3.59606213426895,0.967868627576756
12,2.17352061932993,1.16396738452335,2.83578802122707,1.81897353715326
13,2.6492989028219,1.56180653310616,5.57972342624797,0.967868627576756
5,1.74203341917924,1.14089366598377,2.53246423010054,1.44446467877142
2,1.1930506555421,0.596525327771052,1.1930506555421,2.09557776307913
4,1.94827540745706,1.35369823401941,2.55323364465036,1.68189673217427
1,0,0,0,3.19771057856148
10,2.44499724794682,1.05639455485329,3.33768373033235,1.04588871445302
2,2.67990743797228,1.33995371898614,2.67990743797228,3.17558060864466
16,2.27804531192404,1.15178022378137,3.05642334839524,0.739843323170395
8,2.0881370033422,1.06460764725153,3.13927169588988,0.739843323170395
2,2.04824480317713,1.02412240158857,2.04824480317713,2.73508615451085
14,1.87143392858464,1.03655954504861,2.95850291013736,0.721726097857704
8,2.21419403901294,1.13879001863817,2.52370532437542,0.721726097857704
5,1.54622404627707,0.890222394100308,2.05669405827108,1.41572837981381
3,2.4488671540607,1.3082014863187,2.61515167497312,2.09880764153962
1,0,0,0,2.69920842091486
6,1.59003226321214,0.800707602087311,1.93254335273181,0.74081415154651
5,1.19467809581558,0.761980407163629,1.81885807758693,0.74081415154651
5,1.81469098615085,1.04828026274669,2.38000662932527,1.52766779106563
11,2.16826349465454,0.9371551021543,2.70313514723295,0.648515313149542
9,2.70923659783998,1.15325042253607,3.02285658789954,0.719025938175189
1,0,0,0,7.83865302479519
