"K","Average silhouette width"
1,0
2,0.302593819889708
3,0.190419911110384
4,0.216381019075463
5,0.222984863007507
6,0.19188174104319
7,0.189297456559224
8,0.195602789940994
9,0.203489575338124
10,0.185476044981116
11,0.193933716029623
12,0.204261854284799
13,0.201700296804707
14,0.195275083027717
15,0.195384554419713
16,0.199244779907462
17,0.186120310131728
18,0.192613925916745
19,0.192903370073663
20,0.186873054016955
21,0.192824684546378
22,0.194319328953054
23,0.189007837193783
24,0.186764346688706
25,0.195493694039813
26,0.208568409849113
27,0.197818136997323
28,0.202968294391803
29,0.205159315200255
30,0.205083003566634
31,0.206095990162003
32,0.208428719823684
33,0.211159190562215
34,0.212052991627118
35,0.215976065974934
36,0.216122324579746
37,0.220241190957376
38,0.225068463559904
39,0.222790033579812
40,0.222038186155837
41,0.223507213187616
42,0.22437896516864
43,0.216553466919099
44,0.216303831644728
45,0.215694421455234
46,0.216250142506734
47,0.20376333232349
48,0.203806994238518
49,0.206592319157876
50,0.20524518030388
51,0.202823543939693
52,0.201480308978312
53,0.197698124228925
54,0.195203291076028
55,0.193598252477216
56,0.1918692874754
57,0.193836659502945
58,0.194243896468673
59,0.189030018221375
60,0.185625273822944
61,0.186672919954523
62,0.187925761760338
63,0.184315146488588
64,0.185357348172122
65,0.18585258204992
66,0.182792775933016
67,0.190657509861626
68,0.187205590573397
69,0.186251336923116
70,0.188221190207748
71,0.186650944584901
72,0.187872170109098
73,0.187726034695385
74,0.189110873285299
75,0.188608484315265
76,0.189914799765691
77,0.189479348047632
78,0.186549957940916
79,0.183916278013258
80,0.182751170750742
81,0.182274918631242
82,0.182584255897398
83,0.184594521767558
84,0.178384799188445
85,0.187566345129789
86,0.183167247219523
87,0.180601615569498
88,0.181263628586955
89,0.181928287805493
90,0.179500793518692
91,0.179164743227032
92,0.180785408580508
93,0.179347774063597
94,0.178510996392222
95,0.17947687338172
96,0.179700648943206
97,0.183797552433711
98,0.18307762010132
99,0.182436769508564
100,0.181188622770626
101,0.179434162429161
102,0.179601488534699
103,0.180439357019629
104,0.179454274290367
105,0.181103252125681
106,0.180160594943568
107,0.18022902376111
108,0.177210629410408
109,0.178459685362694
110,0.179075080462469
111,0.182841662122235
112,0.181297039603581
113,0.179508812750504
114,0.180012570561207
115,0.177067253664075
116,0.176879722736565
117,0.175535739934685
118,0.175083136477533
119,0.173506480725559
120,0.17463354618104
121,0.170537008355512
122,0.171345842605773
123,0.171220118754613
124,0.170237946965889
125,0.16989051762657
126,0.169040875116186
127,0.168669792843417
128,0.169058962031312
129,0.171436549116689
130,0.169920984576106
131,0.170963558846642
132,0.169113928541402
133,0.167302998988872
134,0.163944458409315
135,0.163750210117225
136,0.163911285624939
137,0.160486567081798
138,0.157191541766794
139,0.157327139903133
140,0.155953873302957
141,0.157840025362344
142,0.156420709805422
143,0.154063033425116
144,0.15439883841191
145,0.15518724646702
146,0.153824891657006
147,0.153377667923607
148,0.150819359778566
149,0.151043515128415
150,0.154077839645871
151,0.153786911786143
152,0.15319353870243
153,0.15124350288221
154,0.151901693858915
155,0.151378022269865
156,0.151583639800512
