PC_UP95,AT31	: 	: 	10.2 e	7.7 e	7.2 e	5.7 e	8.3 e	6.6 e	6.4 e	: 	: 	: 	: 	: 
PC_UP95,AT32	: 	: 	12.0 e	6.7 e	7.3 e	6.7 e	7.6 e	7.5 e	7.2 e	: 	: 	: 	: 	: 
PC_UP95,AT33	: 	: 	12.0 e	5.6 e	8.2 e	7.0 e	5.8 e	6.0 e	11.5 e	: 	: 	: 	: 	: 
PC_UP95,AT34	: 	: 	10.5 e	7.5 e	7.7 e	8.9 e	7.9 e	6.2 e	8.9 e	: 	: 	: 	: 	: 
PC_Y_LT60,RO32	: 	6.5 	5.5 	3.7 	2.7 	3.2 	3.5 	3.8 	5.5 	7.7 	: 	: 	: 	: 
PC_Y_LT60,RO4	: 	12.8 	9.6 	8.5 	10.5 	9.8 	9.7 	8.2 	9.5 	10.7 	: 	: 	: 	: 
PC_Y_LT60,RO41	: 	10.6 	7.3 	8.4 	10.9 	9.7 	8.4 	8.9 	11.7 	13.1 	: 	: 	: 	: 
PC_Y_LT60,RO42	: 	15.8 	12.0 	8.7 	10.0 	9.9 	11.2 	7.5 	7.0 	8.0 	: 	: 	: 	: 
PC_Y_LT60,RS	: 	21.2 	20.5 	18.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_Y_LT60,SE	: 	5.7 	6.2 	6.9 	5.6 	6.8 	5.9 	6.2 	5.4 	5.9 	6.6 	7.5 	8.5 	: 
PC_Y_LT60,SE1	: 	5.6 	5.5 	6.1 	5.4 	6.5 	5.3 	6.5 	5.5 	: 	: 	: 	: 	: 
PC_Y_LT60,SE11	: 	4.6 	5.7 	5.3 	4.0 	5.8 	4.5 	5.6 	5.3 	: 	: 	: 	: 	: 
PC_Y_LT60,SE12	: 	6.7 	5.4 	7.1 	7.1 	7.3 	6.2 	7.6 	5.6 	: 	: 	: 	: 	: 
PC_Y_LT60,SE2	: 	6.1 	6.4 	7.4 	5.7 	6.7 	6.1 	5.4 	5.2 	: 	: 	: 	: 	: 
PC_Y_LT60,SE21	: 	4.9 	4.7 	6.5 	3.9 	5.6 	4.8 	4.3 	3.9 	: 	: 	: 	: 	: 
PC_Y_LT60,SE22	: 	7.6 	6.0 	8.1 	6.8 	7.0 	6.3 	6.0 	5.7 	: 	: 	: 	: 	: 
PC_Y_LT60,SE23	: 	5.6 	7.2 	7.3 	5.7 	7.0 	6.6 	5.4 	5.4 	: 	: 	: 	: 	: 
PC_Y_LT60,SE3	: 	4.6 	7.5 	7.6 	5.6 	7.3 	6.6 	7.9 	5.9 	: 	: 	: 	: 	: 
PC_Y_LT60,SE31	: 	4.1 	8.6 	7.6 	4.9 	6.4 	7.5 	9.3 	4.7 	: 	: 	: 	: 	: 
PC_Y_LT60,SE32	: 	6.7 	8.1 	6.6 	8.5 	8.6 	5.1 	5.1 	5.0 	: 	: 	: 	: 	: 
PC_Y_LT60,SE33	: 	4.1 	5.6 	8.4 	4.3 	7.7 	6.6 	8.1 	8.2 	: 	: 	: 	: 	: 
PC_Y_LT60,SI	: 	7.4 	8.7 	7.9 	7.5 	7.6 	6.9 	5.6 	6.7 	7.2 	6.9 	8.6 	: 	: 
PC_Y_LT60,SI01	: 	8.0 	9.9 	9.1 	9.2 	9.3 	8.3 	6.5 	8.1 	: 	: 	: 	: 	: 
PC_Y_LT60,SI02	: 	6.6 	7.3 	6.6 	5.7 	5.8 	5.4 	4.5 	5.2 	: 	: 	: 	: 	: 
PC_Y_LT60,SK	: 	7.1 	7.1 	7.5 	7.2 	7.6 	7.9 	5.6 	5.2 	6.4 	6.2 	6.6 	: 	: 
PC_Y_LT60,SK01	: 	2.2 	1.9 	2.9 	2.6 	3.3 	2.6 	1.7 	2.0 	4.4 	4.6 	3.0 	: 	: 
PC_Y_LT60,SK02	: 	4.9 	4.8 	6.7 	7.1 	7.9 	7.1 	5.0 	4.4 	5.5 	5.1 	6.7 	: 	: 
PC_Y_LT60,SK03	: 	9.2 	9.3 	7.5 	7.5 	7.5 	8.3 	6.3 	5.4 	5.6 	6.1 	7.3 	: 	: 
PC_Y_LT60,SK04	: 	9.6 	9.8 	10.2 	8.8 	9.0 	10.6 	7.1 	7.0 	8.9 	8.1 	7.2 	: 	: 
PC_Y_LT60,TR	: 	: 	: 	10.3 	10.9 	11.8 	12.3 	11.8 	12.0 	12.0 	15.5 	: 	: 	: 
PC_Y_LT60,UK	: 	11.8 	12.2 	13.1 	13.0 b	11.5 	13.1 	12.6 	10.4 	10.3 	12.0 	12.8 	: 	: 
