unit,worktime,isco08,isced11,mgstatus,time\geo	BE 	BG 	CZ 	DE 	EE 	EL 	ES 	FR 	HR 	IT 	CY 	LV 	LT 	LU 	HU 	MT 	AT 	PL 	PT 	RO 	SI 	SK 	FI 	SE 	UK 	NO 	CH 
THS_PER,ATYP,OC9,NRP,NBO_NAT,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	28.0 	: 	: 
THS_PER,ATYP,OC9,NRP,NRP,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
THS_PER,ATYP,OC9,NRP,TOTAL,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	38.8 	: c	: 
THS_PER,ATYP,OC9,TOTAL,FBO,2014	35.9 	: c	6.8 	594.1 	5.1 u	74.0 	319.4 	177.7 	12.0 u	432.0 	30.7 	6.4 	: u	5.8 	4.0 u	: u	75.0 	: c	28.5 	: 	10.3 u	: u	10.5 	30.0 	360.8 	17.5 	52.7 
THS_PER,ATYP,OC9,TOTAL,IMG,2014	49.1 	: c	15.7 	645.5 	12.0 	75.4 	332.8 	295.8 	15.2 u	439.0 	30.9 	13.3 	5.5 u	6.5 	6.1 	: u	84.8 	11.2 u	31.6 	: 	14.1 	3.0 u	11.9 	37.1 	448.9 	18.8 	59.1 
THS_PER,ATYP,OC9,TOTAL,NBO,2014	92.2 	111.3 	100.1 	924.2 	21.4 	73.9 	634.5 	889.6 	67.7 	649.0 	8.7 	32.1 	39.6 	2.3 u	147.9 	6.5 	83.4 	650.9 	160.4 	207.2 	20.3 	70.5 	66.9 	61.2 	962.2 	21.0 	29.2 
THS_PER,ATYP,OC9,TOTAL,NBO_IMG,2014	13.2 	: 	8.9 	51.4 	6.9 	1.4 u	13.4 	118.1 	: u	7.0 u	: c	6.9 	: u	: u	: u	: c	9.8 u	10.8 u	: u	: 	3.7 u	: u	: u	7.1 u	88.1 	1.3 u	6.4 
THS_PER,ATYP,OC9,TOTAL,NBO_IMGFOR,2014	7.2 u	: 	1.8 u	: u	4.1 u	: u	4.6 u	64.4 u	: c	: u	: 	: u	: u	: u	: c	: 	5.8 u	: u	: u	: 	1.1 u	: c	: 	: u	44.6 	: c	4.6 u
THS_PER,ATYP,OC9,TOTAL,NBO_IMGMIX,2014	6.0 u	: 	7.2 	: u	2.8 u	: c	8.8 	53.8 u	: u	3.8 u	: c	: u	: u	: u	: u	: c	: u	6.9 u	: u	: 	2.6 u	: u	: u	: u	43.5 	: c	1.8 u
THS_PER,ATYP,OC9,TOTAL,NBO_NAT,2014	79.0 	111.3 	91.1 	872.9 	14.5 	72.5 	621.1 	771.5 	64.6 	642.0 	8.5 	25.1 	36.1 	: u	145.9 	6.4 	73.6 	640.0 	157.3 	207.2 	16.6 	68.8 	65.4 	54.1 	874.1 	19.7 	22.8 
THS_PER,ATYP,OC9,TOTAL,NRP,2014	: 	: u	: c	: 	: c	4.7 	: 	62.8 u	: c	: 	: 	: u	: c	: u	: u	: 	: 	: u	: u	: u	: 	: 	: 	: 	16.6 u	: 	: c
THS_PER,ATYP,OC9,TOTAL,TOTAL,2014	128.2 	112.7 	107.2 	1518.4 	26.8 	153.1 	953.9 	1130.0 	80.4 	1081.0 	39.4 	39.6 	41.7 	8.3 	152.6 	7.2 	158.4 	653.9 	190.8 	209.1 	30.6 	71.8 	77.6 	91.8 	1340.4 	39.1 	82.9 
THS_PER,ATYP,OC9,TOTAL,UNK,2014	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: c	: c	: c	: 
THS_PER,ATYP,TOTAL,ED0-2,FBO,2014	60.5 	: 	7.0 	836.7 	: u	88.6 	368.8 	296.8 	14.8 u	509.8 	17.2 	: u	: c	11.2 	4.3 u	2.9 u	79.6 	: c	65.9 	: 	11.1 	: c	13.4 	69.0 	361.4 	35.1 	174.2 
THS_PER,ATYP,TOTAL,ED0-2,IMG,2014	85.3 	: c	17.6 	1007.9 	5.3 	91.3 	403.2 	486.3 	21.0 u	536.3 	17.4 	6.6 	: u	15.0 	7.4 	3.5 	100.2 	7.5 u	80.3 	: c	14.9 	: u	17.5 	100.8 	533.9 	43.4 	212.4 
THS_PER,ATYP,TOTAL,ED0-2,NBO,2014	192.4 	113.0 	91.4 	1357.6 	21.3 	181.1 	2016.8 	1122.1 	67.7 	1956.7 	12.7 	22.8 	18.8 	7.7 	201.7 	34.9 	152.1 	392.5 	738.1 	337.7 	34.6 	45.8 	114.9 	181.6 	2003.6 	143.4 	113.7 
THS_PER,ATYP,TOTAL,ED0-2,NBO_IMG,2014	24.8 	: c	10.6 	171.2 	4.1 u	2.8 u	34.4 	189.4 	6.2 u	26.5 	: c	5.3 u	: u	3.7 u	3.0 u	: u	20.6 	5.5 u	14.5 	: c	3.9 u	: c	4.1 	31.8 	172.5 	8.3 	38.2 
THS_PER,ATYP,TOTAL,ED0-2,NBO_IMGFOR,2014	12.2 	: 	2.0 u	116.4 	: u	2.2 u	8.8 	101.0 	: u	3.8 u	: 	: u	: c	2.3 u	: u	: 	13.4 	: u	: u	: 	1.2 u	: c	: c	9.7 u	76.0 	3.8 u	24.4 
THS_PER,ATYP,TOTAL,ED0-2,NBO_IMGMIX,2014	12.6 	: c	8.6 	54.8 	: u	: c	25.6 	88.4 u	: u	22.7 	: c	3.8 u	: u	: u	: u	: u	7.2 u	: u	11.8 	: c	2.6 u	: c	3.9 u	22.0 	96.5 	4.5 u	13.8 
THS_PER,ATYP,TOTAL,ED0-2,NBO_NAT,2014	167.6 	112.9 	80.7 	1186.4 	17.3 	178.3 	1982.3 	932.7 	61.5 	1930.2 	12.5 	17.5 	18.1 	4.0 u	198.7 	34.3 	131.5 	387.0 	723.6 	337.3 	30.8 	45.4 	110.8 	149.8 	1831.1 	135.1 	75.6 
THS_PER,ATYP,TOTAL,ED0-2,NRP,2014	: c	: u	: c	: 	: c	12.5 	: 	89.2 u	: c	: 	: 	: u	: c	: u	: c	: 	: 	: u	: u	: u	: 	: 	: c	: 	25.9 	: c	: c
THS_PER,ATYP,TOTAL,ED0-2,TOTAL,2014	253.3 	114.1 	98.6 	2194.3 	22.6 	283.0 	2385.6 	1508.1 	82.9 	2466.5 	29.9 	25.5 	19.3 	19.4 	206.6 	37.8 	231.7 	397.0 	811.1 	342.2 	45.7 	46.5 	128.8 	252.8 	2391.6 	179.1 	293.8 
THS_PER,ATYP,TOTAL,ED0-2,UNK,2014	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: u	: c	: c	: c
THS_PER,ATYP,TOTAL,ED3_4,FBO,2014	66.5 	: u	41.2 	1640.6 	19.3 	82.9 	390.5 	379.5 	64.1 	609.3 	22.8 	23.3 	11.3 	15.3 	25.7 	1.8 u	172.9 	13.4 u	63.7 	: 	41.6 	5.5 	29.4 	120.0 	832.8 	65.1 	273.9 
THS_PER,ATYP,TOTAL,ED3_4,IMG,2014	147.8 	: u	111.0 	2232.8 	59.7 	90.8 	417.2 	995.7 	109.4 	683.0 	24.1 	66.5 	28.3 	22.5 	36.1 	3.3 	260.9 	101.5 	86.6 	: c	71.5 	23.4 	39.5 	221.8 	1260.6 	81.5 	413.5 
THS_PER,ATYP,TOTAL,ED3_4,NBO,2014	601.3 	682.8 	1398.1 	10516.1 	134.2 	507.0 	1416.9 	4013.2 	594.6 	3016.0 	36.3 	183.2 	292.4 	22.1 	1199.1 	24.5 	837.7 	5021.4 	419.3 	2027.7 	256.9 	919.3 	526.0 	739.8 	4864.5 	373.3 	691.9 
THS_PER,ATYP,TOTAL,ED3_4,NBO_IMG,2014	81.4 	: u	69.8 	592.2 	40.5 	8.0 	26.7 	616.2 	45.3 	73.8 	1.3 u	43.2 	17.0 	7.2 	10.3 	1.5 u	88.0 	88.1 	22.9 	: c	29.9 	18.0 	10.1 	101.8 	427.9 	16.4 	139.6 
THS_PER,ATYP,TOTAL,ED3_4,NBO_IMGFOR,2014	40.0 	: c	10.6 	359.6 	22.7 	3.6 	7.6 u	239.1 	15.9 u	7.5 u	: 	17.5 	6.1 u	3.8 u	: u	: c	35.0 	26.5 	: u	: 	14.0 	: u	: c	28.9 	152.9 	4.1 u	63.2 
THS_PER,ATYP,TOTAL,ED3_4,NBO_IMGMIX,2014	41.4 	: u	59.2 	232.6 	17.8 	4.3 	19.1 	377.1 	29.4 u	66.3 	1.3 u	25.7 	10.9 	3.4 u	8.1 	1.4 u	53.0 	61.7 	17.4 	: c	15.9 	16.0 	9.5 	72.9 	275.0 	12.3 	76.4 
THS_PER,ATYP,TOTAL,ED3_4,NBO_NAT,2014	519.9 	681.2 	1328.2 	9923.9 	93.7 	499.0 	1390.2 	3397.0 	549.4 	2942.2 	35.1 	140.0 	275.4 	14.9 	1188.8 	23.0 	749.7 	4933.3 	396.4 	2027.5 	227.0 	901.3 	515.9 	638.0 	4436.6 	356.9 	552.3 
THS_PER,ATYP,TOTAL,ED3_4,NRP,2014	: c	: u	4.9 u	: 	: u	31.0 	: 	225.4 	: u	: 	: 	7.6 	: u	: u	: u	: 	: 	13.4 u	: u	8.7 u	: 	: 	: u	: 	33.2 	: c	: c
THS_PER,ATYP,TOTAL,ED3_4,TOTAL,2014	668.8 	690.4 	1444.1 	12161.9 	154.0 	623.0 	1807.4 	4620.6 	660.8 	3625.2 	59.2 	214.1 	305.8 	38.7 	1225.3 	26.3 	1010.6 	5048.2 	486.8 	2036.4 	298.5 	924.8 	556.9 	861.4 	5730.5 	440.6 	969.5 
THS_PER,ATYP,TOTAL,ED3_4,UNK,2014	: 	: 	: 	: c	: 	2.1 u	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: u	: 	1.8 u	: c
THS_PER,ATYP,TOTAL,ED5-8,FBO,2014	94.7 	: u	12.9 	685.6 	12.2 	20.0 	295.0 	407.5 	14.8 u	188.4 	15.0 	5.6 u	4.9 u	27.4 	7.5 	2.8 u	110.9 	9.1 u	54.3 	: c	9.3 u	: u	17.5 	97.2 	1129.1 	66.0 	293.6 
THS_PER,ATYP,TOTAL,ED5-8,IMG,2014	150.2 	: u	23.0 	900.6 	32.6 	27.3 	337.5 	961.7 	29.2 u	219.1 	15.8 	20.4 	14.1 	31.4 	12.6 	3.3 	152.1 	52.0 	70.4 	: c	25.5 	6.6 	22.4 	140.0 	1626.2 	83.4 	414.3 
THS_PER,ATYP,TOTAL,ED5-8,NBO,2014	596.5 	206.9 	235.8 	4666.2 	71.6 	366.0 	2204.5 	3252.9 	155.5 	1098.8 	32.0 	58.6 	146.1 	16.9 	248.1 	11.0 	389.0 	1928.3 	349.1 	422.0 	115.4 	145.0 	434.3 	373.5 	4039.2 	324.1 	559.4 
THS_PER,ATYP,TOTAL,ED5-8,NBO_IMG,2014	55.4 	: c	10.1 	215.0 	20.3 	7.3 	42.6 	554.1 	14.5 u	30.7 	0.8 u	14.9 	9.2 	4.0 	5.1 	: u	41.2 	42.9 	16.1 	: c	16.2 	4.1 u	4.9 	42.8 	497.0 	17.4 	120.6 
THS_PER,ATYP,TOTAL,ED5-8,NBO_IMGFOR,2014	14.6 	: 	2.0 u	86.5 	10.8 	2.8 u	5.5 u	203.2 	4.4 u	: c	: 	5.3 u	4.8 u	: u	: u	: c	10.6 	6.2 u	: u	: c	6.1 u	: c	: 	11.0 u	215.5 	2.1 u	43.0 
THS_PER,ATYP,TOTAL,ED5-8,NBO_IMGMIX,2014	40.8 	: c	8.1 	128.6 	9.5 	4.5 	37.1 	350.9 	10.1 u	29.1 	0.8 u	9.5 	: u	2.5 u	3.9 u	: u	30.6 	36.7 	12.2 	: c	10.1 u	3.9 u	4.9 	31.8 	281.5 	15.3 	77.6 
THS_PER,ATYP,TOTAL,ED5-8,NBO_NAT,2014	541.1 	206.3 	225.7 	4451.2 	51.3 	358.8 	2161.9 	2698.8 	141.1 	1068.1 	31.2 	43.8 	136.9 	12.9 	243.0 	10.5 	347.8 	1885.4 	333.0 	420.8 	99.1 	140.9 	429.4 	330.7 	3542.1 	306.7 	438.8 
THS_PER,ATYP,TOTAL,ED5-8,NRP,2014	: c	: u	: c	: 	: c	24.9 	: 	120.1 	: c	: 	: 	: u	: u	: u	: c	: 	: 	7.5 u	: u	: c	: 	: 	: c	: c	22.9 	: u	4.1 u
THS_PER,ATYP,TOTAL,ED5-8,TOTAL,2014	692.4 	210.0 	249.1 	5351.8 	84.0 	411.7 	2499.4 	3788.2 	170.6 	1287.1 	47.0 	66.5 	151.8 	44.6 	255.7 	13.8 	499.9 	1944.9 	408.5 	423.0 	124.6 	147.5 	452.0 	473.1 	5191.2 	392.1 	859.2 
THS_PER,ATYP,TOTAL,ED5-8,UNK,2014	: 	: 	: 	: 	: 	: c	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: u	: 	1.2 u	2.1 u
THS_PER,ATYP,TOTAL,NRP,FBO,2014	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	28.7 	2.6 u	5.5 
THS_PER,ATYP,TOTAL,NRP,IMG,2014	: 	: 	: 	: 	: c	: 	: 	: u	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	51.4 	2.6 u	5.5 
THS_PER,ATYP,TOTAL,NRP,NBO,2014	: 	: 	: c	: c	: c	: 	: 	61.1 u	: 	: 	: 	: c	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.1 u	234.0 	: 	2.3 u
THS_PER,ATYP,TOTAL,NRP,NBO_IMG,2014	: 	: 	: 	: 	: c	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	22.6 	: 	: 
THS_PER,ATYP,TOTAL,NRP,NBO_IMGFOR,2014	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.7 u	: 	: 
THS_PER,ATYP,TOTAL,NRP,NBO_IMGMIX,2014	: 	: 	: 	: 	: c	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: u	: 	: 
THS_PER,ATYP,TOTAL,NRP,NBO_NAT,2014	: 	: 	: c	: c	: 	: 	: 	: u	: 	: 	: 	: c	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	211.4 	: 	2.3 u
THS_PER,ATYP,TOTAL,NRP,NRP,2014	: 	: 	: c	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18.6 u	: 	: 
THS_PER,ATYP,TOTAL,NRP,TOTAL,2014	: 	: 	: c	: c	: c	: 	: 	87.6 u	: 	: 	: 	: c	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.1 u	283.6 	2.6 u	7.8 
THS_PER,ATYP,TOTAL,NRP,UNK,2014	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
THS_PER,ATYP,TOTAL,TOTAL,FBO,2014	221.7 	: u	61.0 	3162.9 	32.7 	191.4 	1054.3 	1094.3 	93.7 	1307.4 	55.0 	30.2 	16.6 	55.1 	37.6 	7.5 	363.4 	24.5 	183.9 	: c	61.9 	8.7 	60.3 	286.2 	2352.0 	168.7 	747.3 
THS_PER,ATYP,TOTAL,TOTAL,IMG,2014	383.3 	7.3 u	151.6 	4141.3 	97.6 	209.5 	1158.0 	2468.4 	159.7 	1438.3 	57.3 	93.5 	43.4 	70.0 	56.0 	10.1 	513.2 	161.0 	237.4 	: u	111.9 	31.1 	79.5 	463.6 	3472.1 	210.8 	1045.7 
THS_PER,ATYP,TOTAL,TOTAL,NBO,2014	1390.2 	1002.7 	1725.4 	16550.3 	227.2 	1054.2 	5638.2 	8449.4 	817.9 	6071.4 	81.1 	265.4 	457.2 	46.8 	1649.0 	70.4 	1378.8 	7342.2 	1506.6 	2787.4 	406.9 	1110.1 	1075.3 	1301.9 	11141.2 	840.8 	1367.3 
THS_PER,ATYP,TOTAL,TOTAL,NBO_IMG,2014	161.6 	: u	90.5 	978.4 	64.9 	18.0 	103.7 	1374.1 	66.0 	130.9 	2.3 	63.4 	26.8 	15.0 	18.4 	2.5 u	149.8 	136.5 	53.5 	: u	50.0 	22.4 	19.2 	177.4 	1120.1 	42.1 	298.4 
THS_PER,ATYP,TOTAL,TOTAL,NBO_IMGFOR,2014	66.8 	: c	14.7 	562.5 	35.7 	8.7 	21.9 	544.3 	23.0 u	12.8 	: 	24.2 	11.0 	7.6 	4.7 u	: u	59.1 	34.5 	12.0 	: c	21.3 	: u	: u	49.7 	458.1 	10.0 	130.6 
THS_PER,ATYP,TOTAL,TOTAL,NBO_IMGMIX,2014	94.8 	: u	75.9 	416.0 	29.3 	9.3 	81.9 	829.8 	42.9 	118.1 	2.3 	39.1 	15.9 	7.3 	13.8 	2.2 u	90.7 	102.0 	41.4 	: c	28.7 	20.1 	18.4 	127.8 	661.9 	32.1 	167.8 
THS_PER,ATYP,TOTAL,TOTAL,NBO_NAT,2014	1228.6 	1000.4 	1634.9 	15571.9 	162.3 	1036.1 	5534.4 	7075.3 	751.9 	5940.5 	78.8 	202.0 	430.4 	31.9 	1630.5 	67.8 	1229.0 	7205.7 	1453.1 	2785.7 	357.0 	1087.6 	1056.1 	1124.4 	10021.2 	798.7 	1068.9 
THS_PER,ATYP,TOTAL,TOTAL,NRP,2014	: u	6.8 u	5.8 u	: 	: u	68.4 	: 	450.7 	: u	: 	: 	11.3 	: u	2.3 u	: u	: 	: 	23.4 	15.7 	13.5 	: 	: 	: u	: c	100.6 	1.5 u	9.2 
THS_PER,ATYP,TOTAL,TOTAL,TOTAL,2014	1614.5 	1014.5 	1792.3 	19721.2 	260.7 	1317.7 	6692.4 	10004.5 	914.2 	7378.8 	136.1 	306.9 	476.9 	104.2 	1687.6 	77.9 	1742.2 	7390.1 	1706.4 	2801.7 	468.9 	1118.8 	1137.7 	1594.5 	13596.9 	1014.4 	2130.4 
THS_PER,ATYP,TOTAL,TOTAL,UNK,2014	: 	: 	: 	: c	: 	3.6 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: u	: u	: c	3.4 u	6.6 
THS_PER,NORM,NRP,ED0-2,FBO,2014	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
THS_PER,NORM,NRP,ED0-2,IMG,2014	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: c	: 	: 	: c	: c	: 	: 
THS_PER,NORM,NRP,ED0-2,NBO,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: c	: 	: 	: u	: u	: 	: 
THS_PER,NORM,NRP,ED0-2,NBO_IMG,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: c	: 	: 	: c	: c	: 	: 
THS_PER,NORM,NRP,ED0-2,NBO_IMGFOR,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: c	: 	: 	: c	: c	: 	: 
THS_PER,NORM,NRP,ED0-2,NBO_IMGMIX,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: c	: 	: 	: c	: 	: 	: 
THS_PER,NORM,NRP,ED0-2,NBO_NAT,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 
THS_PER,NORM,NRP,ED0-2,TOTAL,2014	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: c	: 	: 	: u	: u	: 	: 
THS_PER,NORM,NRP,ED3_4,FBO,2014	: 	: 	: 	: 	: c	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: u	: 	: 	: c
THS_PER,NORM,NRP,ED3_4,IMG,2014	: 	: 	: 	: 	: c	: 	: 	: c	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: c	: c	: 	: u	: c	: 	: c
THS_PER,NORM,NRP,ED3_4,NBO,2014	: 	: 	: 	: 	: u	: 	: 	: c	: c	: 	: 	: c	: 	: c	: 	: 	: 	7.1 u	: 	: 	1.4 u	: c	: c	11.7 u	: c	: 	: 
THS_PER,NORM,NRP,ED3_4,NBO_IMG,2014	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: c	: c	: 	: u	: c	: 	: 
THS_PER,NORM,NRP,ED3_4,NBO_IMGFOR,2014	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: c	: 	: 	: c	: c	: 	: 
THS_PER,NORM,NRP,ED3_4,NBO_IMGMIX,2014	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: c	: 	: u	: 	: 	: 
THS_PER,NORM,NRP,ED3_4,NBO_NAT,2014	: 	: 	: 	: 	: u	: 	: 	: c	: c	: 	: 	: c	: 	: c	: 	: 	: 	7.1 u	: 	: 	1.1 u	: 	: c	9.2 u	: c	: 	: 
THS_PER,NORM,NRP,ED3_4,TOTAL,2014	: 	: 	: 	: 	: u	: 	: 	: c	: c	: 	: 	: c	: 	: c	: 	: 	: 	7.1 u	: 	: 	1.6 u	: c	: c	14.0 	: c	: 	: c
THS_PER,NORM,NRP,ED3_4,UNK,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
THS_PER,NORM,NRP,ED5-8,FBO,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: c	: 	: c
THS_PER,NORM,NRP,ED5-8,IMG,2014	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: c	: 	: 	: u	: c	: 	: c
THS_PER,NORM,NRP,ED5-8,NBO,2014	: 	: 	: 	: c	: u	: 	: 	: c	: 	: 	: 	: u	: 	: c	: 	: 	: 	: c	: 	: 	2.5 u	: 	: c	7.3 u	: u	: 	: c
THS_PER,NORM,NRP,ED5-8,NBO_IMG,2014	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: c	: 	: 	: c	: c	: 	: c
THS_PER,NORM,NRP,ED5-8,NBO_IMGFOR,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
THS_PER,NORM,NRP,ED5-8,NBO_IMGMIX,2014	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: c	: 	: 	: c	: 	: 	: c
THS_PER,NORM,NRP,ED5-8,NBO_NAT,2014	: 	: 	: 	: c	: u	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: c	: 	: 	2.3 u	: 	: c	7.1 u	: u	: 	: 
THS_PER,NORM,NRP,ED5-8,NRP,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
THS_PER,NORM,NRP,ED5-8,TOTAL,2014	: 	: 	: 	: c	: u	: 	: 	: c	: 	: 	: 	: u	: 	: u	: 	: 	: 	: c	: 	: 	2.5 u	: 	: c	12.2 u	10.5 u	: 	: c
THS_PER,NORM,NRP,ED5-8,UNK,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
THS_PER,NORM,NRP,NRP,FBO,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: c
THS_PER,NORM,NRP,NRP,IMG,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: c	: 	: c
THS_PER,NORM,NRP,NRP,NBO,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: u	: 	: 
THS_PER,NORM,NRP,NRP,NBO_IMG,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
THS_PER,NORM,NRP,NRP,NBO_IMGMIX,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
THS_PER,NORM,NRP,NRP,NBO_NAT,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: c	: 	: 
THS_PER,NORM,NRP,NRP,NRP,2014	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_PER,NORM,NRP,NRP,TOTAL,2014	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: c
THS_PER,NORM,NRP,TOTAL,FBO,2014	: 	: 	: 	: 	: c	: 	: 	: c	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: c	: 	: 	8.0 u	: c	: 	1.7 u
THS_PER,NORM,NRP,TOTAL,IMG,2014	: 	: 	: 	: 	: c	: 	: 	: c	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: u	: c	: 	12.2 u	: u	: 	2.5 u
THS_PER,NORM,NRP,TOTAL,NBO,2014	: 	: 	: 	: c	: u	: 	: 	: c	: c	: 	: 	: u	: 	: u	: 	: 	: 	8.2 u	: 	: 	4.1 u	: c	: u	22.2 	18.5 u	: 	: c
THS_PER,NORM,NRP,TOTAL,NBO_IMG,2014	: 	: 	: 	: 	: c	: 	: 	: c	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: u	: c	: 	: u	: u	: 	: c
THS_PER,NORM,NRP,TOTAL,NBO_IMGFOR,2014	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: c	: 	: 	: c	: c	: 	: 
