unit,iscedf13,isced11,sex,geo\time	2015 	2014 	2013 
NR,F03,ED35,F,SE	42 	0 	62 
NR,F03,ED35,F,SI	0 	0 	0 
NR,F03,ED35,F,SK	169 	193 	226 
NR,F03,ED35,F,UK	38114 	24834 	57425 
NR,F03,ED35,M,AT	13 	15 	15 
NR,F03,ED35,M,BE	5239 	161 	171 
NR,F03,ED35,M,BG	2773 	2818 	2434 
NR,F03,ED35,M,CH	63 	74 	77 
NR,F03,ED35,M,CY	0 	0 	0 
NR,F03,ED35,M,CZ	146 	135 	171 
NR,F03,ED35,M,DE	300 	223 	232 
NR,F03,ED35,M,DK	0 	0 	0 
NR,F03,ED35,M,EE	0 	0 	0 
NR,F03,ED35,M,EL	: 	0 	0 
NR,F03,ED35,M,ES	0 	0 	0 
NR,F03,ED35,M,FI	36 	44 	54 
NR,F03,ED35,M,FR	4 	3 	3 
NR,F03,ED35,M,HR	: 	: 	: z
NR,F03,ED35,M,HU	0 	0 	0 
NR,F03,ED35,M,IE	: 	: z	: 
NR,F03,ED35,M,IS	: 	: 	42 
NR,F03,ED35,M,IT	: 	2731 	: 
NR,F03,ED35,M,LI	1 	2 	2 
NR,F03,ED35,M,LT	0 	0 	0 
NR,F03,ED35,M,LU	124 	0 	0 
NR,F03,ED35,M,LV	0 	0 	0 
NR,F03,ED35,M,MK	5528 	0 	0 
NR,F03,ED35,M,MT	0 	0 	0 
NR,F03,ED35,M,NL	525 	527 	502 
NR,F03,ED35,M,NO	2845 	2782 	2986 
NR,F03,ED35,M,PL	10889 	11745 	: z
NR,F03,ED35,M,PT	39 	24 	23 
NR,F03,ED35,M,RO	28610 	29476 	32011 
NR,F03,ED35,M,SE	44 	0 	12 
NR,F03,ED35,M,SI	0 	0 	0 
NR,F03,ED35,M,SK	488 	560 	591 
NR,F03,ED35,M,UK	28988 	40238 	65913 
NR,F03,ED35,T,AT	47 	64 	63 
NR,F03,ED35,T,BE	21537 	873 	846 
NR,F03,ED35,T,BG	7495 	7573 	6640 
NR,F03,ED35,T,CH	258 	247 	252 
NR,F03,ED35,T,CY	0 	0 	0 
NR,F03,ED35,T,CZ	600 	582 	656 
NR,F03,ED35,T,DE	838 	643 	627 
NR,F03,ED35,T,DK	0 	0 	0 
NR,F03,ED35,T,EE	0 	0 	0 
NR,F03,ED35,T,EL	: 	0 	0 
NR,F03,ED35,T,ES	0 	0 	0 
NR,F03,ED35,T,FI	184 	192 	248 
NR,F03,ED35,T,FR	21 	20 	23 
NR,F03,ED35,T,HR	: 	: 	: z
NR,F03,ED35,T,HU	0 	0 	0 
NR,F03,ED35,T,IE	: 	: z	: 
NR,F03,ED35,T,IS	: 	: 	55 
NR,F03,ED35,T,IT	: 	13928 	: 
NR,F03,ED35,T,LI	2 	2 	3 
NR,F03,ED35,T,LT	0 	0 	0 
NR,F03,ED35,T,LU	319 	0 	0 
NR,F03,ED35,T,LV	0 	0 	0 
NR,F03,ED35,T,MK	11621 	0 	0 
NR,F03,ED35,T,MT	0 	0 	0 
NR,F03,ED35,T,NL	1324 	1163 	1186 
NR,F03,ED35,T,NO	6282 	6757 	7271 
NR,F03,ED35,T,PL	43750 	47109 	: z
NR,F03,ED35,T,PT	98 	36 	44 
NR,F03,ED35,T,RO	67228 	70917 	77686 
NR,F03,ED35,T,SE	86 	0 	74 
NR,F03,ED35,T,SI	0 	0 	0 
NR,F03,ED35,T,SK	657 	753 	817 
NR,F03,ED35,T,UK	67101 	65072 	123338 
NR,F03,ED45,F,AT	0 	0 	0 
NR,F03,ED45,F,BE	20 	13 	13 
NR,F03,ED45,F,BG	0 	0 	0 
NR,F03,ED45,F,CH	0 	0 	0 
NR,F03,ED45,F,CY	0 	0 	0 
NR,F03,ED45,F,CZ	: d	: d	: d
NR,F03,ED45,F,DE	355 	307 	327 
NR,F03,ED45,F,DK	: z	: z	: z
NR,F03,ED45,F,EE	0 	0 	0 
NR,F03,ED45,F,EL	: 	149 	45 
NR,F03,ED45,F,ES	51 	0 d	: 
NR,F03,ED45,F,FI	0 	0 	0 
NR,F03,ED45,F,FR	67 	38 	27 
NR,F03,ED45,F,HR	: z	: z	: z
NR,F03,ED45,F,HU	0 	160 	400 
NR,F03,ED45,F,IS	: 	: 	0 
NR,F03,ED45,F,LI	: z	: z	: z
NR,F03,ED45,F,LT	0 	0 	0 
NR,F03,ED45,F,LU	0 	0 	0 
NR,F03,ED45,F,LV	0 	0 	0 
NR,F03,ED45,F,MK	0 	0 	0 
NR,F03,ED45,F,MT	0 	0 	0 
NR,F03,ED45,F,NL	: z	: z	: z
NR,F03,ED45,F,NO	15 	28 	0 
NR,F03,ED45,F,PL	4079 	3532 	3749 
NR,F03,ED45,F,PT	55 	40 	28 
NR,F03,ED45,F,RO	0 	0 	0 
NR,F03,ED45,F,SE	117 	88 	67 
NR,F03,ED45,F,SI	: z	: z	: z
NR,F03,ED45,F,SK	0 	41 	29 
NR,F03,ED45,F,UK	: z	: z	: z
NR,F03,ED45,M,AT	0 	0 	0 
NR,F03,ED45,M,BE	9 	7 	8 
NR,F03,ED45,M,BG	0 	0 	0 
NR,F03,ED45,M,CH	0 	0 	0 
NR,F03,ED45,M,CY	0 	0 	0 
NR,F03,ED45,M,CZ	: d	: d	: d
NR,F03,ED45,M,DE	281 	248 	239 
NR,F03,ED45,M,DK	: z	: z	: z
NR,F03,ED45,M,EE	0 	0 	0 
NR,F03,ED45,M,EL	: 	72 	25 
NR,F03,ED45,M,ES	6 	0 d	: 
NR,F03,ED45,M,FI	0 	0 	0 
NR,F03,ED45,M,FR	60 	33 	13 
NR,F03,ED45,M,HR	: z	: z	: z
NR,F03,ED45,M,HU	0 	87 	206 
NR,F03,ED45,M,IS	: 	: 	0 
NR,F03,ED45,M,LI	: z	: z	: z
NR,F03,ED45,M,LT	0 	0 	0 
NR,F03,ED45,M,LU	0 	0 	0 
NR,F03,ED45,M,LV	0 	0 	0 
NR,F03,ED45,M,MK	0 	0 	0 
NR,F03,ED45,M,MT	0 	0 	0 
NR,F03,ED45,M,NL	: z	: z	: z
NR,F03,ED45,M,NO	101 	120 	0 
NR,F03,ED45,M,PL	1157 	818 	1046 
NR,F03,ED45,M,PT	3 	7 	5 
NR,F03,ED45,M,RO	0 	0 	0 
NR,F03,ED45,M,SE	63 	55 	41 
NR,F03,ED45,M,SI	: z	: z	: z
NR,F03,ED45,M,SK	0 	79 	97 
NR,F03,ED45,M,UK	: z	: z	: z
NR,F03,ED45,T,AT	0 	0 	0 
NR,F03,ED45,T,BE	29 	20 	21 
NR,F03,ED45,T,BG	0 	0 	0 
NR,F03,ED45,T,CH	0 	0 	0 
NR,F03,ED45,T,CY	0 	0 	0 
NR,F03,ED45,T,CZ	: d	: d	: d
NR,F03,ED45,T,DE	635 	555 	567 
NR,F03,ED45,T,DK	: z	: z	: z
NR,F03,ED45,T,EE	0 	0 	0 
NR,F03,ED45,T,EL	: 	221 	70 
NR,F03,ED45,T,ES	57 	0 d	: 
NR,F03,ED45,T,FI	0 	0 	0 
NR,F03,ED45,T,FR	127 	71 	40 
NR,F03,ED45,T,HR	: z	: z	: z
NR,F03,ED45,T,HU	0 	247 	606 
NR,F03,ED45,T,IS	: 	: 	0 
NR,F03,ED45,T,LI	: z	: z	: z
NR,F03,ED45,T,LT	0 	0 	0 
NR,F03,ED45,T,LU	0 	0 	0 
NR,F03,ED45,T,LV	0 	0 	0 
NR,F03,ED45,T,MK	0 	0 	0 
NR,F03,ED45,T,MT	0 	0 	0 
NR,F03,ED45,T,NL	: z	: z	: z
NR,F03,ED45,T,NO	116 	148 	0 
NR,F03,ED45,T,PL	5236 	4350 	4795 
NR,F03,ED45,T,PT	58 	47 	33 
NR,F03,ED45,T,RO	0 	0 	0 
NR,F03,ED45,T,SE	180 	143 	108 
NR,F03,ED45,T,SI	: z	: z	: z
NR,F03,ED45,T,SK	0 	120 	126 
NR,F03,ED45,T,UK	: z	: z	: z
NR,F03,ED5,F,AT	910 	767 	752 
NR,F03,ED5,F,BE	0 	0 	0 
NR,F03,ED5,F,BG	: z	: z	: z
NR,F03,ED5,F,CH	125 	161 	95 
NR,F03,ED5,F,CY	20 	17 	22 
NR,F03,ED5,F,CZ	0 	0 	0 
NR,F03,ED5,F,DE	0 	0 	0 
NR,F03,ED5,F,DK	346 	0 	0 
NR,F03,ED5,F,EE	: z	: z	: z
NR,F03,ED5,F,EL	: 	: z	: z
NR,F03,ED5,F,ES	2523 	2459 	2305 
NR,F03,ED5,F,FI	: 	0 	0 
NR,F03,ED5,F,FR	6049 	5708 	6155 
NR,F03,ED5,F,HR	0 	0 	: d
NR,F03,ED5,F,HU	430 	398 	557 
NR,F03,ED5,F,IE	: 	658 	981 
NR,F03,ED5,F,IS	: 	: 	4 
NR,F03,ED5,F,IT	: 	: z	0 
NR,F03,ED5,F,LI	: z	: z	: z
NR,F03,ED5,F,LT	: z	: z	: z
NR,F03,ED5,F,LU	5 	0 	0 
NR,F03,ED5,F,LV	135 	167 	85 
NR,F03,ED5,F,MK	: z	: z	: z
NR,F03,ED5,F,MT	44 	60 	63 
NR,F03,ED5,F,NL	187 	153 	106 
NR,F03,ED5,F,NO	46 	137 	164 
NR,F03,ED5,F,PL	0 	0 	: z
NR,F03,ED5,F,PT	0 	: z	: z
NR,F03,ED5,F,RO	: z	: z	: z
NR,F03,ED5,F,RS	: z	: z	: z
NR,F03,ED5,F,SE	170 	150 	99 
NR,F03,ED5,F,SI	0 	0 	0 
NR,F03,ED5,F,SK	0 	0 	0 
NR,F03,ED5,F,UK	10178 	4152 	4135 
NR,F03,ED5,M,AT	293 	264 	271 
NR,F03,ED5,M,BE	0 	0 	0 
NR,F03,ED5,M,BG	: z	: z	: z
NR,F03,ED5,M,CH	119 	129 	75 
NR,F03,ED5,M,CY	10 	0 	16 
NR,F03,ED5,M,CZ	0 	0 	0 
NR,F03,ED5,M,DE	0 	0 	0 
NR,F03,ED5,M,DK	98 	0 	0 
NR,F03,ED5,M,EE	: z	: z	: z
NR,F03,ED5,M,EL	: 	: z	: z
NR,F03,ED5,M,ES	749 	666 	580 
NR,F03,ED5,M,FI	: 	0 	0 
NR,F03,ED5,M,FR	4458 	3996 	3955 
NR,F03,ED5,M,HR	0 	0 	: d
NR,F03,ED5,M,HU	240 	294 	440 
NR,F03,ED5,M,IE	: 	278 	451 
NR,F03,ED5,M,IS	: 	: 	3 
NR,F03,ED5,M,IT	: 	: z	0 
NR,F03,ED5,M,LI	: z	: z	: z
NR,F03,ED5,M,LT	: z	: z	: z
NR,F03,ED5,M,LU	4 	0 	0 
NR,F03,ED5,M,LV	38 	48 	24 
NR,F03,ED5,M,MK	: z	: z	: z
NR,F03,ED5,M,MT	42 	21 	23 
NR,F03,ED5,M,NL	76 	84 	78 
NR,F03,ED5,M,NO	23 	61 	54 
NR,F03,ED5,M,PL	0 	0 	: z
NR,F03,ED5,M,PT	0 	: z	: z
NR,F03,ED5,M,RO	: z	: z	: z
NR,F03,ED5,M,RS	: z	: z	: z
NR,F03,ED5,M,SE	76 	58 	58 
NR,F03,ED5,M,SI	0 	0 	0 
NR,F03,ED5,M,SK	0 	0 	0 
NR,F03,ED5,M,UK	3234 	4243 	3438 
NR,F03,ED5,T,AT	1203 	1031 	1023 
NR,F03,ED5,T,BE	0 	0 	0 
NR,F03,ED5,T,BG	: z	: z	: z
NR,F03,ED5,T,CH	244 	290 	170 
NR,F03,ED5,T,CY	30 	17 	38 
NR,F03,ED5,T,CZ	0 	0 	0 
NR,F03,ED5,T,DE	0 	0 	0 
NR,F03,ED5,T,DK	444 	0 	0 
NR,F03,ED5,T,EE	: z	: z	: z
NR,F03,ED5,T,EL	: 	: z	: z
NR,F03,ED5,T,ES	3272 	3125 	2885 
NR,F03,ED5,T,FI	: 	0 	0 
NR,F03,ED5,T,FR	10507 	9704 	10110 
NR,F03,ED5,T,HR	0 	0 	: d
NR,F03,ED5,T,HU	670 	692 	997 
NR,F03,ED5,T,IE	: 	936 	1432 
NR,F03,ED5,T,IS	: 	: 	7 
NR,F03,ED5,T,IT	: 	: z	0 
NR,F03,ED5,T,LI	: z	: z	: z
NR,F03,ED5,T,LT	: z	: z	: z
NR,F03,ED5,T,LU	9 	0 	0 
NR,F03,ED5,T,LV	173 	215 	109 
NR,F03,ED5,T,MK	: z	: z	: z
NR,F03,ED5,T,MT	86 	81 	86 
NR,F03,ED5,T,NL	263 	237 	184 
NR,F03,ED5,T,NO	69 	198 	218 
NR,F03,ED5,T,PL	0 	0 	: z
NR,F03,ED5,T,PT	0 	: z	: z
NR,F03,ED5,T,RO	: z	: z	: z
NR,F03,ED5,T,RS	: z	: z	: z
NR,F03,ED5,T,SE	246 	208 	157 
NR,F03,ED5,T,SI	0 	0 	0 
NR,F03,ED5,T,SK	0 	0 	0 
NR,F03,ED5,T,UK	13413 	8395 	7573 
NR,F03,ED6,F,AT	18521 	13733 	14234 
NR,F03,ED6,F,BE	16330 	21485 	21672 
NR,F03,ED6,F,BG	15681 	16591 	17960 
NR,F03,ED6,F,CH	9319 	9298 	9205 
NR,F03,ED6,F,CY	1255 	1208 	1189 
NR,F03,ED6,F,CZ	13326 	11904 	13722 
NR,F03,ED6,F,DE	87794 	83847 	76852 
NR,F03,ED6,F,DK	9443 	7309 	7063 
NR,F03,ED6,F,EE	1942 	1931 	2035 
NR,F03,ED6,F,EL	: 	46835 	47282 
NR,F03,ED6,F,ES	90742 	86438 	75100 
NR,F03,ED6,F,FI	7700 	7851 	8366 
NR,F03,ED6,F,FR	87761 	92207 	81547 
NR,F03,ED6,F,HR	4170 	3940 	3698 d
NR,F03,ED6,F,HU	10866 	12513 	14230 
NR,F03,ED6,F,IE	: 	5053 	4914 
NR,F03,ED6,F,IS	: 	: 	1596 
NR,F03,ED6,F,IT	: 	102807 	105713 
NR,F03,ED6,F,LI	85 	103 	119 
NR,F03,ED6,F,LT	8753 	9339 	9819 
NR,F03,ED6,F,LU	302 	282 	265 
NR,F03,ED6,F,LV	3902 	4339 	3921 
NR,F03,ED6,F,MK	2340 	1819 	2158 
NR,F03,ED6,F,MT	575 	515 	591 
NR,F03,ED6,F,NL	42221 	42611 	41659 
NR,F03,ED6,F,NO	11900 	11943 	12161 
NR,F03,ED6,F,PL	67856 	69177 	79147 
NR,F03,ED6,F,PT	14668 	15726 	16150 d
NR,F03,ED6,F,RO	21630 	37366 	41259 
NR,F03,ED6,F,RS	14087 	13427 	14224 
NR,F03,ED6,F,SE	24905 	26520 	27428 
NR,F03,ED6,F,SI	4273 	4763 	5259 
NR,F03,ED6,F,SK	8596 	7756 	7790 
NR,F03,ED6,F,UK	111648 	86506 	85190 
NR,F03,ED6,M,AT	14548 	8864 	9172 
NR,F03,ED6,M,BE	9394 	11818 	12445 
NR,F03,ED6,M,BG	10021 	10508 	11146 
NR,F03,ED6,M,CH	4628 	4644 	4621 
NR,F03,ED6,M,CY	566 	580 	530 
NR,F03,ED6,M,CZ	7696 	6999 	7680 
NR,F03,ED6,M,DE	57427 	55251 	51110 
NR,F03,ED6,M,DK	7022 	5741 	5546 
NR,F03,ED6,M,EE	876 	892 	979 
NR,F03,ED6,M,EL	: 	39435 	37885 
NR,F03,ED6,M,ES	56906 	54621 	47211 
NR,F03,ED6,M,FI	4212 	4340 	4553 
NR,F03,ED6,M,FR	45361 	52402 	47777 
NR,F03,ED6,M,HR	1519 	3316 	2228 d
NR,F03,ED6,M,HU	6258 	7022 	7939 
NR,F03,ED6,M,IE	: 	3856 	3190 
NR,F03,ED6,M,IS	: 	: 	758 
NR,F03,ED6,M,IT	: 	70069 	70833 
NR,F03,ED6,M,LI	207 	256 	286 
NR,F03,ED6,M,LT	3662 	3925 	4214 
NR,F03,ED6,M,LU	314 	272 	244 
NR,F03,ED6,M,LV	1535 	1819 	1744 
NR,F03,ED6,M,MK	1803 	1063 	1234 
NR,F03,ED6,M,MT	317 	294 	311 
NR,F03,ED6,M,NL	22336 	22610 	21961 
NR,F03,ED6,M,NO	6728 	6841 	6987 
NR,F03,ED6,M,PL	35256 	33599 	40122 
NR,F03,ED6,M,PT	8943 	9940 	10587 d
NR,F03,ED6,M,RO	9363 	18513 	20681 
NR,F03,ED6,M,RS	7788 	7658 	7815 
NR,F03,ED6,M,SE	12646 	13566 	13997 
NR,F03,ED6,M,SI	2323 	2476 	2849 
NR,F03,ED6,M,SK	3632 	3307 	3344 
NR,F03,ED6,M,UK	72586 	69856 	70213 
NR,F03,ED6,T,AT	33069 	22597 	23406 
NR,F03,ED6,T,BE	25724 	33303 	34117 
NR,F03,ED6,T,BG	25702 	27099 	29106 
NR,F03,ED6,T,CH	13947 	13942 	13826 
NR,F03,ED6,T,CY	1821 	1788 	1719 
NR,F03,ED6,T,CZ	21022 	18903 	21402 
NR,F03,ED6,T,DE	145221 	139098 	127962 
NR,F03,ED6,T,DK	16465 	13050 	12609 
NR,F03,ED6,T,EE	2818 	2823 	3014 
NR,F03,ED6,T,EL	: 	86270 	85167 
NR,F03,ED6,T,ES	147648 	141059 	122311 
NR,F03,ED6,T,FI	11912 	12191 	12919 
NR,F03,ED6,T,FR	133122 	144609 	129324 
NR,F03,ED6,T,HR	5689 	7256 	5926 d
NR,F03,ED6,T,HU	17124 	19535 	22169 
NR,F03,ED6,T,IE	: 	8909 d	8104 
NR,F03,ED6,T,IS	: 	: 	2354 
NR,F03,ED6,T,IT	: 	172876 	176546 
NR,F03,ED6,T,LI	292 	359 	405 
NR,F03,ED6,T,LT	12415 	13264 	14033 
NR,F03,ED6,T,LU	616 	554 	509 
NR,F03,ED6,T,LV	5437 	6158 	5665 
NR,F03,ED6,T,MK	4143 	2882 	3392 
NR,F03,ED6,T,MT	892 	809 	902 
NR,F03,ED6,T,NL	64557 	65221 	63620 
NR,F03,ED6,T,NO	18628 	18784 	19148 
NR,F03,ED6,T,PL	103112 	102776 	119269 
NR,F03,ED6,T,PT	23611 	25666 	26737 d
NR,F03,ED6,T,RO	30993 	55879 	61940 
NR,F03,ED6,T,RS	21875 	21085 	22039 
NR,F03,ED6,T,SE	37551 	40086 	41425 
NR,F03,ED6,T,SI	6596 	7239 	8108 
NR,F03,ED6,T,SK	12228 	11063 	11134 
NR,F03,ED6,T,UK	184234 	156362 	155403 
NR,F03,ED7,F,AT	9558 	9354 	9610 
NR,F03,ED7,F,BE	10696 	9795 	9106 
NR,F03,ED7,F,BG	5311 	5134 	5054 
NR,F03,ED7,F,CH	5998 	5726 	5039 
NR,F03,ED7,F,CY	697 	490 	476 
NR,F03,ED7,F,CZ	9282 	7776 	8495 
NR,F03,ED7,F,DE	40713 	38378 	37091 
NR,F03,ED7,F,DK	8131 	6982 	6873 
NR,F03,ED7,F,EE	762 	837 	868 
NR,F03,ED7,F,EL	: 	2707 	2584 
NR,F03,ED7,F,ES	15927 	22118 	34126 
NR,F03,ED7,F,FI	5030 	4924 	4712 
NR,F03,ED7,F,FR	36694 	35976 	36470 
NR,F03,ED7,F,HR	2784 	2829 	2599 
NR,F03,ED7,F,HU	3928 	3768 	4138 
NR,F03,ED7,F,IE	: 	1163 	1290 
NR,F03,ED7,F,IS	: 	: 	317 
NR,F03,ED7,F,IT	: 	37285 	38385 
NR,F03,ED7,F,LI	52 	54 	53 
NR,F03,ED7,F,LT	2234 	2355 	2467 
NR,F03,ED7,F,LU	80 	107 	94 
NR,F03,ED7,F,LV	1009 	1043 	883 
NR,F03,ED7,F,MK	552 	85 	107 
NR,F03,ED7,F,MT	159 	130 	121 
NR,F03,ED7,F,NL	9709 	9121 	8863 
NR,F03,ED7,F,NO	5974 	5801 	5641 
NR,F03,ED7,F,PL	53913 	56475 	63646 
NR,F03,ED7,F,PT	7760 	8209 	7826 d
NR,F03,ED7,F,RO	9935 	17512 	18702 
NR,F03,ED7,F,RS	1693 	1979 	1482 
NR,F03,ED7,F,SE	7351 	7178 	6970 
NR,F03,ED7,F,SI	1506 	2170 	2383 d
NR,F03,ED7,F,SK	5123 	4248 	4519 
NR,F03,ED7,F,UK	31713 	19982 	20201 
NR,F03,ED7,M,AT	4574 	4514 	4772 
NR,F03,ED7,M,BE	5661 	5233 	4524 
NR,F03,ED7,M,BG	2665 	2640 	2577 
NR,F03,ED7,M,CH	2589 	2576 	2399 
NR,F03,ED7,M,CY	210 	155 	132 
NR,F03,ED7,M,CZ	4283 	3849 	4027 
NR,F03,ED7,M,DE	23339 	22584 	22791 
NR,F03,ED7,M,DK	4961 	4112 	4185 
NR,F03,ED7,M,EE	316 	313 	284 
NR,F03,ED7,M,EL	: 	1644 	1458 
NR,F03,ED7,M,ES	9543 	13633 	20957 
NR,F03,ED7,M,FI	2013 	1950 	1823 
NR,F03,ED7,M,FR	19816 	19254 	19518 
NR,F03,ED7,M,HR	947 	1433 	1026 
NR,F03,ED7,M,HU	1831 	1799 	1971 
NR,F03,ED7,M,IE	: 	663 	779 
NR,F03,ED7,M,IS	: 	: 	143 
NR,F03,ED7,M,IT	: 	17466 	18197 
NR,F03,ED7,M,LI	130 	125 	129 
NR,F03,ED7,M,LT	809 	768 	783 
NR,F03,ED7,M,LU	30 	27 	26 
NR,F03,ED7,M,LV	244 	270 	252 
NR,F03,ED7,M,MK	410 	53 	48 
NR,F03,ED7,M,MT	112 	102 	88 
NR,F03,ED7,M,NL	5171 	5030 	4802 
NR,F03,ED7,M,NO	4497 	4391 	4236 
NR,F03,ED7,M,PL	20298 	20120 	23580 
NR,F03,ED7,M,PT	2967 	2967 	2807 d
NR,F03,ED7,M,RO	3183 	6528 	6748 
NR,F03,ED7,M,RS	767 	992 	923 
NR,F03,ED7,M,SE	3511 	3457 	3428 
NR,F03,ED7,M,SI	514 	791 	899 d
NR,F03,ED7,M,SK	2263 	1543 	1634 
NR,F03,ED7,M,UK	15947 	13652 	13452 
NR,F03,ED7,T,AT	14131 	13867 	14382 
NR,F03,ED7,T,BE	16357 	15028 	13630 
NR,F03,ED7,T,BG	7976 	7774 	7631 
NR,F03,ED7,T,CH	8587 	8302 	7438 
NR,F03,ED7,T,CY	907 	645 	608 
NR,F03,ED7,T,CZ	13565 	11625 	12522 
NR,F03,ED7,T,DE	64052 	60962 	59882 
NR,F03,ED7,T,DK	13092 	11094 	11058 
NR,F03,ED7,T,EE	1078 	1150 	1152 
NR,F03,ED7,T,EL	: 	4351 	4042 
NR,F03,ED7,T,ES	25470 	35751 	55083 
NR,F03,ED7,T,FI	7043 	6874 	6535 
NR,F03,ED7,T,FR	56510 	55230 	55988 
NR,F03,ED7,T,HR	3731 	4262 	3625 
NR,F03,ED7,T,HU	5759 	5567 	6109 
NR,F03,ED7,T,IE	: 	1826 	2069 
NR,F03,ED7,T,IS	: 	: 	460 
NR,F03,ED7,T,IT	: 	54751 	56582 
NR,F03,ED7,T,LI	182 	179 	182 
NR,F03,ED7,T,LT	3043 	3123 	3250 
NR,F03,ED7,T,LU	110 	134 	120 
NR,F03,ED7,T,LV	1253 	1313 	1135 
NR,F03,ED7,T,MK	962 	138 	155 
NR,F03,ED7,T,MT	271 	232 	209 
NR,F03,ED7,T,NL	14880 	14151 	13665 
NR,F03,ED7,T,NO	10471 	10192 	9877 
NR,F03,ED7,T,PL	74211 	76595 	87226 
NR,F03,ED7,T,PT	10727 	11176 	10633 d
NR,F03,ED7,T,RO	13118 	24040 	25450 
NR,F03,ED7,T,RS	2460 	2971 	2405 
NR,F03,ED7,T,SE	10862 	10635 	10398 
NR,F03,ED7,T,SI	2020 	2960 	3282 
NR,F03,ED7,T,SK	7386 	5791 	6153 
NR,F03,ED7,T,UK	47660 	33633 	33653 
NR,F03,ED8,F,AT	1586 	1693 	1917 
NR,F03,ED8,F,BE	1148 	1079 	954 
NR,F03,ED8,F,BG	580 	516 	444 
NR,F03,ED8,F,CH	1368 	1361 	1367 
NR,F03,ED8,F,CY	115 	82 	72 
NR,F03,ED8,F,CZ	927 	955 	945 
NR,F03,ED8,F,DE	9000 	9000 	8900 
NR,F03,ED8,F,DK	771 	724 	676 
NR,F03,ED8,F,EE	216 	236 	252 
NR,F03,ED8,F,EL	: 	1758 	1563 
NR,F03,ED8,F,ES	2476 	1717 	1661 
NR,F03,ED8,F,FI	1722 	1690 	1770 
NR,F03,ED8,F,FR	4308 	4421 	4420 
NR,F03,ED8,F,HR	197 	174 	311 
NR,F03,ED8,F,HU	538 	601 	371 
NR,F03,ED8,F,IE	: 	487 	453 
NR,F03,ED8,F,IS	: 	: 	43 
NR,F03,ED8,F,IT	: 	1247 	1399 
NR,F03,ED8,F,LI	5 	8 	6 
NR,F03,ED8,F,LT	239 	244 	251 
NR,F03,ED8,F,LU	62 	61 	53 
NR,F03,ED8,F,LV	171 	180 	209 
NR,F03,ED8,F,MK	17 	2 	9 
NR,F03,ED8,F,MT	5 	5 	0 
NR,F03,ED8,F,NL	: z	: z	: z
NR,F03,ED8,F,NO	571 	553 	612 
NR,F03,ED8,F,PL	3473 	2661 d	2571 d
NR,F03,ED8,F,PT	1601 	1760 	1715 d
NR,F03,ED8,F,RO	1327 	925 	1054 
NR,F03,ED8,F,RS	338 	379 	268 
NR,F03,ED8,F,SE	986 	1003 	1011 
NR,F03,ED8,F,SI	98 	111 	133 
NR,F03,ED8,F,SK	467 	420 	476 
NR,F03,ED8,F,UK	5615 	5256 	5181 
NR,F03,ED8,M,AT	1190 	1278 	1389 
NR,F03,ED8,M,BE	885 	845 	784 
NR,F03,ED8,M,BG	369 	348 	295 
NR,F03,ED8,M,CH	972 	1008 	933 
NR,F03,ED8,M,CY	57 	43 	42 
NR,F03,ED8,M,CZ	809 	972 	990 
NR,F03,ED8,M,DE	7800 	9000 	9000 
NR,F03,ED8,M,DK	573 	570 	575 
NR,F03,ED8,M,EE	119 	131 	136 
NR,F03,ED8,M,EL	: 	1659 	1434 
NR,F03,ED8,M,ES	2062 	1445 	1510 
NR,F03,ED8,M,FI	955 	911 	961 
NR,F03,ED8,M,FR	3809 	3908 	4017 
NR,F03,ED8,M,HR	128 	120 	210 
NR,F03,ED8,M,HU	440 	475 	297 
NR,F03,ED8,M,IE	: 	258 	237 
NR,F03,ED8,M,IS	: 	: 	16 
NR,F03,ED8,M,IT	: 	952 	1082 
NR,F03,ED8,M,LI	10 	10 	12 
NR,F03,ED8,M,LT	112 	103 	101 
NR,F03,ED8,M,LU	24 	22 	23 
NR,F03,ED8,M,LV	84 	90 	98 
NR,F03,ED8,M,MK	33 	0 	11 
NR,F03,ED8,M,MT	5 	3 	0 
NR,F03,ED8,M,NL	: z	: z	: z
NR,F03,ED8,M,NO	359 	376 	394 
NR,F03,ED8,M,PL	2639 	1647 d	1669 d
NR,F03,ED8,M,PT	1213 	1238 	1177 d
NR,F03,ED8,M,RO	1055 	666 	644 
NR,F03,ED8,M,RS	157 	163 	110 
NR,F03,ED8,M,SE	781 	785 	795 
NR,F03,ED8,M,SI	76 	81 	108 
NR,F03,ED8,M,SK	384 	312 	327 
NR,F03,ED8,M,UK	5138 	5091 	5163 
NR,F03,ED8,T,AT	2777 	2971 	3306 
NR,F03,ED8,T,BE	2033 	1924 	1738 
NR,F03,ED8,T,BG	949 	864 	739 
NR,F03,ED8,T,CH	2340 	2369 	2300 
NR,F03,ED8,T,CY	172 	125 	114 
NR,F03,ED8,T,CZ	1736 	1927 	1935 
NR,F03,ED8,T,DE	16800 	18000 	17900 
NR,F03,ED8,T,DK	1344 	1294 	1251 
NR,F03,ED8,T,EE	335 	367 	388 
NR,F03,ED8,T,EL	: 	3417 	2997 
NR,F03,ED8,T,ES	4538 	3162 	3171 
NR,F03,ED8,T,FI	2677 	2601 	2731 
NR,F03,ED8,T,FR	8117 	8329 	8437 
NR,F03,ED8,T,HR	325 	294 	521 
NR,F03,ED8,T,HU	978 	1076 	668 
NR,F03,ED8,T,IE	: 	745 	690 
