unit,na_item,geo\time	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 
PPCS_HAB,B6N,BE1	: 	15500.00 	15700.00 	15600.00 	15700.00 	15600.00 	15900.00 	15700.00 	15000.00 	14500.00 	14300.00 	14300.00 	: 	: 	: 
PPCS_HAB,B6N,BE10	: 	15500.00 	15700.00 	15600.00 	15700.00 	15600.00 	15900.00 	15700.00 	15000.00 	14500.00 	14300.00 	14300.00 	: 	: 	: 
PPCS_HAB,B6N,BE2	: 	18200.00 	18300.00 	17900.00 	17700.00 	17400.00 	17600.00 	17300.00 	16500.00 	16000.00 	15500.00 	15200.00 	: 	: 	: 
PPCS_HAB,B6N,BE21	: 	17600.00 	17800.00 	17400.00 	17400.00 	17200.00 	17300.00 	16900.00 	16300.00 	15800.00 	15300.00 	15100.00 	: 	: 	: 
PPCS_HAB,B6N,BE22	: 	16800.00 	16900.00 	16500.00 	16100.00 	15800.00 	16000.00 	15700.00 	15000.00 	14500.00 	13900.00 	13700.00 	: 	: 	: 
PPCS_HAB,B6N,BE23	: 	18400.00 	18500.00 	18000.00 	17800.00 	17600.00 	17700.00 	17400.00 	16600.00 	16000.00 	15400.00 	15200.00 	: 	: 	: 
PPCS_HAB,B6N,BE24	: 	20200.00 	20400.00 	19900.00 	19800.00 	19600.00 	20000.00 	19700.00 	18800.00 	18300.00 	17700.00 	17500.00 	: 	: 	: 
PPCS_HAB,B6N,BE25	: 	17900.00 	17900.00 	17400.00 	17100.00 	16800.00 	16900.00 	16500.00 	15700.00 	15200.00 	14700.00 	14400.00 	: 	: 	: 
PPCS_HAB,B6N,BE3	: 	15600.00 	15700.00 	15300.00 	15000.00 	14800.00 	14900.00 	14700.00 	14200.00 	13700.00 	13300.00 	13100.00 	: 	: 	: 
PPCS_HAB,B6N,BE31	: 	18900.00 	19100.00 	18700.00 	18500.00 	18200.00 	18400.00 	18400.00 	17800.00 	17300.00 	16900.00 	16700.00 	: 	: 	: 
PPCS_HAB,B6N,BE32	: 	14800.00 	14900.00 	14600.00 	14300.00 	14100.00 	14200.00 	13900.00 	13300.00 	12900.00 	12400.00 	12400.00 	: 	: 	: 
PPCS_HAB,B6N,BE33	: 	15300.00 	15300.00 	15000.00 	14700.00 	14500.00 	14600.00 	14300.00 	13800.00 	13400.00 	13100.00 	12800.00 	: 	: 	: 
PPCS_HAB,B6N,BE34	: 	15600.00 	15500.00 	15200.00 	14900.00 	14500.00 	14900.00 	14600.00 	14300.00 	14000.00 	13100.00 	13200.00 	: 	: 	: 
PPCS_HAB,B6N,BE35	: 	15800.00 	15800.00 	15400.00 	15000.00 	14700.00 	14900.00 	14800.00 	14200.00 	13600.00 	13200.00 	13000.00 	: 	: 	: 
PPCS_HAB,B6N,BG	: 	6900.00 	6600.00 	6300.00 	5800.00 	5600.00 	5700.00 	5100.00 	4600.00 	4200.00 	3800.00 	3600.00 	: 	: 	: 
PPCS_HAB,B6N,BG3	: 	6400.00 	6000.00 	5800.00 	5200.00 	4800.00 	5000.00 	4600.00 	4200.00 	3800.00 	3500.00 	3300.00 	: 	: 	: 
PPCS_HAB,B6N,BG31	: 	5800.00 	5000.00 	4800.00 	4700.00 	4400.00 	4600.00 	4400.00 	3600.00 	3300.00 	3200.00 	3000.00 	: 	: 	: 
PPCS_HAB,B6N,BG32	: 	6300.00 	5900.00 	5700.00 	5000.00 	4600.00 	5000.00 	4600.00 	4300.00 	4000.00 	3500.00 	3300.00 	: 	: 	: 
PPCS_HAB,B6N,BG33	: 	7000.00 	6500.00 	5800.00 	5300.00 	4900.00 	4900.00 	4500.00 	4400.00 	4000.00 	3600.00 	3300.00 	: 	: 	: 
PPCS_HAB,B6N,BG34	: 	6500.00 	6300.00 	6600.00 	5700.00 	5100.00 	5400.00 	4800.00 	4500.00 	4000.00 	3800.00 	3600.00 	: 	: 	: 
PPCS_HAB,B6N,BG4	: 	7500.00 	7200.00 	6900.00 	6400.00 	6500.00 	6500.00 	5700.00 	5000.00 	4600.00 	4100.00 	3900.00 	: 	: 	: 
PPCS_HAB,B6N,BG41	: 	8100.00 	7900.00 	7500.00 	7100.00 	7600.00 	7600.00 	6500.00 	5600.00 	5000.00 	4600.00 	4300.00 	: 	: 	: 
PPCS_HAB,B6N,BG42	: 	6600.00 	6100.00 	6000.00 	5300.00 	4900.00 	5200.00 	4500.00 	4100.00 	3900.00 	3400.00 	3200.00 	: 	: 	: 
PPCS_HAB,B6N,CY	: 	15200.00 	15200.00 	15800.00 	16800.00 	16600.00 	18100.00 	16500.00 	15400.00 	14400.00 	13200.00 	11900.00 	: 	: 	: 
PPCS_HAB,B6N,CY0	: 	15200.00 	15200.00 	15800.00 	16800.00 	16600.00 	18100.00 	16500.00 	15400.00 	14400.00 	13200.00 	11900.00 	: 	: 	: 
PPCS_HAB,B6N,CY00	: 	15200.00 	15200.00 	15800.00 	16800.00 	16600.00 	18100.00 	16500.00 	15400.00 	14400.00 	13200.00 	11900.00 	: 	: 	: 
PPCS_HAB,B6N,CZ	: 	11100.00 	11000.00 	10900.00 	10400.00 	10100.00 	9900.00 	10400.00 	9800.00 	9200.00 	8500.00 	8200.00 	: 	: 	: 
PPCS_HAB,B6N,CZ0	: 	11100.00 	11000.00 	10900.00 	10400.00 	10100.00 	9900.00 	10400.00 	9800.00 	9200.00 	8500.00 	8200.00 	: 	: 	: 
PPCS_HAB,B6N,CZ01	: 	14600.00 	14400.00 	14500.00 	14000.00 	13300.00 	13200.00 	14000.00 	13400.00 	12400.00 	11700.00 	11300.00 	: 	: 	: 
PPCS_HAB,B6N,CZ02	: 	12000.00 	12100.00 	11900.00 	11500.00 	11000.00 	10500.00 	11200.00 	10500.00 	9900.00 	9300.00 	9100.00 	: 	: 	: 
PPCS_HAB,B6N,CZ03	: 	10900.00 	10800.00 	10600.00 	10100.00 	10000.00 	9900.00 	10300.00 	9700.00 	9100.00 	8500.00 	8100.00 	: 	: 	: 
PPCS_HAB,B6N,CZ04	: 	9800.00 	9600.00 	9700.00 	9200.00 	9100.00 	8700.00 	9100.00 	8700.00 	8100.00 	7600.00 	7400.00 	: 	: 	: 
PPCS_HAB,B6N,CZ05	: 	10600.00 	10500.00 	10200.00 	9800.00 	9600.00 	9300.00 	9800.00 	9300.00 	8800.00 	8100.00 	7800.00 	: 	: 	: 
PPCS_HAB,B6N,CZ06	: 	11000.00 	10700.00 	10500.00 	10100.00 	9700.00 	9500.00 	10000.00 	9200.00 	8800.00 	8200.00 	7700.00 	: 	: 	: 
PPCS_HAB,B6N,CZ07	: 	10200.00 	10100.00 	9900.00 	9400.00 	9300.00 	9200.00 	9700.00 	9200.00 	8400.00 	7900.00 	7700.00 	: 	: 	: 
PPCS_HAB,B6N,CZ08	: 	10000.00 	10000.00 	9800.00 	9300.00 	9200.00 	9100.00 	9200.00 	8600.00 	8300.00 	7500.00 	7200.00 	: 	: 	: 
PPCS_HAB,B6N,DE	: 	20300.00 	20400.00 	19700.00 	18800.00 	17600.00 	18400.00 	18200.00 	17800.00 	17200.00 	16700.00 	16200.00 	: 	: 	: 
PPCS_HAB,B6N,DE1	: 	22100.00 	22100.00 	21500.00 	20200.00 	18900.00 	20000.00 	20000.00 	19400.00 	18700.00 	18000.00 	17500.00 	: 	: 	: 
PPCS_HAB,B6N,DE11	: 	22900.00 	23000.00 	22300.00 	21000.00 	19700.00 	20900.00 	20900.00 	20200.00 	19500.00 	18700.00 	18200.00 	: 	: 	: 
PPCS_HAB,B6N,DE12	: 	21500.00 	21600.00 	21000.00 	19700.00 	18500.00 	19700.00 	19700.00 	19200.00 	18500.00 	17800.00 	17300.00 	: 	: 	: 
PPCS_HAB,B6N,DE13	: 	21500.00 	21500.00 	20900.00 	19500.00 	18200.00 	19200.00 	19000.00 	18600.00 	18000.00 	17300.00 	16800.00 	: 	: 	: 
PPCS_HAB,B6N,DE14	: 	21900.00 	21900.00 	21200.00 	19800.00 	18500.00 	19700.00 	19600.00 	19000.00 	18300.00 	17500.00 	17000.00 	: 	: 	: 
PPCS_HAB,B6N,DE2	: 	22200.00 	22500.00 	21800.00 	20800.00 	19300.00 	20400.00 	20300.00 	19600.00 	19000.00 	18300.00 	17800.00 	: 	: 	: 
PPCS_HAB,B6N,DE21	: 	24200.00 	24700.00 	24100.00 	22900.00 	21500.00 	22900.00 	23000.00 	22300.00 	21600.00 	20700.00 	20200.00 	: 	: 	: 
PPCS_HAB,B6N,DE22	: 	20200.00 	20400.00 	19700.00 	18600.00 	17300.00 	18200.00 	18000.00 	17300.00 	16700.00 	16100.00 	15400.00 	: 	: 	: 
PPCS_HAB,B6N,DE23	: 	20100.00 	20200.00 	19500.00 	18500.00 	17200.00 	18000.00 	17800.00 	17200.00 	16700.00 	16200.00 	15700.00 	: 	: 	: 
PPCS_HAB,B6N,DE24	: 	21100.00 	21100.00 	20400.00 	19500.00 	18100.00 	18900.00 	18600.00 	18000.00 	17400.00 	16900.00 	16400.00 	: 	: 	: 
PPCS_HAB,B6N,DE25	: 	21900.00 	22200.00 	21500.00 	20400.00 	19000.00 	20100.00 	20000.00 	19400.00 	18800.00 	18200.00 	17700.00 	: 	: 	: 
PPCS_HAB,B6N,DE26	: 	21100.00 	21200.00 	20400.00 	19400.00 	17900.00 	18800.00 	18500.00 	18000.00 	17500.00 	16900.00 	16400.00 	: 	: 	: 
PPCS_HAB,B6N,DE27	: 	21700.00 	21900.00 	21300.00 	20400.00 	18900.00 	19800.00 	19500.00 	18900.00 	18300.00 	17700.00 	17100.00 	: 	: 	: 
PPCS_HAB,B6N,DE3	: 	18000.00 	18100.00 	17800.00 	16600.00 	15800.00 	16200.00 	16200.00 	15800.00 	15400.00 	15000.00 	14700.00 	: 	: 	: 
PPCS_HAB,B6N,DE30	: 	18000.00 	18100.00 	17800.00 	16600.00 	15800.00 	16200.00 	16200.00 	15800.00 	15400.00 	15000.00 	14700.00 	: 	: 	: 
PPCS_HAB,B6N,DE4	: 	17700.00 	17600.00 	17100.00 	16400.00 	15800.00 	15900.00 	15700.00 	15200.00 	14800.00 	14200.00 	13700.00 	: 	: 	: 
PPCS_HAB,B6N,DE40	: 	17700.00 	17600.00 	17100.00 	16400.00 	15800.00 	15900.00 	15700.00 	15200.00 	14800.00 	14200.00 	13700.00 	: 	: 	: 
PPCS_HAB,B6N,DE5	: 	19700.00 	19800.00 	19200.00 	18400.00 	17800.00 	19000.00 	18400.00 	17700.00 	17200.00 	16000.00 	15900.00 	: 	: 	: 
PPCS_HAB,B6N,DE50	: 	19700.00 	19800.00 	19200.00 	18400.00 	17800.00 	19000.00 	18400.00 	17700.00 	17200.00 	16000.00 	15900.00 	: 	: 	: 
PPCS_HAB,B6N,DE6	: 	22500.00 	22900.00 	22400.00 	20800.00 	19600.00 	20800.00 	21300.00 	21100.00 	20600.00 	19200.00 	18400.00 	: 	: 	: 
PPCS_HAB,B6N,DE60	: 	22500.00 	22900.00 	22400.00 	20800.00 	19600.00 	20800.00 	21300.00 	21100.00 	20600.00 	19200.00 	18400.00 	: 	: 	: 
PPCS_HAB,B6N,DE7	: 	20900.00 	21000.00 	20500.00 	19600.00 	18300.00 	18900.00 	19000.00 	18600.00 	17900.00 	17400.00 	16900.00 	: 	: 	: 
PPCS_HAB,B6N,DE71	: 	21600.00 	21800.00 	21300.00 	20400.00 	19200.00 	19900.00 	20100.00 	19600.00 	18900.00 	18400.00 	17900.00 	: 	: 	: 
PPCS_HAB,B6N,DE72	: 	19800.00 	19800.00 	19200.00 	18300.00 	17100.00 	17600.00 	17400.00 	17100.00 	16400.00 	15900.00 	15400.00 	: 	: 	: 
PPCS_HAB,B6N,DE73	: 	19600.00 	19600.00 	19000.00 	18200.00 	16800.00 	17200.00 	17100.00 	16600.00 	16100.00 	15700.00 	15300.00 	: 	: 	: 
PPCS_HAB,B6N,DE8	: 	16700.00 	16700.00 	16100.00 	15500.00 	14800.00 	14900.00 	14700.00 	14300.00 	13900.00 	13500.00 	13000.00 	: 	: 	: 
PPCS_HAB,B6N,DE80	: 	16700.00 	16700.00 	16100.00 	15500.00 	14800.00 	14900.00 	14700.00 	14300.00 	13900.00 	13500.00 	13000.00 	: 	: 	: 
PPCS_HAB,B6N,DE9	: 	19400.00 	19300.00 	18800.00 	17800.00 	16900.00 	17300.00 	17200.00 	16800.00 	16300.00 	15600.00 	15200.00 	: 	: 	: 
PPCS_HAB,B6N,DE91	: 	19300.00 	19300.00 	18700.00 	17800.00 	16800.00 	17200.00 	17100.00 	16800.00 	16400.00 	15900.00 	15500.00 	: 	: 	: 
PPCS_HAB,B6N,DE92	: 	19500.00 	19500.00 	19000.00 	18000.00 	17100.00 	17500.00 	17500.00 	17100.00 	16600.00 	16000.00 	15700.00 	: 	: 	: 
PPCS_HAB,B6N,DE93	: 	20200.00 	20100.00 	19400.00 	18400.00 	17400.00 	17900.00 	17700.00 	17200.00 	16700.00 	16000.00 	15600.00 	: 	: 	: 
PPCS_HAB,B6N,DE94	: 	18800.00 	18700.00 	18200.00 	17200.00 	16300.00 	16700.00 	16500.00 	16100.00 	15600.00 	14900.00 	14500.00 	: 	: 	: 
PPCS_HAB,B6N,DEA	: 	20400.00 	20400.00 	19700.00 	18800.00 	17500.00 	18500.00 	18200.00 	17800.00 	17500.00 	17000.00 	16500.00 	: 	: 	: 
PPCS_HAB,B6N,DEA1	: 	20500.00 	20600.00 	19900.00 	19000.00 	17800.00 	18900.00 	18600.00 	18300.00 	18000.00 	17500.00 	17000.00 	: 	: 	: 
PPCS_HAB,B6N,DEA2	: 	20400.00 	20500.00 	19900.00 	18900.00 	17600.00 	18500.00 	18200.00 	17900.00 	17600.00 	17300.00 	16700.00 	: 	: 	: 
PPCS_HAB,B6N,DEA3	: 	19400.00 	19400.00 	18800.00 	18000.00 	16700.00 	17500.00 	17200.00 	16800.00 	16400.00 	15900.00 	15400.00 	: 	: 	: 
PPCS_HAB,B6N,DEA4	: 	20900.00 	21000.00 	20200.00 	19400.00 	17900.00 	19000.00 	18600.00 	18200.00 	17700.00 	17200.00 	16800.00 	: 	: 	: 
PPCS_HAB,B6N,DEA5	: 	20400.00 	20400.00 	19700.00 	18600.00 	17300.00 	18400.00 	18100.00 	17700.00 	17200.00 	16700.00 	16100.00 	: 	: 	: 
PPCS_HAB,B6N,DEB	: 	20800.00 	20600.00 	20100.00 	19400.00 	18700.00 	18900.00 	19000.00 	18400.00 	17700.00 	17100.00 	16500.00 	: 	: 	: 
PPCS_HAB,B6N,DEB1	: 	20800.00 	20600.00 	20000.00 	19300.00 	18800.00 	18900.00 	19000.00 	18400.00 	17700.00 	17000.00 	16500.00 	: 	: 	: 
PPCS_HAB,B6N,DEB2	: 	20600.00 	20300.00 	19600.00 	19100.00 	18500.00 	18500.00 	18500.00 	17900.00 	17200.00 	16500.00 	15700.00 	: 	: 	: 
PPCS_HAB,B6N,DEB3	: 	20900.00 	20700.00 	20300.00 	19500.00 	18800.00 	19000.00 	19100.00 	18500.00 	17900.00 	17300.00 	16700.00 	: 	: 	: 
PPCS_HAB,B6N,DEC	: 	19100.00 	19100.00 	18500.00 	17700.00 	16500.00 	17000.00 	17000.00 	16600.00 	16400.00 	15900.00 	15200.00 	: 	: 	: 
PPCS_HAB,B6N,DEC0	: 	19100.00 	19100.00 	18500.00 	17700.00 	16500.00 	17000.00 	17000.00 	16600.00 	16400.00 	15900.00 	15200.00 	: 	: 	: 
PPCS_HAB,B6N,DED	: 	17500.00 	17500.00 	17000.00 	16300.00 	15400.00 	15600.00 	15600.00 	15100.00 	14500.00 	14300.00 	13800.00 	: 	: 	: 
PPCS_HAB,B6N,DED2	: 	17500.00 	17500.00 	17000.00 	16300.00 	15500.00 	15700.00 	15600.00 	15200.00 	14600.00 	14300.00 	13800.00 	: 	: 	: 
PPCS_HAB,B6N,DED4	: 	17700.00 	17600.00 	17000.00 	16300.00 	15500.00 	15600.00 	15500.00 	15000.00 	14500.00 	14200.00 	13800.00 	: 	: 	: 
PPCS_HAB,B6N,DED5	: 	17100.00 	17200.00 	16900.00 	16100.00 	15200.00 	15500.00 	15500.00 	15000.00 	14500.00 	14200.00 	13600.00 	: 	: 	: 
PPCS_HAB,B6N,DEE	: 	16900.00 	16800.00 	16300.00 	15600.00 	14800.00 	14900.00 	14600.00 	14200.00 	13700.00 	13300.00 	12900.00 	: 	: 	: 
PPCS_HAB,B6N,DEE0	: 	16900.00 	16800.00 	16300.00 	15600.00 	14800.00 	14900.00 	14600.00 	14200.00 	13700.00 	13300.00 	12900.00 	: 	: 	: 
PPCS_HAB,B6N,DEF	: 	20500.00 	20500.00 	19700.00 	19000.00 	18100.00 	18500.00 	18400.00 	17800.00 	17500.00 	16800.00 	16300.00 	: 	: 	: 
PPCS_HAB,B6N,DEF0	: 	20500.00 	20500.00 	19700.00 	19000.00 	18100.00 	18500.00 	18400.00 	17800.00 	17500.00 	16800.00 	16300.00 	: 	: 	: 
PPCS_HAB,B6N,DEG	: 	17200.00 	17100.00 	16600.00 	15800.00 	15000.00 	15300.00 	15200.00 	14700.00 	14100.00 	13800.00 	13400.00 	: 	: 	: 
PPCS_HAB,B6N,DEG0	: 	17200.00 	17100.00 	16600.00 	15800.00 	15000.00 	15300.00 	15200.00 	14700.00 	14100.00 	13800.00 	13400.00 	: 	: 	: 
PPCS_HAB,B6N,DK	: 	14100.00 	14300.00 	13700.00 	13400.00 	12400.00 	12200.00 	12200.00 	12100.00 	11400.00 	11400.00 	10800.00 	: 	: 	: 
PPCS_HAB,B6N,DK0	: 	14100.00 	14300.00 	13700.00 	13400.00 	12400.00 	12200.00 	12200.00 	12100.00 	11400.00 	11400.00 	10800.00 	: 	: 	: 
PPCS_HAB,B6N,DK01	: 	14800.00 	15000.00 	14400.00 	14100.00 	12900.00 	12700.00 	12600.00 	12600.00 	12000.00 	11900.00 	11300.00 	: 	: 	: 
PPCS_HAB,B6N,DK02	: 	14100.00 	14200.00 	13500.00 	13300.00 	12200.00 	12000.00 	12100.00 	12000.00 	11400.00 	11300.00 	10800.00 	: 	: 	: 
PPCS_HAB,B6N,DK03	: 	13700.00 	13900.00 	13300.00 	13100.00 	12100.00 	11900.00 	11900.00 	11800.00 	11100.00 	11000.00 	10400.00 	: 	: 	: 
PPCS_HAB,B6N,DK04	: 	13800.00 	14000.00 	13400.00 	13200.00 	12200.00 	12100.00 	12100.00 	12000.00 	11300.00 	11200.00 	10600.00 	: 	: 	: 
PPCS_HAB,B6N,DK05	: 	13900.00 	14000.00 	13400.00 	13100.00 	12100.00 	11900.00 	12100.00 	11800.00 	11100.00 	11000.00 	10400.00 	: 	: 	: 
PPCS_HAB,B6N,EE	: 	9600.00 	8900.00 	8300.00 	7700.00 	7500.00 	8400.00 	7700.00 	6800.00 	6000.00 	5400.00 	4900.00 	: 	: 	: 
PPCS_HAB,B6N,EE0	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5400.00 	4900.00 	: 	: 	: 
PPCS_HAB,B6N,EE00	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5400.00 	4900.00 	: 	: 	: 
PPCS_HAB,B6N,EL	: 	11400.00 	11800.00 	12600.00 	13900.00 	15100.00 	15400.00 	15000.00 	14200.00 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,EL1	: 	: 	11100.00 	11200.00 	12600.00 	13200.00 	13600.00 	12900.00 	12200.00 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,EL11	: 	: 	10000.00 	10200.00 	11700.00 	12300.00 	12500.00 	12200.00 	12400.00 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,EL12	: 	: 	11300.00 	11300.00 	12700.00 	13200.00 	13500.00 	12900.00 	12000.00 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,EL13	: 	: 	11600.00 	12100.00 	13400.00 	13700.00 	13700.00 	13000.00 	12000.00 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,EL14	: 	: 	11100.00 	11300.00 	12900.00 	13800.00 	14900.00 	13200.00 	12600.00 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,EL2	: 	: 	10600.00 	11100.00 	12500.00 	13200.00 	13400.00 	12900.00 	12200.00 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,EL21	: 	: 	11300.00 	11500.00 	13200.00 	13300.00 	13100.00 	12500.00 	11600.00 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,EL22	: 	: 	12100.00 	11800.00 	13300.00 	13100.00 	13200.00 	13300.00 	12500.00 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,EL23	: 	: 	10100.00 	10600.00 	12100.00 	12900.00 	13500.00 	12500.00 	12000.00 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,EL24	: 	: 	9800.00 	11400.00 	12000.00 	13600.00 	13600.00 	13400.00 	12700.00 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,EL25	: 	: 	11000.00 	11100.00 	12800.00 	13300.00 	13200.00 	13000.00 	12200.00 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,EL3	: 	13200.00 	13500.00 	14600.00 	15800.00 	17800.00 	18100.00 	17900.00 	17000.00 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,EL30	: 	13200.00 	13500.00 	14600.00 	15800.00 	17800.00 	18100.00 	17900.00 	17000.00 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,EL4	: 	10500.00 	10800.00 	11400.00 	13100.00 	13400.00 	13700.00 	13500.00 	12800.00 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,EL41	: 	11100.00 	12000.00 	12200.00 	14200.00 	14000.00 	14000.00 	13500.00 	12600.00 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,EL42	: 	11900.00 	12000.00 	13300.00 	14700.00 	13500.00 	13600.00 	13300.00 	12600.00 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,EL43	: 	9600.00 	9700.00 	10200.00 	11800.00 	13200.00 	13600.00 	13600.00 	13100.00 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,EL5	: 	10600.00 	11100.00 	11400.00 	12900.00 	13600.00 	13700.00 	13200.00 	12500.00 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,EL51	: 	9600.00 	10200.00 	10500.00 	12000.00 	12800.00 	12900.00 	12600.00 	12800.00 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,EL52	: 	10700.00 	11300.00 	11500.00 	13000.00 	13700.00 	13900.00 	13400.00 	12400.00 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,EL53	: 	11500.00 	11900.00 	12400.00 	13700.00 	14200.00 	14200.00 	13500.00 	12500.00 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,EL54	: 	10800.00 	11500.00 	11800.00 	13500.00 	13800.00 	13500.00 	13000.00 	12000.00 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,EL6	: 	10100.00 	10600.00 	11400.00 	12800.00 	13800.00 	14200.00 	13500.00 	12800.00 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,EL61	: 	10500.00 	11100.00 	11600.00 	13200.00 	14300.00 	15200.00 	13700.00 	13000.00 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,EL62	: 	11600.00 	12100.00 	12000.00 	13600.00 	13500.00 	13600.00 	13700.00 	12900.00 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,EL63	: 	9500.00 	10000.00 	10800.00 	12400.00 	13300.00 	13800.00 	12900.00 	12400.00 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,EL64	: 	9200.00 	9800.00 	11600.00 	12300.00 	13900.00 	14000.00 	13800.00 	13000.00 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,EL65	: 	10400.00 	11000.00 	11300.00 	13100.00 	13800.00 	13600.00 	13400.00 	12700.00 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,ES	: 	14000.00 	13900.00 	14100.00 	14100.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,ES1	: 	13400.00 	13300.00 	13400.00 	13300.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,ES11	: 	13000.00 	12800.00 	12900.00 	12800.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,ES12	: 	14600.00 	14300.00 	14600.00 	14400.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,ES13	: 	13800.00 	13400.00 	13800.00 	13800.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,ES2	: 	17300.00 	17100.00 	17300.00 	17200.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,ES21	: 	18800.00 	18500.00 	18600.00 	18700.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,ES22	: 	17600.00 	17500.00 	17900.00 	17700.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,ES23	: 	14700.00 	14400.00 	14600.00 	14400.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,ES24	: 	15400.00 	15300.00 	15400.00 	15200.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,ES3	: 	17600.00 	17400.00 	17700.00 	17500.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,ES30	: 	17600.00 	17400.00 	17700.00 	17500.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,ES4	: 	12600.00 	12400.00 	12500.00 	12600.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,ES41	: 	14100.00 	14000.00 	14000.00 	13900.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,ES42	: 	11800.00 	11500.00 	11700.00 	11800.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,ES43	: 	10700.00 	10400.00 	10600.00 	10700.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,ES5	: 	14600.00 	14400.00 	14600.00 	14600.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,ES51	: 	16100.00 	15900.00 	16100.00 	16200.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,ES52	: 	12400.00 	12200.00 	12600.00 	12400.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,ES53	: 	14000.00 	13900.00 	14200.00 	14000.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,ES6	: 	11000.00 	10900.00 	11200.00 	11200.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,ES61	: 	11000.00 	10800.00 	11200.00 	11200.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,ES62	: 	11400.00 	11200.00 	11400.00 	11500.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,ES63	: 	12100.00 	11900.00 	12600.00 	12800.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPCS_HAB,B6N,ES64	: 	10900.00 	10700.00 	11500.00 	11700.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
