nace_r2,sizeclas,isco08,indic_em,geo\time	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
G-N,GE10,OC1,JOBVAC,HU2	22 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC1,JOBVAC,HU21	12 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC1,JOBVAC,HU22	9 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC1,JOBVAC,HU23	2 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC1,JOBVAC,HU3	13 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC1,JOBVAC,HU31	5 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC1,JOBVAC,HU32	6 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC1,JOBVAC,HU33	4 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC1,JOBVAC,LV	: 	64 	46 	44 	41 	29 	36 	: 
G-N,GE10,OC1,JOBVAC,LV0	72 	64 	: 	: 	41 	29 	36 	: 
G-N,GE10,OC1,JOBVAC,LV00	: 	: 	: 	: 	41 	29 	36 	: 
G-N,GE10,OC2,CH_Y_Y,HU	-0.1 p	0.9 p	0.2 p	-0.1 p	0.1 p	0.5 p	: 	: 
G-N,GE10,OC2,CH_Y_Y,LV	: 	-0.2 	0.1 	0.2 	0 	0 	: 	: 
G-N,GE10,OC2,CH_Y_Y,LV0	0.3 	0.1 	: 	: 	0 	0 	: 	: 
G-N,GE10,OC2,CH_Y_Y,LV00	: 	: 	: 	: 	0 	0 	: 	: 
G-N,GE10,OC2,JOBOCC,HU	105466 p	: c	93986 p	95194 p	: c	: c	: c	: 
G-N,GE10,OC2,JOBOCC,HU1	90826 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC2,JOBOCC,HU10	90826 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC2,JOBOCC,HU2	7761 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC2,JOBOCC,HU21	2886 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC2,JOBOCC,HU22	2693 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC2,JOBOCC,HU23	2178 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC2,JOBOCC,HU3	6879 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC2,JOBOCC,HU31	1445 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC2,JOBOCC,HU32	2510 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC2,JOBOCC,HU33	2927 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC2,JOBOCC,LV	: 	28652 	27975 	26508 	25443 	24402 	26394 	: 
G-N,GE10,OC2,JOBOCC,LV0	30069 	28652 	: 	: 	25443 	24402 	26394 	: 
G-N,GE10,OC2,JOBOCC,LV00	: 	: 	: 	: 	25443 	24402 	26394 	: 
G-N,GE10,OC2,JOBRATE,HU	2.6 p	2.7 p	1.8 p	1.6 p	1.7 p	1.6 p	1.1 p	: 
G-N,GE10,OC2,JOBRATE,HU1	2.8 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC2,JOBRATE,HU10	2.8 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC2,JOBRATE,HU2	0.9 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC2,JOBRATE,HU21	0.8 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC2,JOBRATE,HU22	1.5 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC2,JOBRATE,HU23	0.5 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC2,JOBRATE,HU3	1.2 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC2,JOBRATE,HU31	3.1 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC2,JOBRATE,HU32	0.6 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC2,JOBRATE,HU33	0.8 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC2,JOBRATE,LV	: 	0.3 	0.5 	0.4 	0.2 	0.2 	0.2 	: 
G-N,GE10,OC2,JOBRATE,LV0	0.6 	0.3 	: 	: 	0.2 	0.2 	0.2 	: 
G-N,GE10,OC2,JOBRATE,LV00	: 	: 	: 	: 	0.2 	0.2 	0.2 	: 
G-N,GE10,OC2,JOBVAC,HU	2784 p	2490 p	: c	: c	1583 p	1401 p	1014 p	: 
G-N,GE10,OC2,JOBVAC,HU1	2634 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC2,JOBVAC,HU10	2634 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC2,JOBVAC,HU2	69 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC2,JOBVAC,HU21	22 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC2,JOBVAC,HU22	40 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC2,JOBVAC,HU23	10 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC2,JOBVAC,HU3	81 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC2,JOBVAC,HU31	46 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC2,JOBVAC,HU32	14 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC2,JOBVAC,HU33	23 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC2,JOBVAC,LV	: 	96 	128 	100 	57 	51 	51 	: 
G-N,GE10,OC2,JOBVAC,LV0	170 	96 	: 	: 	57 	51 	51 	: 
G-N,GE10,OC2,JOBVAC,LV00	: 	: 	: 	: 	57 	51 	51 	: 
G-N,GE10,OC3,CH_Y_Y,HU	-0.1 p	0.7 p	0.1 p	-0.2 p	0 p	0.3 p	: 	: 
G-N,GE10,OC3,CH_Y_Y,LV	: 	-0.1 	0.1 	0.1 	0.1 	-0.1 	: 	: 
G-N,GE10,OC3,CH_Y_Y,LV0	0.4 	0.1 	: 	: 	0.1 	-0.1 	: 	: 
G-N,GE10,OC3,CH_Y_Y,LV00	: 	: 	: 	: 	0.1 	-0.1 	: 	: 
G-N,GE10,OC3,JOBOCC,HU	139679 p	: c	139417 p	141638 p	: c	: c	: c	: 
G-N,GE10,OC3,JOBOCC,HU1	109618 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC3,JOBOCC,HU10	109618 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC3,JOBOCC,HU2	14934 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC3,JOBOCC,HU21	5411 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC3,JOBOCC,HU22	6032 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC3,JOBOCC,HU23	3488 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC3,JOBOCC,HU3	15125 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC3,JOBOCC,HU31	3410 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC3,JOBOCC,HU32	5840 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC3,JOBOCC,HU33	5879 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC3,JOBOCC,LV	: 	43167 	42872 	43950 	43077 	40153 	43830 	: 
G-N,GE10,OC3,JOBOCC,LV0	45480 	43167 	: 	: 	43077 	40153 	43830 	: 
G-N,GE10,OC3,JOBOCC,LV00	: 	: 	: 	: 	43077 	40153 	43830 	: 
G-N,GE10,OC3,JOBRATE,HU	1.7 p	1.8 p	1.1 p	1 p	1.2 p	1.2 p	0.9 p	: 
G-N,GE10,OC3,JOBRATE,HU1	1.9 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC3,JOBRATE,HU10	1.9 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC3,JOBRATE,HU2	1.3 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC3,JOBRATE,HU21	1.9 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC3,JOBRATE,HU22	1 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC3,JOBRATE,HU23	0.6 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC3,JOBRATE,HU3	0.6 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC3,JOBRATE,HU31	0.6 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC3,JOBRATE,HU32	0.4 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC3,JOBRATE,HU33	1 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC3,JOBRATE,LV	: 	0.4 	0.5 	0.4 	0.3 	0.2 	0.3 	: 
G-N,GE10,OC3,JOBRATE,LV0	0.8 	0.4 	: 	: 	0.3 	0.2 	0.3 	: 
G-N,GE10,OC3,JOBRATE,LV00	: 	: 	: 	: 	0.3 	0.2 	0.3 	: 
G-N,GE10,OC3,JOBVAC,HU	2365 p	2112 p	: c	: c	1726 p	1910 p	1460 p	: 
G-N,GE10,OC3,JOBVAC,HU1	2079 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC3,JOBVAC,HU10	2079 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC3,JOBVAC,HU2	191 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC3,JOBVAC,HU21	107 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC3,JOBVAC,HU22	64 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC3,JOBVAC,HU23	22 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC3,JOBVAC,HU3	96 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC3,JOBVAC,HU31	20 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC3,JOBVAC,HU32	21 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC3,JOBVAC,HU33	59 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC3,JOBVAC,LV	: 	185 	196 	179 	119 	70 	119 	: 
G-N,GE10,OC3,JOBVAC,LV0	344 	185 	: 	: 	119 	70 	119 	: 
G-N,GE10,OC3,JOBVAC,LV00	: 	: 	: 	: 	119 	70 	119 	: 
G-N,GE10,OC4,CH_Y_Y,HU	0.2 p	0.5 p	0.2 p	-0.2 p	-0.2 p	0.3 p	: 	: 
G-N,GE10,OC4,CH_Y_Y,LV	: 	0 	0 	0.5 	0.1 	-0.5 	: 	: 
G-N,GE10,OC4,CH_Y_Y,LV0	0.3 	0.5 	: 	: 	0.1 	-0.5 	: 	: 
G-N,GE10,OC4,CH_Y_Y,LV00	: 	: 	: 	: 	0.1 	-0.5 	: 	: 
G-N,GE10,OC4,JOBOCC,HU	112242 p	: c	111149 p	112326 p	: c	: c	: c	: 
G-N,GE10,OC4,JOBOCC,HU1	85105 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC4,JOBOCC,HU10	85105 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC4,JOBOCC,HU2	13027 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC4,JOBOCC,HU21	4680 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC4,JOBOCC,HU22	4839 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC4,JOBOCC,HU23	3511 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC4,JOBOCC,HU3	14112 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC4,JOBOCC,HU31	3254 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC4,JOBOCC,HU32	5426 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC4,JOBOCC,HU33	5431 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC4,JOBOCC,LV	: 	24455 	23773 	23559 	23748 	25110 	26732 	: 
G-N,GE10,OC4,JOBOCC,LV0	24612 	24455 	: 	: 	23748 	25110 	26732 	: 
G-N,GE10,OC4,JOBOCC,LV00	: 	: 	: 	: 	23748 	25110 	26732 	: 
G-N,GE10,OC4,JOBRATE,HU	1.3 p	1.1 p	0.6 p	0.4 p	0.6 p	0.8 p	0.5 p	: 
G-N,GE10,OC4,JOBRATE,HU1	1.5 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC4,JOBRATE,HU10	1.5 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC4,JOBRATE,HU2	0.9 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC4,JOBRATE,HU21	1.7 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC4,JOBRATE,HU22	0.5 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC4,JOBRATE,HU23	0.7 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC4,JOBRATE,HU3	0.5 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC4,JOBRATE,HU31	0.4 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC4,JOBRATE,HU32	0.4 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC4,JOBRATE,HU33	0.6 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC4,JOBRATE,LV	: 	0.7 	0.7 	0.7 	0.2 	0.1 	0.6 	: 
G-N,GE10,OC4,JOBRATE,LV0	1 	0.7 	: 	: 	0.2 	0.1 	0.6 	: 
G-N,GE10,OC4,JOBRATE,LV00	: 	: 	: 	: 	0.2 	0.1 	0.6 	: 
G-N,GE10,OC4,JOBVAC,HU	1502 p	1209 p	: c	: c	665 p	757 p	525 p	: 
G-N,GE10,OC4,JOBVAC,HU1	1311 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC4,JOBVAC,HU10	1311 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC4,JOBVAC,HU2	123 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC4,JOBVAC,HU21	80 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC4,JOBVAC,HU22	25 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC4,JOBVAC,HU23	26 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC4,JOBVAC,HU3	68 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC4,JOBVAC,HU31	13 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC4,JOBVAC,HU32	22 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC4,JOBVAC,HU33	32 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC4,JOBVAC,LV	: 	168 	163 	167 	53 	32 	172 	: 
G-N,GE10,OC4,JOBVAC,LV0	258 	168 	: 	: 	53 	32 	172 	: 
G-N,GE10,OC4,JOBVAC,LV00	: 	: 	: 	: 	53 	32 	172 	: 
G-N,GE10,OC5,CH_Y_Y,HU	0.2 p	0.3 p	0.2 p	0 p	0 p	-0.2 p	: 	: 
G-N,GE10,OC5,CH_Y_Y,LV	: 	-0.1 	0.2 	0 	0.4 	0 	: 	: 
G-N,GE10,OC5,CH_Y_Y,LV0	0.1 	0.1 	: 	: 	0.4 	0 	: 	: 
G-N,GE10,OC5,CH_Y_Y,LV00	: 	: 	: 	: 	0.4 	0 	: 	: 
G-N,GE10,OC5,JOBOCC,HU	181944 p	: c	173041 p	183193 p	: c	: c	: c	: 
G-N,GE10,OC5,JOBOCC,HU1	105115 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC5,JOBOCC,HU10	105115 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC5,JOBOCC,HU2	38671 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC5,JOBOCC,HU21	18519 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC5,JOBOCC,HU22	11341 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC5,JOBOCC,HU23	8811 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC5,JOBOCC,HU3	38156 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC5,JOBOCC,HU31	8603 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC5,JOBOCC,HU32	15229 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC5,JOBOCC,HU33	14323 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC5,JOBOCC,LV	: 	74706 	71714 	72142 	69500 	65741 	68042 	: 
G-N,GE10,OC5,JOBOCC,LV0	74122 	74706 	: 	: 	69500 	65741 	68042 	: 
G-N,GE10,OC5,JOBOCC,LV00	: 	: 	: 	: 	69500 	65741 	68042 	: 
G-N,GE10,OC5,JOBRATE,HU	1 p	0.8 p	0.5 p	0.3 p	0.3 p	0.3 p	0.5 p	: 
G-N,GE10,OC5,JOBRATE,HU1	1.2 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC5,JOBRATE,HU10	1.2 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC5,JOBRATE,HU2	0.8 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC5,JOBRATE,HU21	0.9 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC5,JOBRATE,HU22	0.7 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC5,JOBRATE,HU23	0.7 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC5,JOBRATE,HU3	0.5 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC5,JOBRATE,HU31	0.4 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC5,JOBRATE,HU32	0.5 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC5,JOBRATE,HU33	0.7 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC5,JOBRATE,LV	: 	0.8 	0.9 	0.7 	0.7 	0.3 	0.3 	: 
G-N,GE10,OC5,JOBRATE,LV0	0.9 	0.8 	: 	: 	0.7 	0.3 	0.3 	: 
G-N,GE10,OC5,JOBRATE,LV00	: 	: 	: 	: 	0.7 	0.3 	0.3 	: 
G-N,GE10,OC5,JOBVAC,HU	1836 p	1472 p	: c	: c	663 p	648 p	950 p	: 
G-N,GE10,OC5,JOBVAC,HU1	1312 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC5,JOBVAC,HU10	1312 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC5,JOBVAC,HU2	320 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC5,JOBVAC,HU21	168 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC5,JOBVAC,HU22	83 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC5,JOBVAC,HU23	66 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC5,JOBVAC,HU3	208 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC5,JOBVAC,HU31	31 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC5,JOBVAC,HU32	77 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC5,JOBVAC,HU33	101 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC5,JOBVAC,LV	: 	581 	676 	505 	498 	197 	180 	: 
G-N,GE10,OC5,JOBVAC,LV0	648 	581 	: 	: 	498 	197 	180 	: 
G-N,GE10,OC5,JOBVAC,LV00	: 	: 	: 	: 	498 	197 	180 	: 
G-N,GE10,OC6,CH_Y_Y,HU	0.7 p	0.7 p	0 p	0.2 p	-0.8 p	0.3 p	: 	: 
G-N,GE10,OC6,CH_Y_Y,LV	: 	-0.6 	0.4 	0.2 	-0.4 	0.2 	: 	: 
G-N,GE10,OC6,CH_Y_Y,LV0	0.3 	0 	: 	: 	-0.4 	0.2 	: 	: 
G-N,GE10,OC6,CH_Y_Y,LV00	: 	: 	: 	: 	-0.4 	0.2 	: 	: 
G-N,GE10,OC6,JOBOCC,HU	2662 p	: c	1885 p	1849 p	: c	: c	: c	: 
G-N,GE10,OC6,JOBOCC,HU1	1344 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC6,JOBOCC,HU10	1344 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC6,JOBOCC,HU2	667 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC6,JOBOCC,HU21	226 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC6,JOBOCC,HU22	262 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC6,JOBOCC,HU23	181 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC6,JOBOCC,HU3	651 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC6,JOBOCC,HU31	120 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC6,JOBOCC,HU32	243 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC6,JOBOCC,HU33	290 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC6,JOBOCC,LV	: 	426 	672 	452 	536 	561 	513 	: 
G-N,GE10,OC6,JOBOCC,LV0	398 	426 	: 	: 	536 	561 	513 	: 
G-N,GE10,OC6,JOBOCC,LV00	: 	: 	: 	: 	536 	561 	513 	: 
G-N,GE10,OC6,JOBRATE,HU	1.7 p	1 p	0.3 p	0.3 p	0.1 p	0.9 p	0.6 p	: 
G-N,GE10,OC6,JOBRATE,HU1	2.7 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC6,JOBRATE,HU10	2.7 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC6,JOBRATE,HU2	0.7 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC6,JOBRATE,HU21	0.9 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC6,JOBRATE,HU22	1.1 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC6,JOBRATE,HU23	0.5 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC6,JOBRATE,HU3	0.6 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC6,JOBRATE,HU31	0 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC6,JOBRATE,HU32	0.8 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC6,JOBRATE,HU33	0.3 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC6,JOBRATE,LV	: 	0 	0.6 	0.2 	0 	0.4 	0.2 	: 
G-N,GE10,OC6,JOBRATE,LV0	0.3 	0 	: 	: 	0 	0.4 	0.2 	: 
G-N,GE10,OC6,JOBRATE,LV00	: 	: 	: 	: 	0 	0.4 	0.2 	: 
G-N,GE10,OC6,JOBVAC,HU	45 p	26 p	: c	: c	2 p	16 p	13 p	: 
G-N,GE10,OC6,JOBVAC,HU1	37 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC6,JOBVAC,HU10	37 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC6,JOBVAC,HU2	5 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC6,JOBVAC,HU21	2 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC6,JOBVAC,HU22	3 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC6,JOBVAC,HU23	1 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC6,JOBVAC,HU3	4 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC6,JOBVAC,HU31	0 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC6,JOBVAC,HU32	2 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC6,JOBVAC,HU33	1 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC6,JOBVAC,LV	: 	0 	4 	1 	0 	2 	1 	: 
G-N,GE10,OC6,JOBVAC,LV0	1 	0 	: 	: 	0 	2 	1 	: 
G-N,GE10,OC6,JOBVAC,LV00	: 	: 	: 	: 	0 	2 	1 	: 
G-N,GE10,OC7,CH_Y_Y,HU	0.8 p	-0.1 p	0.1 p	-0.1 p	0.2 p	0.1 p	: 	: 
G-N,GE10,OC7,CH_Y_Y,LV	: 	0.1 	0 	-0.2 	0.2 	0 	: 	: 
G-N,GE10,OC7,CH_Y_Y,LV0	0.2 	-0.1 	: 	: 	0.2 	0 	: 	: 
G-N,GE10,OC7,CH_Y_Y,LV00	: 	: 	: 	: 	0.2 	0 	: 	: 
G-N,GE10,OC7,JOBOCC,HU	48301 p	: c	45504 p	45494 p	: c	: c	: c	: 
G-N,GE10,OC7,JOBOCC,HU1	32554 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC7,JOBOCC,HU10	32554 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC7,JOBOCC,HU2	6851 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC7,JOBOCC,HU21	2532 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC7,JOBOCC,HU22	2442 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC7,JOBOCC,HU23	1877 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC7,JOBOCC,HU3	8893 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC7,JOBOCC,HU31	2423 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC7,JOBOCC,HU32	3574 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC7,JOBOCC,HU33	2898 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC7,JOBOCC,LV	: 	16524 	19710 	21066 	18895 	18018 	19442 	: 
G-N,GE10,OC7,JOBOCC,LV0	17234 	16524 	: 	: 	18895 	18018 	19442 	: 
G-N,GE10,OC7,JOBOCC,LV00	: 	: 	: 	: 	18895 	18018 	19442 	: 
G-N,GE10,OC7,JOBRATE,HU	1.3 p	0.5 p	0.6 p	0.5 p	0.6 p	0.4 p	0.3 p	: 
G-N,GE10,OC7,JOBRATE,HU1	1.4 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC7,JOBRATE,HU10	1.4 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC7,JOBRATE,HU2	2.1 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC7,JOBRATE,HU21	3.8 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC7,JOBRATE,HU22	1.6 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC7,JOBRATE,HU23	0.4 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC7,JOBRATE,HU3	0.4 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC7,JOBRATE,HU31	0.6 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC7,JOBRATE,HU32	0.3 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC7,JOBRATE,HU33	0.3 p	: 	: 	: 	: 	: 	: 	: 
G-N,GE10,OC7,JOBRATE,LV	: 	0.3 	0.2 	0.2 	0.4 	0.2 	0.2 	: 
G-N,GE10,OC7,JOBRATE,LV0	0.5 	0.3 	: 	: 	0.4 	0.2 	0.2 	: 
G-N,GE10,OC7,JOBRATE,LV00	: 	: 	: 	: 	0.4 	0.2 	0.2 	: 
G-N,GE10,OC7,JOBVAC,HU	657 p	393 p	: c	: c	258 p	208 p	175 p	: 
G-N,GE10,OC7,JOBVAC,HU1	473 p	: 	: 	: 	: 	: 	: 	: 
