"var","module","VS","p.VS"
"pop_Y25-64","turquoise",0.648351648351648,0.0121442225731057
"emp_Y25-64_ED3-4","brown",0.437362637362637,0.117844831744477
"pop_Y15-24","greenyellow",0.367032967032967,0.196738871707488
"emp_Y15-24_NaceB-E","yellow",0.340659340659341,0.233316051036824
"disp_income","black",0.266226783761737,0.357564502850851
"emp_Y25-64_NaceF","brown",0.226373626373626,0.436434794556053
"unemp_Y15-24","red",0.226373626373626,0.436434794556053
"emp_Y25-64_NaceO-Q","turquoise",0.164835164835165,0.573346405013138
"pop_Total","grey",0.147252747252747,0.615418762484725
"emp_Y25-64_NaceB-E","yellow",0.147252747252747,0.615418762484725
"emp_Y15-24_NaceF","red",0.115384615384615,0.70738987351426
"emp_Y15-24_ED3-4","tan",0.0901098901098901,0.759338837815954
"emp_Y25-64_NaceG-I","turquoise",0.0857142857142857,0.770785031118676
"emp_Y15-24_ED5-8","purple",0.043956043956044,0.886619022789078
"emp_Y25-64_NaceM_N","green",0.0285714285714286,0.922761376569875
"GDP","black",0.0285714285714286,0.922761376569875
"emp_Y15-24_NaceM_N","green",0.00606060606060606,0.986742911194989
"emp_Y15-24_NaceG-I","red",-0.0153846153846154,0.958369789371986
"emp_Y25-64_NaceA","green",-0.0549450549450549,0.852007703632368
"emp_Y25-64_ED5-8","purple",-0.0769230769230769,0.793805888355453
"emp_Y25-64_NaceR-U","yellow",-0.0813186813186813,0.782274751244096
"unemp_YGE25","blue",-0.116483516483516,0.691691250233157
"pop_Y0-14","greenyellow",-0.120879120879121,0.680607020062893
"emp_Y15-24_ED0-2","tan",-0.120879120879121,0.680607020062893
"training","turquoise",-0.120879120879121,0.680607020062893
"emp_Y25-64_NaceK","pink",-0.16043956043956,0.583752752641341
"emp_Y25-64_NaceJ","pink",-0.186813186813187,0.522504012379159
"emp_TP","blue",-0.2,0.49300373504
"emp_Y25-64_NaceL","turquoise",-0.209090909090909,0.537220935211323
"emp_Y25-64_ED0-2","brown",-0.217582417582418,0.454919373170033
"emp_YGE65","blue",-0.410989010989011,0.144332668124605
"emp_Y15-24","blue",-0.498901098901099,0.0693635273971549
"pop_YGE75","magenta",-0.507692307692308,0.0638391581337686
"pop_Y65-74","magenta",-0.52967032967033,0.0514165981378708
"emp_Y25-64","blue",-0.687912087912088,0.00654004249184191
"emp_TF","brown",-0.692307692307692,0.00607104874999004
"emp_Y15-24_NaceO-Q","turquoise",-0.761904761904762,0.0280049391530719
