"module","eigenvar","p.eigenvar","meanVarTS","p.meanVarTS"
"blue",0.428635387174729,1.81496951228099e-05,0.287203198638137,2.72004641033163e-14
"grey",0.346879894401629,0.000658356288161865,0.134313836986728,1.94400051611865e-12
"yellow",0.344127058451068,0.000731377502482588,0.34346675171424,7.11804870601185e-09
"magenta",0.215479593355458,0.0380476874773023,0.207213980201555,7.24348698288857e-06
"green",0.209913037193775,0.0434342988082083,0.121221964779048,0.00957723172888392
"red",0.121562290735163,0.245739584104445,0.0916919151650455,0.556836852625654
"brown",-0.0146821879786317,0.888910901396223,0.0308818796242413,0.829787123396152
"black",-0.477678120113424,1.28698062769095e-06,-0.431470107789746,2.30005159362889e-09
