"var","module","VS","p.VS"
"earn_OC8_P-S","blue",0.727161389281935,1.54130960108756e-16
"emp_Y25-64_NaceO-Q","blue",0.713828966615775,9.66571287164065e-16
"training","blue",0.693896528841569,1.24852132200382e-14
"emp_Y15-24_ED5-8","grey",0.628243499415754,1.57108481744992e-11
"earn_OC7_P-S","blue",0.605688398473264,1.25759605106898e-10
"emp_PT","magenta",0.602994291464853,1.59493134445396e-10
"emp_Y15-24_NaceG-I","brown",0.570293109989596,2.41202270890168e-09
"earn_OC5_B-F","blue",0.547925260859015,1.3119213802968e-08
"pop_Y0-14","grey",0.539047553319072,2.48411419527231e-08
"emp_Y15-24","brown",0.497677394597944,3.86656006046345e-07
"emp_Y15-24_NaceO-Q","brown",0.493537949656392,4.99062860528455e-07
"emp_YGE65","grey",0.479975066317937,1.12527674189687e-06
"emp_Y25-64_ED5-8","grey",0.461115767055515,3.29416339671339e-06
"pop_Y15-24","grey",0.454725318331002,4.67325291200318e-06
"emp_Y15-24_NaceF","brown",0.433367688757004,1.4307294911408e-05
"emp_Y25-64_NaceK","green",0.432022706402178,1.53135991430659e-05
"emp_Y15-24_ED3-4","brown",0.431219975466983,1.59454222950917e-05
"emp_Y25-64_NaceM_N","green",0.412527961248576,3.97332718541496e-05
"disp_income","magenta",0.408427372711656,4.81999573544108e-05
"earn_OC5_P-S","yellow",0.394121086482751,9.27510971670405e-05
"earn_OC8_G-N","yellow",0.391442087917929,0.000104502428898216
"earn_OC7_B-F","magenta",0.390931802477011,0.000106891772777207
"earn_OC9_B-F","yellow",0.376367405517461,0.000200679523355773
"earn_OC7_G-N","magenta",0.375665763036198,0.000206709972772393
"earn_OC2_B-F","magenta",0.367777600595333,0.000287035182939269
"emp_Y25-64","brown",0.364752025379934,0.000324834889890456
"earn_OC2_G-N","magenta",0.360880595035375,0.000379879605739275
"earn_OC3_B-F","magenta",0.357380534736618,0.00043689342656195
"earn_OC3_P-S","magenta",0.353383298782757,0.000511551011327601
"emp_Y25-64_NaceJ","green",0.35016776074563,0.000579906099562692
"earn_OC4_G-N","magenta",0.327890288630203,0.00133436681840752
"emp_Y25-64_NaceF","grey",0.322745811872215,0.00160364829204186
"GDP","green",0.319162019646181,0.00181934103952963
"earn_OC3_G-N","magenta",0.317663317918461,0.00191706732469125
"emp_Y15-24_ED0-2","grey",0.308402142382078,0.00263344599713624
"earn_OC9_G-N","yellow",0.307797799394036,0.00268764697345114
"earn_OC4_B-F","magenta",0.292951734740361,0.00437579382967326
"earn_OC9_P-S","magenta",0.292021474512305,0.0045077819758955
"earn_OC4_P-S","magenta",0.291808855578589,0.00453844242730205
"earn_OC5_G-N","yellow",0.286812310636262,0.00531452213464448
"emp_Y25-64_ED0-2","grey",0.264627953545798,0.0103671876272394
"emp_Y25-64_NaceR-U","grey",0.254245733255075,0.0139227013338745
"earn_OC2_P-S","red",0.25194280550683,0.0148414516799561
"earn_OC1_P-S","red",0.220964226864402,0.033298424225144
"earn_OC8_B-F","magenta",0.214883325360123,0.0385965624252182
"earn_OC1_G-N","magenta",0.132514750438527,0.205429009850578
"unemp_Y15-24","grey",0.0819716129739822,0.434726001768421
"earn_OC1_B-F","red",0.075150162121937,0.474032381890976
"pop_YGE75","grey",-0.0170799265909694,0.870914501649062
"pop_Y65-74","grey",-0.0453246536807975,0.666173650867605
"pop_Total","grey",-0.137621746168052,0.188343445461256
"emp_FT","grey",-0.163310293768075,0.117787541673726
"emp_Y25-64_NaceG-I","grey",-0.178752997958549,0.0864637417129397
"emp_Y15-24_NaceB-E","black",-0.205747736913479,0.047867049208382
"emp_Y25-64_ED3-4","black",-0.238157764283603,0.0215145274411829
"emp_Y25-64_NaceB-E","black",-0.364917405377873,0.000322655803268989
"unemp_YGE25","grey",-0.378919820680608,0.000180086632125781
"emp_Y25-64_NaceA","green",-0.482869176691309,9.48812755681577e-07
"pop_Y25-64","blue",-0.626992803038559,1.77094493591997e-11
