"var","module","VS","p.VS"
"emp_Y25-64_NaceO-Q","blue",0.683695112718355,4.27562214460882e-14
"training","blue",0.67741024551507,8.90671006536631e-14
"earn_OC8_P-S","blue",0.64343156376072,3.51191424748697e-12
"earn_OC7_P-S","blue",0.605199177108659,1.3132672591976e-10
"pop_Y0-14","grey",0.566918594458665,3.139546843429e-09
"emp_Y15-24_ED5-8","grey",0.546517369547962,1.45350437028304e-08
"earn_OC5_B-F","blue",0.48587877739616,7.93272174950776e-07
"emp_Y25-64_ED5-8","grey",0.477046007164789,1.33519686034272e-06
"earn_OC8_G-N","yellow",0.46205797721814,3.12674675552856e-06
"emp_PT","magenta",0.450626087243116,5.82695906807857e-06
"emp_Y15-24_NaceO-Q","brown",0.430253924524226,1.67381819056638e-05
"earn_OC5_P-S","yellow",0.428027870918646,1.87077119044287e-05
"earn_OC9_B-F","yellow",0.416898527977932,3.22500082179272e-05
"emp_Y15-24_NaceG-I","brown",0.407952804876111,4.92816643209188e-05
"earn_OC9_G-N","yellow",0.38127511830872,0.00016283491068489
"earn_OC7_B-F","magenta",0.380490356947516,0.000168405402093442
"earn_OC7_G-N","magenta",0.36817198164134,0.00028241835815666
"pop_Y15-24","grey",0.364342264764337,0.000330292473529826
"earn_OC2_B-F","magenta",0.360157903498133,0.000391058881260985
"emp_Y15-24_NaceF","brown",0.351492083334682,0.000550800239162407
"emp_Y15-24","brown",0.351149852332453,0.000558190710732506
"earn_OC5_G-N","yellow",0.350241373570189,0.000578251993439356
"earn_OC2_G-N","magenta",0.34296417932236,0.000764388876740886
"emp_YGE65","grey",0.338869858783626,0.000891735488821264
"earn_OC3_B-F","magenta",0.311312453924996,0.00238594337154274
"earn_OC3_P-S","magenta",0.309505124729495,0.00253705121938238
"emp_Y25-64_NaceM_N","green",0.305990905917553,0.00285572978441123
"emp_Y25-64","brown",0.302695784947101,0.00318671350512307
"disp_income","magenta",0.297575129253966,0.00376957031614382
"emp_Y25-64_NaceK","green",0.294804105722666,0.00412318880486544
"earn_OC3_G-N","magenta",0.294023923331193,0.00422795034747351
"emp_Y15-24_ED3-4","brown",0.286535597903045,0.00536075662164013
"earn_OC4_G-N","magenta",0.285534232241802,0.00553106867234851
"emp_Y25-64_NaceJ","green",0.284415467692885,0.00572701205723386
"earn_OC4_B-F","magenta",0.251616592813911,0.0149757508516151
"earn_OC9_P-S","magenta",0.249958383867209,0.0156748201793083
"emp_Y25-64_NaceF","grey",0.248021962329802,0.0165267516897587
"earn_OC8_B-F","magenta",0.229958859480155,0.0265918301200534
"GDP","green",0.223308091457078,0.0314266033052707
"earn_OC4_P-S","magenta",0.209055670495351,0.0443177147441604
"emp_Y15-24_ED0-2","grey",0.177004370920684,0.0896376705895827
"emp_Y25-64_NaceR-U","grey",0.170179412301641,0.102916772073116
"emp_Y25-64_ED0-2","grey",0.169026100732132,0.10530539909476
"earn_OC1_P-S","red",0.110603790635181,0.291223782794735
"earn_OC1_G-N","magenta",0.10727450001189,0.306079417484444
"unemp_Y15-24","grey",0.0692790785172677,0.509343150456629
"earn_OC2_P-S","red",0.032246557751302,0.758958683432663
"pop_YGE75","grey",0.0143196438181363,0.89163714159541
"earn_OC1_B-F","red",-0.00332929062329077,0.974733332084689
"pop_Y65-74","grey",-0.0535717589832668,0.610046860128451
"emp_FT","grey",-0.078516035477679,0.454401934104212
"emp_Y25-64_NaceG-I","grey",-0.138002173317406,0.187113275614972
"pop_Total","grey",-0.165083181494492,0.113799489665909
"unemp_YGE25","grey",-0.167089254361014,0.109413881059831
"emp_Y25-64_ED3-4","black",-0.19085381830817,0.0668742202817355
"emp_Y15-24_NaceB-E","black",-0.257522322247407,0.0127007717201013
"emp_Y25-64_NaceB-E","black",-0.321364163293638,0.00168389992356609
"emp_Y25-64_NaceA","green",-0.338857548458421,0.000892145933943209
"pop_Y25-64","blue",-0.640783401853619,4.58770300676543e-12
