"var","module","VS","p.VS"
"earn_OC8_P-S","blue",0.720466265467855,3.92684737109945e-16
"training","blue",0.705199209535178,3.00354712532052e-15
"earn_OC7_P-S","blue",0.687762069283686,2.63322226923572e-14
"earn_OC5_B-F","blue",0.66303953572724,4.46509359158377e-13
"emp_Y25-64_NaceO-Q","blue",0.648571749711991,2.07505526140619e-12
"earn_OC8_G-N","yellow",0.625535679725732,2.03470297126926e-11
"earn_OC9_B-F","yellow",0.602145483701512,1.71813548616922e-10
"earn_OC5_P-S","yellow",0.601905867824196,1.75453802740075e-10
"emp_PT","magenta",0.595300009743136,3.10630265936752e-10
"earn_OC7_B-F","magenta",0.579050199526298,1.20001074846636e-09
"earn_OC9_G-N","yellow",0.575216345489231,1.63313114518417e-09
"earn_OC3_P-S","magenta",0.556010211322772,7.2159887024367e-09
"earn_OC2_G-N","magenta",0.543327884659894,1.83017668898208e-08
"disp_income","magenta",0.541237286944664,2.12582223982691e-08
"earn_OC5_G-N","yellow",0.540531825049177,2.23548900917669e-08
"earn_OC3_B-F","magenta",0.539722770660254,2.36790527222702e-08
"earn_OC7_G-N","magenta",0.539384555835107,2.42545003633109e-08
"emp_Y15-24_ED5-8","grey",0.535050564839021,3.29162569142626e-08
"earn_OC4_G-N","magenta",0.527016690167455,5.73284667350724e-08
"earn_OC2_B-F","magenta",0.521308363532999,8.4298851379859e-08
"emp_Y25-64_ED5-8","grey",0.515525281301904,1.23697238262022e-07
"earn_OC4_B-F","magenta",0.514671699178757,1.30821870286357e-07
"earn_OC3_G-N","magenta",0.511257338236243,1.63418198201041e-07
"earn_OC9_P-S","magenta",0.491682564258527,5.58934232898427e-07
"earn_OC8_B-F","magenta",0.484788999788032,8.46572529118023e-07
"earn_OC4_P-S","magenta",0.47863271494005,1.21727613068705e-06
"emp_Y15-24_NaceG-I","brown",0.477321366292555,1.3139867603901e-06
"GDP","green",0.450210423285722,5.95784851817469e-06
"emp_Y25-64_NaceM_N","green",0.442366279508474,9.01156063506094e-06
"emp_Y25-64_NaceK","green",0.436580135527509,1.21490254519865e-05
"emp_Y15-24","brown",0.435930383728825,1.25592394735588e-05
"earn_OC1_P-S","red",0.4298248039297,1.71020432074026e-05
"emp_Y15-24_NaceF","brown",0.423236080038917,2.37067450464637e-05
"emp_Y15-24_NaceO-Q","brown",0.417661969687011,3.10864132608474e-05
"pop_Y0-14","grey",0.412574184310657,3.96462793854294e-05
"earn_OC1_G-N","magenta",0.37865759812731,0.000182108433943433
"emp_Y25-64","brown",0.371692499810217,0.000244134794934036
"earn_OC2_P-S","red",0.358511432442147,0.000417665848347331
"emp_Y15-24_ED3-4","brown",0.341109749556205,0.00081985526663656
"earn_OC1_B-F","red",0.340061009888763,0.00085282511761607
"emp_Y25-64_NaceJ","green",0.321589820037369,0.00167054956172359
"emp_Y25-64_NaceR-U","grey",0.321097487792944,0.00169980141732747
"pop_Y15-24","grey",0.291487051985097,0.00458520111113258
"emp_Y25-64_NaceF","grey",0.220043400624842,0.0340590391248402
"emp_Y15-24_ED0-2","grey",0.211846249694514,0.0414959386418064
"pop_YGE75","grey",0.156213672717891,0.134838307692361
"emp_YGE65","grey",0.146767301179145,0.160365067566614
"unemp_Y15-24","grey",0.0480119411589577,0.647662409371822
"pop_Y65-74","grey",0.0375733930624988,0.720664851334118
"emp_Y25-64_ED0-2","grey",0.0360979500666299,0.73120741543062
"emp_Y25-64_NaceG-I","grey",-0.0754858630867811,0.472054160771899
"pop_Total","grey",-0.116028470625438,0.268056058773519
"emp_Y25-64_ED3-4","black",-0.137931009508212,0.187342949959888
"emp_Y15-24_NaceB-E","black",-0.161352729764915,0.122315367276017
"unemp_YGE25","grey",-0.169264884291242,0.104807335543004
"emp_FT","grey",-0.260896811486897,0.0115409676303707
"emp_Y25-64_NaceB-E","black",-0.334060196316902,0.00106585993473964
"emp_Y25-64_NaceA","green",-0.475565301576992,1.45491470099239e-06
"pop_Y25-64","blue",-0.589269938368716,5.17420478457542e-10
