"var","module","VS","p.VS"
"training","blue",0.588332172898163,5.59625783390744e-10
"earn_OC8_G-N","yellow",0.477765375006644,1.28045581773349e-06
"emp_Y25-64_ED5-8","grey",0.43504696134957,1.31378539000794e-05
"emp_Y15-24_ED5-8","grey",0.427363972826583,1.9335870113904e-05
"earn_OC7_P-S","blue",0.414822653713987,3.56229550271908e-05
"pop_Y0-14","grey",0.399429452094933,7.30040458817691e-05
"emp_Y25-64_NaceR-U","grey",0.392385367165008,0.00010021563599805
"emp_Y25-64_ED0-2","grey",0.391296153718281,0.000105180636452982
"earn_OC8_P-S","blue",0.380815923710776,0.000166073368349965
"earn_OC9_G-N","yellow",0.356806463615585,0.000446961656547336
"unemp_Y15-24","grey",0.345417271469107,0.000696279009706793
"earn_OC5_B-F","blue",0.337737971807372,0.000930202375956427
"earn_OC5_G-N","yellow",0.316940413543826,0.00196587978705477
"earn_OC5_P-S","yellow",0.286089406261628,0.00543606100517784
"earn_OC9_B-F","yellow",0.279732100143518,0.00661571604951887
"emp_Y25-64_NaceO-Q","blue",0.27530686868709,0.00756530552979174
"emp_PT","magenta",0.262663286665204,0.0109715326163588
"emp_Y15-24_ED0-2","grey",0.25414697505622,0.0139610630046736
"disp_income","magenta",0.253501148535954,0.0142141973171725
"GDP","green",0.251682019596541,0.0149487310822422
"earn_OC7_G-N","magenta",0.245457928028491,0.0177161297805979
"earn_OC8_B-F","magenta",0.244883856907458,0.017992307788475
"earn_OC7_B-F","magenta",0.244416095253282,0.0182200759150408
"earn_OC3_P-S","magenta",0.242481262956466,0.019188773562129
"earn_OC2_B-F","magenta",0.202487641524478,0.0515917317337888
"earn_OC3_B-F","magenta",0.197767501195982,0.0574042335175315
"emp_Y25-64_NaceK","green",0.195500397320176,0.0603806176225064
"earn_OC4_G-N","magenta",0.193919098495721,0.0625301924610869
"earn_OC3_G-N","magenta",0.188922553553394,0.0697344326968771
"earn_OC2_G-N","magenta",0.188909152116717,0.0697546199349149
"emp_Y25-64_NaceM_N","green",0.181943455043816,0.080903259173209
"earn_OC1_G-N","magenta",0.172061872109711,0.0991092743379911
"emp_Y25-64_NaceJ","green",0.167192326987842,0.109192147509567
"earn_OC4_B-F","magenta",0.161547852270591,0.121858136790155
"earn_OC9_P-S","magenta",0.155987880720778,0.135410070332196
"earn_OC4_P-S","magenta",0.153202572689098,0.142615477624146
"unemp_YGE25","grey",0.152010571134709,0.145786082689075
"emp_Y15-24_NaceG-I","brown",0.125839878958582,0.229391608820427
"earn_OC1_P-S","red",0.105512145856589,0.314139707462136
"earn_OC2_P-S","red",0.105490883963217,0.314237781247827
"pop_Y15-24","grey",0.0882621314744217,0.400179373653174
"emp_Y15-24_NaceF","brown",0.076763203406947,0.464568097011208
"emp_Y15-24_NaceO-Q","brown",0.0728684671590386,0.487595935705014
"earn_OC1_B-F","red",0.0640727156753309,0.541752189187141
"emp_Y15-24","brown",0.0275994398650952,0.792851462930036
"pop_YGE75","grey",0.0140378617435982,0.893756943354498
"emp_Y25-64","brown",-0.00158440877467248,0.987974068318285
"emp_YGE65","grey",-0.014576397285725,0.889706288539606
"emp_Y25-64_NaceG-I","grey",-0.0159391522732052,0.879469048674241
"emp_Y25-64_NaceF","grey",-0.0478908898969159,0.648491779806996
"emp_Y15-24_ED3-4","brown",-0.116195302869542,0.2673638750832
"pop_Total","grey",-0.140769438267068,0.178340100829038
"emp_Y25-64_NaceA","green",-0.190208375053135,0.0678193642178625
"pop_Y65-74","grey",-0.229411827847411,0.0269640915876328
"pop_Y25-64","blue",-0.273796398988569,0.00791589532125763
"emp_FT","grey",-0.30178762067445,0.00328378517030169
"emp_Y15-24_NaceB-E","black",-0.409959845369748,4.48561546736493e-05
"emp_Y25-64_NaceB-E","black",-0.441481472776557,9.43612116473636e-06
"emp_Y25-64_ED3-4","black",-0.442969005222932,8.73270044154931e-06
