"var","module","VS","p.VS"
"pop_Y0-14","grey",0.65015746775653,1.76056772704757e-12
"emp_Y15-24_ED5-8","grey",0.573999992067271,1.79938421730954e-09
"pop_Y15-24","grey",0.376606557533836,0.000198661492245576
"emp_Y25-64_ED0-2","grey",0.322035781674023,0.00164444670742864
"emp_Y25-64_ED5-8","grey",0.28291211047663,0.00599999828514111
"training","blue",0.276207864522556,0.00736276087544022
"unemp_Y15-24","grey",0.253195968373584,0.0143351929495704
"earn_OC7_P-S","blue",0.20245164080302,0.0516341574031218
"emp_Y25-64_NaceO-Q","blue",0.190506795880334,0.0673810424209778
"earn_OC8_P-S","blue",0.16356469238062,0.117208743494871
"earn_OC8_G-N","yellow",0.0866910131395655,0.408652042890198
"emp_Y25-64_NaceK","green",0.0859792120500431,0.412524926972946
"emp_YGE65","grey",0.0700938836985408,0.504363020573623
"unemp_YGE25","grey",0.0580120797024962,0.580710388482944
"pop_Total","grey",0.0288705711594558,0.783539474301894
"emp_Y25-64_NaceA","green",0.0206834047138348,0.843994321297212
"earn_OC5_B-F","blue",0.0201903102071938,0.847668192487296
"emp_Y25-64_NaceR-U","grey",-0.00532732392356078,0.959580217588403
"emp_Y15-24_NaceG-I","brown",-0.0101847969624329,0.922811571677708
"emp_Y25-64_NaceJ","green",-0.0188389786218195,0.85775295216703
"earn_OC5_P-S","yellow",-0.0339369752644855,0.746738364404818
"earn_OC9_G-N","yellow",-0.0481231881329769,0.646900591064055
"emp_Y15-24","brown",-0.0572067865512602,0.585982369944926
"earn_OC9_B-F","yellow",-0.0748691690824894,0.475691658335983
"emp_Y25-64_NaceF","grey",-0.0760537435715319,0.468717959467983
"emp_Y15-24_NaceF","brown",-0.0771624468029543,0.462241661344282
"earn_OC5_G-N","yellow",-0.081367241075336,0.438131940112663
"emp_Y15-24_NaceO-Q","brown",-0.0850579625261056,0.417569042032694
"emp_PT","magenta",-0.0938518411367357,0.370888312421348
"earn_OC7_G-N","magenta",-0.0961183690373103,0.359394284079154
"earn_OC2_B-F","magenta",-0.103561747061355,0.323218607823736
"emp_FT","grey",-0.113923333754862,0.276894280306216
"earn_OC2_G-N","magenta",-0.12924117389659,0.216947448590647
"GDP","green",-0.148972256491435,0.154107403110548
"emp_Y25-64_NaceM_N","green",-0.173726238293369,0.0958357841285267
"earn_OC7_B-F","magenta",-0.185136101803396,0.075628542316249
"earn_OC3_P-S","magenta",-0.185919204849215,0.0743778336446689
"emp_Y15-24_ED3-4","brown",-0.195380975034812,0.0605408257436613
"emp_Y15-24_ED0-2","grey",-0.217628675304497,0.0361232869397147
"earn_OC3_G-N","magenta",-0.22102330484545,0.0332501168734651
"disp_income","magenta",-0.22840959291184,0.0276576071530213
"emp_Y25-64","brown",-0.23650334188386,0.0224662633590913
"emp_Y25-64_NaceG-I","grey",-0.245902016918636,0.0175049980563445
"earn_OC3_B-F","magenta",-0.250805723069333,0.0153141490535133
"earn_OC9_P-S","magenta",-0.251489025262603,0.015028555024239
"earn_OC8_B-F","magenta",-0.263280749971763,0.010778362340703
"earn_OC4_G-N","magenta",-0.271081661082038,0.00858209722280445
"earn_OC4_P-S","magenta",-0.273039418696585,0.00809691856418443
"earn_OC4_B-F","magenta",-0.297057393037379,0.00383350496488749
"pop_Y25-64","blue",-0.332498740484667,0.00112871414770938
"pop_YGE75","grey",-0.335047025581816,0.0010277961366553
"earn_OC2_P-S","red",-0.335160573773578,0.00102349668158465
"emp_Y25-64_NaceB-E","black",-0.358905219739776,0.000411155195188394
"emp_Y15-24_NaceB-E","black",-0.377581609823545,0.000190626239037239
"pop_Y65-74","grey",-0.395216533699186,8.83094115267506e-05
"earn_OC1_G-N","magenta",-0.420624223485561,2.69327295933729e-05
"earn_OC1_P-S","red",-0.429313655359361,1.75451276617991e-05
"earn_OC1_B-F","red",-0.489341515756184,6.44219829479224e-07
"emp_Y25-64_ED3-4","black",-0.498586969169387,3.65405856323804e-07
