"var","module","VS","p.VS"
"emp_Y25-64_NaceO-Q","blue",0.67913306201091,7.29680815389085e-14
"training","blue",0.662251964805244,4.86513038106533e-13
"earn_OC8_P-S","blue",0.653356622699426,1.2599778669727e-12
"earn_OC7_P-S","blue",0.597359396873916,2.60320579718001e-10
"pop_Y0-14","grey",0.557687529098279,6.36159448483278e-09
"earn_OC5_B-F","blue",0.52728829278733,5.62763518576378e-08
"emp_Y15-24_ED5-8","grey",0.525336997775375,6.42633824191271e-08
"emp_PT","magenta",0.459767022643493,3.54857875824823e-06
"earn_OC5_P-S","yellow",0.448375352064299,6.56947032350063e-06
"earn_OC8_G-N","yellow",0.445490142199629,7.65180598727218e-06
"emp_Y15-24_NaceO-Q","brown",0.43397390357361,1.3874305971815e-05
"earn_OC9_B-F","yellow",0.428133086029631,1.86099331434205e-05
"emp_Y25-64_ED5-8","grey",0.421119577051317,2.6290992653403e-05
"emp_Y15-24_NaceG-I","brown",0.416119982186794,3.34784313612822e-05
"earn_OC9_G-N","yellow",0.383000160289437,0.00015118399122385
"earn_OC7_B-F","magenta",0.380275239861693,0.000169962864149636
"pop_Y15-24","grey",0.373398679978541,0.000227357886948438
"emp_Y15-24","brown",0.36915657022189,0.000271189255300223
"emp_Y15-24_NaceF","brown",0.364153960939095,0.000332828670587675
"earn_OC5_G-N","yellow",0.361521375741339,0.000370213864423814
"earn_OC7_G-N","magenta",0.35982688740812,0.000396279608782928
"emp_YGE65","grey",0.351903608023963,0.000542032100363867
"earn_OC2_B-F","magenta",0.348331844931419,0.00062258722387831
"earn_OC2_G-N","magenta",0.341587706177366,0.000805218756385825
"earn_OC3_P-S","magenta",0.332669277094639,0.00112168917809121
"disp_income","magenta",0.327164906519406,0.00136966851369798
"emp_Y25-64_NaceK","green",0.321217660582499,0.00169261894358665
"earn_OC3_B-F","magenta",0.312610198987887,0.00228249110048304
"emp_Y25-64_NaceM_N","green",0.309549609065333,0.00253323097206957
"earn_OC3_G-N","magenta",0.305259783380275,0.00292638083972527
"emp_Y15-24_ED3-4","brown",0.301605108823534,0.00330361011401057
"earn_OC4_G-N","magenta",0.296901834169128,0.00385290311500125
"emp_Y25-64_NaceJ","green",0.294506868843194,0.00416282496892731
"emp_Y25-64","brown",0.286780192034676,0.00531987043507459
"earn_OC9_P-S","magenta",0.275056673765199,0.00762241397723477
"earn_OC4_B-F","magenta",0.263951699223714,0.0105718361511146
"earn_OC4_P-S","magenta",0.246525153992352,0.017212401398637
"emp_Y25-64_NaceF","grey",0.242948489500384,0.0189508853642217
"GDP","green",0.232501302135224,0.0249184444629241
"earn_OC8_B-F","magenta",0.230908383137551,0.0259560313927122
"emp_Y25-64_ED0-2","grey",0.195693199790215,0.060122697535076
"emp_Y15-24_ED0-2","grey",0.177392281016757,0.0889257313787642
"emp_Y25-64_NaceR-U","grey",0.165082200057015,0.11380166807714
"earn_OC1_P-S","red",0.155320464381397,0.137110907042348
"earn_OC1_G-N","magenta",0.116690710082206,0.265315567415136
"earn_OC2_P-S","red",0.0665888117973026,0.525964228870024
"unemp_Y15-24","grey",0.0548730119109556,0.601382756936736
"earn_OC1_B-F","red",0.031577019074443,0.763815499684067
"pop_YGE75","grey",0.0100626623563036,0.923734409839121
"pop_Y65-74","grey",-0.0120979353074655,0.908370177884549
"emp_FT","grey",-0.0959534549433286,0.360223095496041
"pop_Total","grey",-0.156806979159076,0.133344651639123
"emp_Y25-64_NaceG-I","grey",-0.162389766974833,0.119900331898598
"emp_Y25-64_ED3-4","black",-0.192270757565077,0.0648367366076511
"unemp_YGE25","grey",-0.211641424672637,0.0416978359589351
"emp_Y15-24_NaceB-E","black",-0.248597215116457,0.0162695891691546
"emp_Y25-64_NaceB-E","black",-0.321711964813628,0.00166336321248758
"emp_Y25-64_NaceA","green",-0.356924155703867,0.000444880348939815
"pop_Y25-64","blue",-0.663794608317516,4.1114905436356e-13
