"var","module","VS","p.VS"
"earn_OC3_P-S","magenta",0.870229007633588,1.00208217902235e-29
"earn_OC4_G-N","magenta",0.856721599961951,6.62081725979188e-28
"earn_OC4_B-F","magenta",0.851836797431707,2.71475602341024e-27
"earn_OC3_B-F","magenta",0.836484269101805,1.67943669802119e-25
"earn_OC2_G-N","magenta",0.827792490380787,1.44287375715249e-24
"earn_OC1_G-N","magenta",0.824522603505267,3.14199573144325e-24
"earn_OC3_G-N","magenta",0.812418254024874,4.89781519854379e-23
"earn_OC4_P-S","magenta",0.808803595633873,1.07049410664646e-22
"earn_OC7_B-F","magenta",0.790016884259589,4.84405440503261e-21
"earn_OC2_B-F","magenta",0.781527193170198,2.39327412093155e-20
"earn_OC8_B-F","magenta",0.772371643956148,1.23976254633647e-19
"earn_OC1_P-S","red",0.770017359872536,1.86929519101557e-19
"earn_OC9_P-S","magenta",0.744239138189342,1.24552986755643e-17
"earn_OC1_B-F","red",0.7180804261492,5.4443564271478e-16
"earn_OC7_G-N","magenta",0.701101043970417,5.07364224014964e-15
"disp_income","magenta",0.700580246065585,5.41974466770086e-15
"earn_OC5_P-S","yellow",0.679175287151316,7.2611171168049e-14
"earn_OC9_B-F","yellow",0.673943544743288,1.32491239322404e-13
"earn_OC9_G-N","yellow",0.671470357423129,1.75313580558944e-13
"emp_PT","magenta",0.652801041925229,1.33573164581073e-12
"earn_OC5_G-N","yellow",0.649449478014791,1.89484181811181e-12
"earn_OC8_G-N","yellow",0.623742598273525,2.41140171905928e-11
"earn_OC2_P-S","red",0.623076740148867,2.56769573399072e-11
"emp_Y15-24_NaceO-Q","brown",0.615235285360634,5.32028368771109e-11
"emp_Y15-24_ED0-2","grey",0.580014622244361,1.10980181968537e-09
"GDP","green",0.544601617636089,1.66975214062513e-08
"pop_YGE75","grey",0.491932298058993,5.50496487151298e-07
"emp_Y25-64_NaceM_N","green",0.483205913109652,9.30073171324219e-07
"emp_Y15-24_NaceF","brown",0.449186491347347,6.29217627016834e-06
"emp_Y25-64","brown",0.436377274309488,1.2275729978724e-05
"earn_OC8_P-S","blue",0.422239440006412,2.48925200314193e-05
"earn_OC7_P-S","blue",0.418098266050389,3.04391703614966e-05
"earn_OC5_B-F","blue",0.401497368486076,6.64301822899863e-05
"emp_Y15-24","brown",0.394951614887682,8.93650805005985e-05
"emp_Y25-64_ED3-4","black",0.3490427937105,0.000605729374794019
"emp_Y25-64_NaceK","green",0.301190997980771,0.00334899007535349
"emp_Y25-64_NaceO-Q","blue",0.296321005341335,0.00392610961561828
"emp_Y15-24_ED3-4","brown",0.290775858323363,0.00469006386663508
"emp_Y15-24_NaceG-I","brown",0.25286528000295,0.0144673094260777
"pop_Y65-74","grey",0.238109823422761,0.021541612719865
"emp_Y25-64_NaceG-I","grey",0.19362802795142,0.0629325678416387
"emp_Y25-64_NaceJ","green",0.188559080566053,0.0702836230893248
"emp_Y25-64_NaceF","grey",0.184502049105814,0.076653517773305
"emp_Y25-64_NaceR-U","grey",0.170375612805808,0.102514671721882
"emp_Y25-64_ED5-8","grey",0.161376365205213,0.1222599122809
"training","blue",0.153862142849147,0.140883605607865
"emp_Y15-24_NaceB-E","black",0.153623686641242,0.141507889509963
"emp_YGE65","grey",0.126405555611853,0.227288093589845
"emp_Y25-64_NaceB-E","black",0.0232374972122503,0.825019760403718
"emp_Y15-24_ED5-8","grey",-0.0247765335267091,0.813633755905756
"emp_FT","grey",-0.116693882227764,0.265302486226052
"pop_Total","grey",-0.180618755496691,0.0831763140354393
"pop_Y25-64","blue",-0.189094851342875,0.0694753120057458
"pop_Y15-24","grey",-0.192459318357029,0.064569434414308
"emp_Y25-64_ED0-2","grey",-0.216459183057995,0.0371601348989883
"unemp_YGE25","grey",-0.234876528550629,0.0234369820260527
"pop_Y0-14","grey",-0.251107290730072,0.0151875312886268
"emp_Y25-64_NaceA","green",-0.357274043485006,0.000438745228024186
"unemp_Y15-24","grey",-0.416018484862477,3.36417601422293e-05
