"var","module","VS","p.VS"
"pop_Y25-64","blue",0.316204705775255,0.00201670595087861
"emp_Y25-64_NaceA","green",0.256369932377365,0.0131194436912063
"unemp_Y15-24","grey",0.155210757015794,0.137392028104151
"emp_Y25-64_ED0-2","grey",0.151930256483211,0.146001604444602
"emp_Y25-64_ED5-8","grey",0.150970902093696,0.148594571911309
"emp_YGE65","grey",0.148454348269395,0.155560566783356
"emp_Y15-24_ED5-8","grey",0.143752824323704,0.169223129877812
"pop_Y15-24","grey",0.120758733780154,0.248898055629634
"unemp_YGE25","grey",0.0673503829754821,0.521231556115654
"emp_Y15-24_ED0-2","grey",0.0584281365952083,0.577995190388881
"pop_Y0-14","grey",0.0444900598137408,0.67196431248069
"emp_Y25-64_NaceJ","green",0.0201627540190488,0.847873600647194
"emp_Y25-64_NaceG-I","grey",0.0176356318634994,0.866752636443166
"emp_FT","grey",-0.0105828781093332,0.919804421688417
"emp_Y25-64_NaceK","green",-0.0110369773743993,0.916375483469605
"emp_Y15-24_NaceG-I","brown",-0.0376365892624756,0.720214439747379
"emp_Y25-64_NaceR-U","grey",-0.0955046704552306,0.362484527272737
"GDP","green",-0.106428028675315,0.309933853115407
"emp_Y15-24","brown",-0.117030775844037,0.263915702146599
"earn_OC8_P-S","blue",-0.148994561149643,0.154045048631653
"earn_OC2_P-S","red",-0.157576898460148,0.131425184721568
"emp_Y25-64_NaceM_N","green",-0.159833901028765,0.125919636027575
"earn_OC8_G-N","yellow",-0.160739429991341,0.12376109960532
"emp_Y25-64_NaceF","grey",-0.162622757329395,0.119362834436727
"emp_PT","magenta",-0.170855020807621,0.10153732640803
"earn_OC7_P-S","blue",-0.171248939673669,0.100739737082146
"emp_Y25-64_NaceB-E","black",-0.172417909601639,0.0984017395789239
"earn_OC4_P-S","magenta",-0.194834531832386,0.0612783186778795
"emp_Y15-24_NaceB-E","black",-0.197454630537393,0.057807707411648
"emp_Y15-24_ED3-4","brown",-0.208486351467382,0.0449125299583045
"training","blue",-0.210069997432087,0.0432741646395174
"earn_OC9_P-S","magenta",-0.216415044614284,0.0371997500488791
"emp_Y15-24_NaceF","brown",-0.217871080854058,0.0359114377881619
"emp_Y25-64","brown",-0.22203807647946,0.032429512813868
"earn_OC8_B-F","magenta",-0.233311998795226,0.0244040812699863
"emp_Y15-24_NaceO-Q","brown",-0.233555370812189,0.024251445940583
"pop_Total","grey",-0.239598758781278,0.0207139047999311
"earn_OC3_P-S","magenta",-0.239923195662814,0.020537211527534
"earn_OC5_P-S","yellow",-0.249591506343888,0.0158332475420006
"earn_OC7_G-N","magenta",-0.257226761040623,0.012807027107649
"emp_Y25-64_NaceO-Q","blue",-0.264871750980054,0.0102942642808837
"emp_Y25-64_ED3-4","black",-0.272838889386726,0.00814547925483286
"earn_OC3_B-F","magenta",-0.274224397784727,0.00781512973281125
"earn_OC5_B-F","blue",-0.27778599049227,0.00701950246793289
"earn_OC4_G-N","magenta",-0.285358231994277,0.00556149392612193
"earn_OC7_B-F","magenta",-0.295312676480554,0.00405615198076949
"earn_OC4_B-F","magenta",-0.301200347854566,0.00334795934958749
"pop_Y65-74","grey",-0.303043562744101,0.00315022664396705
"earn_OC9_G-N","yellow",-0.307330296299085,0.00273026075769227
"earn_OC5_G-N","yellow",-0.315957920758711,0.00203401875752203
"earn_OC1_G-N","magenta",-0.328880689733067,0.00128750034755832
"earn_OC1_P-S","red",-0.329934866910131,0.00123926172659684
"earn_OC3_G-N","magenta",-0.333850382139227,0.0010741163310845
"earn_OC9_B-F","yellow",-0.368412333872972,0.000279638328593813
"pop_YGE75","grey",-0.372686695457928,0.000234225093680419
"earn_OC1_B-F","red",-0.379646850645683,0.000174589067961825
"earn_OC2_B-F","magenta",-0.38098644605317,0.00016486387272995
"earn_OC2_G-N","magenta",-0.384545583490005,0.000141406471557115
"disp_income","magenta",-0.388993473359161,0.000116437298469216
