"module","eigenvar","p.eigenvar","meanVarTS","p.meanVarTS"
"blue",0.742615203274763,1.59562890724008e-17,0.472628148559539,0
"yellow",0.558303919585384,6.07263681508603e-09,0.58906704035797,0
"magenta",0.530646280949007,4.46974937840532e-08,0.520136592461433,0
"red",0.447603424676756,6.84399980615638e-06,0.376132415420203,7.15700110287543e-09
"brown",0.423699574354041,2.3173486009395e-05,0.411158674852288,0
"green",0.365964848428738,0.000309163954033938,0.235036271356416,0
"grey",0.12460620133434,0.234026293423126,0.144413278077734,8.88178419700125e-16
"black",-0.224230678403224,0.0307145691892709,-0.211114645196676,0.00261628737770825
