"var","module","VS","p.VS"
"training","turquoise",0.609770702064295,0
"emp_TP","blue",0.606877406099652,0
"pop_Y0-14","greenyellow",0.507909581296097,0
"emp_Y15-24","blue",0.506799318141253,0
"unemp_Y15-24","red",0.48420381858394,2.22044604925031e-16
"pop_YGE75","magenta",0.482603427238949,1.11022302462516e-16
"emp_Y25-64_ED3-4","brown",0.482515501401496,1.11022302462516e-16
"pop_Y65-74","magenta",0.465313636835895,3.77475828372553e-15
"emp_Y25-64","blue",0.463596325898122,5.32907051820075e-15
"pop_Y25-64","turquoise",0.463375217147584,5.55111512312578e-15
"emp_Y15-24_NaceO-Q","turquoise",0.453078811615581,4.84168261039031e-13
"emp_Y25-64_NaceR-U","yellow",0.450562075894733,6.96109836439973e-14
"pop_Y15-24","greenyellow",0.449998641082191,7.76045894212984e-14
"emp_Y25-64_NaceA","green",0.447456264797305,9.12492303939416e-13
"emp_Y25-64_NaceO-Q","turquoise",0.444358396781537,2.28261853862932e-13
"emp_Y15-24_NaceB-E","yellow",0.442954383662458,1.15740750317173e-12
"emp_Y25-64_NaceM_N","green",0.431910424125886,2.31403785022621e-12
"emp_Y25-64_ED0-2","brown",0.429655631807492,3.48632234192792e-12
"emp_Y25-64_NaceG-I","turquoise",0.418601564090664,2.49025244869472e-11
"unemp_YGE25","blue",0.402465184937741,3.85894427523681e-10
"emp_Y15-24_ED5-8","purple",0.402105993923148,6.08474926000468e-09
"emp_Y15-24_NaceM_N","green",0.402043088495101,2.23275383737231e-08
"emp_YGE65","blue",0.400259974234036,5.54510215522441e-10
"emp_Y25-64_ED5-8","purple",0.398552053811511,7.32792382329706e-10
"emp_Y25-64_NaceK","pink",0.398308024662514,7.62461649372881e-10
"pop_Total","grey",0.391447657596995,2.29334995438535e-09
"emp_Y25-64_NaceB-E","yellow",0.385591815314753,5.74108482975788e-09
"emp_Y15-24_ED3-4","tan",0.385291811192478,6.01408622902255e-09
"emp_Y15-24_ED0-2","tan",0.380439753910842,1.26532493371911e-08
"emp_Y25-64_NaceF","brown",0.379366608878466,1.48872298932901e-08
"emp_TF","brown",0.370545021040324,5.51786749625194e-08
"emp_Y15-24_NaceF","red",0.357620806678304,4.36908732404095e-06
"emp_Y25-64_NaceL","turquoise",0.354563586383047,1.33395242447598e-05
"emp_Y15-24_NaceG-I","red",0.353092585162613,6.40592011214025e-07
"emp_Y25-64_NaceJ","pink",0.322982000001954,2.82397808012425e-05
"GDP","black",0,1
"disp_income","black",0,1
