"var","module","VS","p.VS"
"earn_OC8_P-S","blue",0.648721579523899,2.04316492882509e-12
"training","blue",0.645176946053909,2.94059935633073e-12
"emp_Y25-64_NaceO-Q","blue",0.641503515846122,4.2672580204383e-12
"earn_OC7_P-S","blue",0.617408960966096,4.3561953521335e-11
"emp_Y15-24_ED5-8","grey",0.611098272797635,7.75113094267205e-11
"pop_Y0-14","grey",0.598969569698764,2.26533191511001e-10
"earn_OC5_B-F","blue",0.472980652813125,1.68855937651451e-06
"emp_PT","magenta",0.427251895355309,1.94438430990488e-05
"pop_Y15-24","grey",0.421479178267866,2.58341130736005e-05
"emp_Y25-64_ED5-8","grey",0.414915516303411,3.5465287351096e-05
"earn_OC8_G-N","yellow",0.397826448835937,7.85108571825022e-05
"emp_Y25-64_NaceK","green",0.397391906266755,8.00688216906416e-05
"emp_Y15-24_NaceO-Q","brown",0.396623359065572,8.28948524697435e-05
"earn_OC5_P-S","yellow",0.387244060783335,0.000125725163851399
"emp_Y15-24_NaceG-I","brown",0.383120779789619,0.000150398912510196
"earn_OC9_B-F","yellow",0.360657297091627,0.000383302029874859
"earn_OC2_B-F","magenta",0.344010843975173,0.0007346169912794
"earn_OC3_P-S","magenta",0.335544933533091,0.00100906425416004
"emp_Y15-24","brown",0.332976780634008,0.00110912246230467
"earn_OC2_G-N","magenta",0.331973651256984,0.00115059621100982
"earn_OC9_G-N","yellow",0.325033887422416,0.00147833161527447
"disp_income","magenta",0.316873144450891,0.00197047855181348
"earn_OC7_B-F","magenta",0.309909395733752,0.00250252267948511
"earn_OC7_G-N","magenta",0.304344724263394,0.0030170144887363
"earn_OC5_G-N","yellow",0.295260516991272,0.00406298228382251
"earn_OC3_B-F","magenta",0.275165870014982,0.00759744273100026
"emp_Y25-64_NaceM_N","green",0.261553344427631,0.0113263876396698
"emp_Y15-24_NaceF","brown",0.261475173860863,0.0113517527262494
"emp_YGE65","grey",0.253639456935449,0.0141596542191023
"earn_OC3_G-N","magenta",0.249554112862952,0.0158494725257114
"emp_Y25-64_NaceJ","green",0.24551107833646,0.0176907456449148
"earn_OC4_G-N","magenta",0.24444127369147,0.0182077528113188
"emp_Y25-64_NaceF","grey",0.234202089317556,0.0238497932087776
"emp_Y15-24_ED3-4","brown",0.230405150589074,0.0262913658832508
"emp_Y25-64_ED0-2","grey",0.22979899964043,0.0267001624383095
"earn_OC4_B-F","magenta",0.208238934418737,0.0451730832013091
"emp_Y25-64_NaceR-U","grey",0.196776843147747,0.0586897253035318
"GDP","green",0.195580118975138,0.0602738614125464
"emp_Y25-64","brown",0.193096796317606,0.0636723668822902
"earn_OC4_P-S","magenta",0.180970726023162,0.0825674614165516
"earn_OC9_P-S","magenta",0.177736557989108,0.0882976322863931
"earn_OC8_B-F","magenta",0.153765665501415,0.14113593427858
"emp_Y15-24_ED0-2","grey",0.107980881766182,0.302886907529008
"earn_OC1_P-S","red",0.107155596775344,0.306618952668708
"earn_OC2_P-S","red",0.0793322394235571,0.449710488492942
"unemp_Y15-24","grey",0.0741349650367171,0.480041911317892
"earn_OC1_G-N","magenta",0.0632803024898338,0.546772121859833
"earn_OC1_B-F","red",-0.0482984946850253,0.645700831804033
"pop_YGE75","grey",-0.0851387231792244,0.417125429428596
"pop_Y65-74","grey",-0.128581665677775,0.219322240240633
"pop_Total","grey",-0.13181627607033,0.207849215912179
"emp_FT","grey",-0.143137412444273,0.17107504962567
"emp_Y25-64_NaceG-I","grey",-0.147198383156094,0.159127036816301
"unemp_YGE25","grey",-0.174029847195913,0.0952479289309484
"emp_Y25-64_ED3-4","black",-0.257824419610962,0.0125929603124568
"emp_Y15-24_NaceB-E","black",-0.265687919040018,0.0100533935592
"emp_Y25-64_NaceB-E","black",-0.359709099326728,0.00039815273501453
"emp_Y25-64_NaceA","green",-0.382306172647355,0.000155775149906316
"pop_Y25-64","blue",-0.61014904430369,8.44365924328466e-11
