"","MEgreen","MEbrown","MEyellow","MEpurple","MEblack","MEpink","MEgreenyellow","MEblue","MEturquoise","MEmagenta","MEred","MEtan","MEgrey"
"PL1",0.078817637954519,0.121982325391741,0.0684410356800188,0.026332640522754,-0.0327900553632725,0.0772133119165142,-0.00512796031048332,0.0112252890200882,-0.104202498250652,-0.103167077364482,-0.0422403864401217,-0.137260941656655,0.0699522501083229
"PL2",0.0530451199958977,0.118114064699781,0.18795083987944,-0.0264533453936943,-0.0806937596927638,-0.0612855076831617,0.0135208326204793,-0.0670099850446417,-0.12426680882359,-0.12422875637341,-0.0261889426499756,-0.171510167121162,0.0720543052887824
"PL3",0.227317060762033,0.0910038807361766,0.100167572840446,-0.0340664662584213,-0.12515083085726,-0.1166590128324,0.0657164634228016,-0.056452827938078,-0.0820494567381717,-0.125440069838613,-0.0328127458351131,-0.14824312177438,0.0366239438954589
"PL4",0.108093027462569,0.101233987955123,0.192232944594572,-0.0620748193319275,-0.0865793076928171,-0.102004374893566,0.0461567961165969,-0.0917017214695459,-0.130475258308148,-0.179903622699939,-0.063522201403397,-0.121288392183764,0.0223389083039341
"PL5",0.0417258413753862,0.111042345258357,0.175443930083058,-0.00420823603601622,-0.0796535945268219,-0.0400637153991979,-0.0275014559546855,-0.0922763598116178,-0.12900577157396,-0.126225437107949,-0.0590929411800447,-0.120280249189863,-0.0443649416410869
"PL6",0.117465777616389,0.102119577542403,0.155573592480104,-0.0574146804778536,-0.105714665025097,-0.0883758314255761,0.0661038955922362,-0.0867252149296047,-0.107818134190106,-0.181934900028772,-0.0425508326578227,-0.12089622811173,0.0111742903200934
"PT1",0.0322520947943192,-0.167067327148244,0.0329857083869165,-0.0619465298573552,-0.0541688118610216,-0.0333777226365003,-0.0605930646603486,-0.0132201521811497,-0.0372498015559237,0.0584878053809802,-0.00879223608328835,0.0998886966200497,0.131332746161078
"RO1",0.245528504004074,0.0778393933702959,0.219504622719916,-0.162151331604656,-0.128372643024238,-0.111509539699716,0.0314357238317767,-0.0407702744628999,-0.133179991744499,-0.101878710562445,-0.131376165512748,0.0270980977476475,-0.0121693547821168
"RO2",0.481008602153193,0.0137953654540295,0.00548474371665481,-0.20082266796077,-0.148272686189866,-0.156049689943096,0.057988528412047,0.0451047731505609,-0.08207844215918,-0.0736438964670034,-0.133617764968703,0.144962680584905,0.0119811948723157
"RO3",0.110740818294595,0.0942627514270976,0.0279320287057943,-0.0572124623732894,-0.066798792694913,-0.00888229273129548,-0.0619125397025569,-0.0116188450180215,-0.150209927027125,-0.0744034651405079,-0.0282812118312334,0.00486862990647198,2.32635834041139e-05
"RO4",0.384792220630373,0.0276789997667456,0.172817798269066,-0.112131319530109,-0.127144079857423,-0.140031411187458,-0.0246105354086585,-0.00141954647840105,-0.125276131601458,-0.0452589081873414,-0.129566130201208,0.0363165092176202,-0.0437459772007489
"SE1",-0.15087332291559,0.0142999863046251,-0.104007017310977,0.0497447975537452,0.0837833989638395,0.146869678693309,0.106926418002277,0.130601441353996,0.198498414746849,-0.029444040780971,0.00744625967906897,-0.0296904623189221,-0.0461371710148768
"SE2",-0.0733225554084624,0.00878358062004056,-0.0319611693268948,0.00166380060865771,0.0207743759682547,-0.0364796605362901,0.0931501492926821,0.121461246428278,0.216329087567206,0.0554921115074038,0.0211572060234721,-0.038198547835471,-0.0346008569491716
"SE3",-0.00346227546058555,0.0595831162624953,-0.0293764800034663,-0.0586745080336746,0.00666568180224282,-0.0529709317425447,0.0546090791857156,0.0957466914700343,0.231519895545648,0.157252922886867,0.00710317020759095,-0.0628361849207363,-0.105583439261765
"SI0",0.0370284129574805,0.0532046096993233,0.129288285116715,-0.0630984669310548,-0.0528967080283464,0.0191661431133735,-0.0738192091061711,-0.0238651421935436,-0.0658273544474864,-0.040353444012616,-0.0661173039635984,-0.089001039007635,-0.0954033931522519
"SK0",0.0284208935789791,0.201821855098448,0.181120834050773,-0.138688605327032,-0.0662407163610099,-0.0454340101809105,0.0442613606373844,-0.0939429658547546,-0.105694412914884,-0.182575042123487,-0.0247058847680002,-0.208663503971184,0.00140506923328858
"UKC",-0.0505866909287782,0.00160542976537493,-0.0493068953506867,0.0334951000953307,-0.0395709111942551,-0.0319622301861653,0.106016181091995,0.0617046149520023,0.128947069024127,0.0053530330637601,0.0313632413666068,-0.0727388492604643,-0.0794248189108906
"UKD",-0.0694903914896478,-0.00435083011074947,-0.0475119934356635,0.0605243040259674,-0.0176340783626028,0.0286119923543439,0.121952838594604,0.0898751034819652,0.10907940612472,-0.0244311862834672,-0.00860986555701848,-0.0685789912247121,0.0505888782032229
"UKE",-0.0539337409182311,-0.00646521030310734,-0.0280046194396656,0.0423876600844609,-0.0266219103619097,0.00739540892625748,0.147707954835081,0.0941020460972183,0.0987033384878348,-0.0296259687969886,0.0153368786598651,-0.0472917801315246,-0.000303907457367511
"UKF",-0.0685492798700084,-0.0132860862137913,-0.011720364336518,0.0445485660716207,-0.0177718180288996,-0.0249251579430968,0.117146214438423,0.128546023541117,0.103723973354562,-0.00106577191328043,-0.0154055959303612,-0.0650961801965726,-0.021736323106109
"UKG",-0.0599419110448301,-0.0201060562264037,-0.0126176656137729,0.0296297863290001,-0.0227296113620197,0.00100742809020524,0.14580300218278,0.0927348938418711,0.10339104960699,-0.0209711773098573,0.0160503911758205,-0.0526180931153093,0.00934980245672528
"UKH",-0.0911011475882498,0.0128900624781587,-0.087030527277522,0.0456976224575523,0.0178604899698741,0.107137652540597,0.0773702659366175,0.146569971260443,0.0978567964905235,0.0131816998158414,-0.0188287908617164,-0.0624833629819309,0.0177316486564901
"UKI",-0.174414394295124,-0.0030667181588674,-0.18037395938675,0.290451144718937,0.172878821624988,0.344876910975636,0.142775293097403,0.106546378348507,0.0358553278499216,-0.271236561138435,-0.0286214659256287,-0.0349061542023507,0.0897438184390721
"UKJ",-0.118257250725253,0.016631873547746,-0.100043140283049,0.121692061655063,0.0536052084676565,0.173360718599902,0.0956164584069955,0.161172623566022,0.115589699865646,-0.00243476473570907,-0.00162238687099108,-0.0493345950564188,0.0998737991264879
"UKK",-0.0913797312812105,0.00290967403104554,-0.0787778052254695,0.0755018064752596,0.00694827880355229,0.0669068174350839,0.0596472332739141,0.150594898986542,0.142590290154269,0.0946145566178047,0.00932340873167258,-0.101132207196625,0.000849703749897265
"UKL",-0.0348905237053308,-0.00391229070463708,-0.0589055894285115,0.0367811515811036,-0.0394767121938186,-0.0277159788140093,0.109603774725842,0.0883764402519708,0.160175836058666,0.0465687819852214,0.00143358176325992,-0.0865985747965123,-0.0655649498491532
"UKM",-0.071271734263368,-0.0230411975366609,-0.0545286624337455,0.179986062586607,0.00715488830299751,0.0289701232657075,0.0690621109273708,0.115111935714663,0.0760046626915615,-0.0179176470277657,0.033939370160784,-0.0374377824825206,-0.000859792351477988
"UKN",0.00171987601391121,-0.0122334833894015,-0.0398411790900606,0.0527466818375161,-0.0409625431946549,-0.0225869124758275,0.184591455909687,0.0651015780360862,0.0965997386447475,-0.115526851626052,-0.000521983249789415,-0.0161216913587141,-0.101861688322043
