"var","module","VS","p.VS"
"earn_OC7_P-S","blue",0.93029490616622,2.07154690123868e-41
"emp_Y15-24_ED5-8","grey",0.872892300315194,4.14925880086167e-30
"emp_Y15-24_NaceO-Q","brown",0.829430298751384,9.7109281572317e-25
"pop_Y15-24","grey",0.827969391135793,1.3827427904448e-24
"emp_Y15-24_NaceG-I","brown",0.81043849974871,7.53167907338221e-23
"pop_Y0-14","grey",0.804960096190246,2.41459360711176e-22
"emp_Y15-24","brown",0.799481692631783,7.46510595175061e-22
"emp_Y25-64_NaceO-Q","blue",0.78487261647588,1.28630922445757e-20
"earn_OC8_P-S","blue",0.742627345844504,1.59268722950953e-17
"emp_YGE65","grey",0.734836530641913,5.09659241400471e-17
"emp_Y25-64_ED5-8","grey",0.718401319966522,5.21129460048974e-16
"training","blue",0.716091810799254,7.13041939586228e-16
"emp_Y25-64","brown",0.714749050927546,8.54412389541604e-16
"emp_Y25-64_NaceF","grey",0.703061790002824,3.95245934506222e-15
"emp_Y15-24_NaceF","brown",0.702699846254797,4.13955287071677e-15
"earn_OC2_B-F","magenta",0.695669137729224,1.00285886527509e-14
"earn_OC7_G-N","magenta",0.695669137729224,1.00285886527509e-14
"emp_Y15-24_ED3-4","brown",0.660695469150706,5.75987512088593e-13
"emp_PT","magenta",0.646086392994803,2.67954540388273e-12
"emp_Y25-64_NaceK","green",0.59239803812186,3.97611523861054e-10
"earn_OC2_G-N","magenta",0.581413241837376,9.90442004307162e-10
"earn_OC3_B-F","magenta",0.531798673429575,4.1276180376206e-08
"earn_OC7_B-F","magenta",0.531798673429575,4.1276180376206e-08
"emp_FT","grey",0.473699294355149,1.62026436873127e-06
"emp_Y25-64_NaceJ","green",0.445576822755036,7.61698071082263e-06
"emp_Y25-64_NaceM_N","green",0.437176603965392,1.1783550518317e-05
"emp_Y15-24_NaceB-E","black",0.240972818680447,0.0199743981117931
"emp_Y25-64_ED3-4","black",0.215849100203464,0.0377108373288459
"emp_Y15-24_ED0-2","grey",0.196492074296893,0.0590635644990252
"disp_income","magenta",0.173206399028841,0.096848937566692
"GDP","green",0.075079801448384,0.4744475709947
"earn_OC8_G-N","yellow",0.0074131876706984,0.943776387707156
"earn_OC3_P-S","magenta",0.00273117440499415,0.97927144407322
"emp_Y25-64_NaceB-E","black",-0.0719497000678215,0.493115153923658
"earn_OC1_P-S","red",-0.0870074131876707,0.406937379253266
"earn_OC2_P-S","red",-0.0870074131876707,0.406937379253266
"emp_Y25-64_NaceG-I","grey",-0.104454894514705,0.319040427814605
"earn_OC5_B-F","blue",-0.142091152815013,0.174257677217111
"pop_Y65-74","grey",-0.209640242837206,0.0437137805944005
"earn_OC4_B-F","magenta",-0.240733515411627,0.020101535020021
"earn_OC9_B-F","yellow",-0.240733515411627,0.020101535020021
"earn_OC3_G-N","magenta",-0.240733515411627,0.020101535020021
"earn_OC4_G-N","magenta",-0.240733515411627,0.020101535020021
"earn_OC4_P-S","magenta",-0.240733515411627,0.020101535020021
"earn_OC5_P-S","yellow",-0.240733515411627,0.020101535020021
"earn_OC9_P-S","magenta",-0.240733515411627,0.020101535020021
"emp_Y25-64_NaceR-U","grey",-0.25711974034389,0.012845691766764
"unemp_Y15-24","grey",-0.481003832433101,1.0592642509566e-06
"emp_Y25-64_NaceA","green",-0.510221984744907,1.74739458532817e-07
"pop_Y25-64","blue",-0.511682892360497,1.58970140373897e-07
"pop_Total","grey",-0.573771466023084,1.83237756774052e-09
"pop_YGE75","grey",-0.590206676698475,4.78319438630432e-10
"unemp_YGE25","grey",-0.610659383316739,8.06425913799555e-11
"emp_Y25-64_ED0-2","grey",-0.737393118969196,3.49528460328415e-17
"earn_OC1_G-N","magenta",-0.775263363246196,7.43614307181016e-20
"earn_OC1_B-F","red",-0.928989465470152,4.67920811754187e-41
"earn_OC8_B-F","magenta",-0.928989465470152,4.67920811754187e-41
"earn_OC5_G-N","yellow",-0.928989465470152,4.67920811754187e-41
"earn_OC9_G-N","yellow",-0.928989465470152,4.67920811754187e-41
