"","Estimate","Uncond. variance","Nb models","Importance","+/- (alpha=0.05)"
"rooms_pp",0.000953170123577662,8.28777328858678e-05,2,0.0132188507932843,0.018928350075614
"pop_Total",-4.1343178132229e-11,1.90054761886902e-20,2,0.015021851854426,2.86637631144086e-10
"emp_YGE65",0.00070872277784366,3.97760978439666e-06,3,0.021751618756714,0.0041467219531471
"emp_Y15_24_ED3_4",-0.00016857636772389,2.26929509419114e-07,3,0.0221799379588182,0.000990465414907045
"emp_Y15_24_NaceF",-0.000746661965140159,5.96733700785774e-06,3,0.0224199567293049,0.0050790689791875
"emp_Y25_64_ED3_4",-0.000134458475357593,2.21585071313852e-07,4,0.0233896907683489,0.000978732651646591
"emp_Y15_24_NaceB_E",6.37273167387915e-05,3.62208092608431e-07,4,0.0234364066687353,0.00125133301459396
"emp_Y15_24_NaceO_Q",-0.000534711448961155,2.50199523142699e-06,3,0.0266987620636529,0.00328879699624625
"pop_Y65_74",0.000206365939196594,4.46980338521195e-05,5,0.0274960777554943,0.0139007437767555
"unemp_YGE25",-0.00114829483805276,9.14729017997801e-06,4,0.0295785290630945,0.00628839851583761
"pop_YGE75",0.00387898267471603,8.88865921437305e-05,2,0.0316724876383858,0.0196025222858636
"ARPR",0.00137119774271206,1.22559951329053e-05,4,0.0346504417995173,0.00727893964283316
"ARPR_socexcl",0.00141193905013919,1.04191884343559e-05,5,0.0395366567689832,0.00671136369897286
"emp_TP",0.000457795248172531,4.55545583406953e-06,5,0.0415557382036417,0.00443771848535943
"emp_Y25_64_NaceJ",-0.0149378824218617,0.0011998278864663,5,0.0492938163002317,0.0720200310230013
"emp_Y15_24_NaceR_U",0.00010001270607751,4.56740315937827e-05,6,0.0526897827995931,0.0140516881300917
"pop_Y25_64",-0.0109042081427653,0.000507544330709067,8,0.0735635887948483,0.0468415026794147
"emp_Y25_64_NaceM_N",-0.0190412102055514,0.00137602509241107,6,0.102952242204862,0.0771271005297991
"emp_Y25_64_NaceO_Q",-0.0162938645675414,0.000858674036765551,13,0.14974571783918,0.0609267474483069
"emp_Y25_64_ED5_8",-0.0111886948608201,0.000386295605709254,13,0.158631999758821,0.0408652078551774
"emp_Y25_64_NaceF",-0.0685547227169505,0.0145253183245258,14,0.162415333721324,0.250585915747758
"emp_Y25_64_NaceR_U",-0.059954729034636,0.0107078825246928,14,0.167743371660064,0.215152118766761
"emp_Y15_24_NaceG_I",0.0126604022389824,0.000486584319180736,15,0.174320794098828,0.0458641007575746
"emp_Y15_24_ED5_8",0.0133220413935244,0.000512635449767164,16,0.184766020976797,0.0470758473492262
"emp_Y25_64_NaceK",0.0359369770821147,0.00396798791937166,41,0.279441200830771,0.130972162700041
"GDP",3.74707813387883e-05,1.16082643109187e-09,47,0.646094902671831,7.08398238073141e-05
"emp_TF",0.049962125806987,0.00212118806271901,56,0.698485034300139,0.0957598408253537
"emp_Y25_64_NaceA",0.0567046698460408,0.00172586804608014,85,0.793238905080029,0.0863769017499291
"low_work",0.123407125824653,0.00453093686936413,89,0.867498580788633,0.139954811564242
"pop_Y0_14",0.335923394450516,0.00951728954415052,99,0.995691773628423,0.202838536925653
"(Intercept)",-7.5527332206983,11.6082723128529,100,1,7.08398482233464
