"","Estimate","Uncond. variance","Nb models","Importance","+/- (alpha=0.05)"
"emp_Y15_24_NaceF",-0.00130439940526895,0.000157409752709844,2,0.0107616196730845,0.0266795696282842
"emp_Y15_24_ED0_2",-0.00048360949428291,7.61335032881433e-06,2,0.011174430370624,0.00586747041519353
"emp_Y15_24_ED3_4",-0.00095563670463871,1.18315669016889e-05,2,0.0120266867447986,0.00731449139303347
"emp_TP",0.00237070921137842,0.000101419280749485,3,0.014185016194222,0.0214152557086271
"emp_Y25_64_NaceR_U",0.00787901600670161,0.000718323203178371,3,0.0149911680743443,0.0569931877817139
"emp_Y15_24_NaceR_U",-0.0114182722632533,0.000962553241195738,2,0.0153402204416102,0.0659743897372599
"pop_Y0_14",0.0169565239501629,0.00275863326123861,3,0.0159202555119979,0.111688892736962
"training",-0.00108757195392233,9.79554722613047e-05,3,0.0165508249293865,0.0210463773456733
"emp_Y15_24",-0.00259305325270442,5.42659472559007e-05,2,0.0170230481751473,0.0156648664076033
"emp_Y15_24_NaceG_I",-0.00839089333363055,0.000615876731771971,4,0.0172663626003227,0.052772771094823
"rooms_pp",0.0260988683120981,0.0433520665459305,4,0.0189484382651223,0.442759515607382
"emp_Y25_64_NaceM_N",-0.0326015169581759,0.00604942764218985,3,0.0217307179472354,0.165394150028592
"emp_Y15_24_NaceM_N",-0.0225863195999112,0.00327928582803342,5,0.024117276751238,0.121773457585991
"emp_Y25_64_NaceJ",0.0109767086142288,0.0139477887681129,5,0.0248025358752216,0.251139879833622
"low_work",-0.0215244660110986,0.00262889289710252,4,0.0254642610482508,0.109030862548106
"emp_Y25_64_NaceG_I",-0.0146769705467834,0.00248878911659789,4,0.025879878606427,0.106085749928512
"pop_Y65_74",-0.0292319620472621,0.010139044845364,3,0.0286835140849813,0.214122114409428
"emp_Y25_64",0.0210379133922315,0.00235320368551083,6,0.0402201235363727,0.10315558855224
"emp_Y25_64_NaceA",-0.0330050788467059,0.00565056539571698,6,0.040488960857999,0.159848643109106
"emp_Y25_64_ED5_8",-0.0257935869011732,0.0030459076820442,4,0.0518747598912249,0.117360342815592
"GDP",5.6989908253335e-05,1.22959967193139e-08,5,0.121330456048192,0.000235800580884337
"emp_Y25_64_ED3_4",0.107405809359467,0.0338178275502771,32,0.23551408611596,0.391053208843982
"emp_Y25_64_NaceK",1.16513675106889,2.80473453652126,44,0.310037413824571,3.56130264664173
"mat_depriv",-0.640515720755989,0.830318512014048,36,0.336635378006647,1.93769474581394
"unemp_Y15_24",-0.551724325961019,0.561956154262748,63,0.396950188254724,1.59409506462806
"unemp_YGE25",-1.18223966322047,1.23822477749253,35,0.592651576312599,2.36626154783947
"ARPR_socexcl",0.114799197974575,1.35697502107816,77,0.71315945342081,2.47713073570179
"emp_Y15_24_NaceO_Q",1.39037804457996,0.858540187275413,60,0.724381142437288,1.97034971639208
"emp_Y25_64_NaceO_Q",-2.6973408762318,2.87534555902803,63,0.735496577770978,3.60585305240744
"emp_Y15_24_NaceB_E",-1.26418762036373,0.235518992070324,98,0.973600561951782,1.03199113905541
"(Intercept)",97.5193810246947,5475.14720198158,100,1,157.34788194356
