"","Estimate","Uncond. variance","Nb models","Importance","+/- (alpha=0.05)"
"unemp_Y15_24",0.00150428445274684,0.000108171583242056,2,0.019206414861061,0.021877652423265
"emp_Y25_64_NaceG_I",0.00108944613364185,0.000129200568614474,2,0.0203241445757828,0.0239098217079858
"pop_Y65_74",0.0114318639673022,0.00284205844385368,2,0.0213825934440106,0.112140019529504
"emp_Y15_24_NaceF",0.00845482818662096,0.000947762593015552,2,0.0229097089770103,0.064758071504293
"emp_Y15_24_ED0_2",0.00271899129481207,5.59575370761616e-05,2,0.0232270167134199,0.0157352417897011
"emp_Y15_24_NaceR_U",-0.0153429373912513,0.00175188558309226,2,0.024691717865827,0.0880434383154647
"emp_Y25_64_NaceM_N",-0.00593789018605381,0.00122694174756295,4,0.0279658661493074,0.0736810993544134
"emp_Y25_64_NaceO_Q",-0.00100860514640399,0.00018433004898112,4,0.0281148621620744,0.0285589472578452
"emp_Y15_24_ED3_4",-0.000381343544398137,1.9410254101244e-05,4,0.0291671935365354,0.00926743898842698
"emp_TP",0.00784127446016088,0.000440506675525831,3,0.0295530054213926,0.0441489492977242
"mat_depriv",-0.00177589596414167,0.000112876321010615,4,0.0300107559311258,0.0223483543157311
"rooms_pp",-0.0808408395251154,0.0732251259629935,4,0.030581044066074,0.569212185675848
"training",-0.0045145641647462,0.000267648446187391,5,0.0326610401866653,0.034413313304425
"emp_Y25_64_ED3_4",0.00230028390528423,6.54691407244751e-05,5,0.0344329411362041,0.017020113253722
"emp_Y15_24_NaceG_I",-0.00757627428338162,0.000473312107463519,4,0.035191417405648,0.0457633630329079
"emp_Y25_64",0.00604103975680898,0.000396330152610521,5,0.0359350528030786,0.0418767223382245
"emp_Y25_64_ED5_8",0.00452118496553695,0.0002069247839044,5,0.0370330256425693,0.0302587079958379
"emp_Y25_64_NaceA",0.012811214870582,0.00151673364854588,6,0.0396117945489949,0.0819216679289503
"unemp_YGE25",0.0136441554504525,0.00154441943554262,6,0.0427816639028783,0.0826659677541603
"pop_Y0_14",-0.0452171739260069,0.0155980481780321,6,0.0452300843777213,0.262711602683527
"low_work",0.0300780191012062,0.00498794741307595,5,0.0462345430888128,0.148561083517367
"emp_Y25_64_NaceR_U",-0.0372964246278432,0.0105551596084764,7,0.0465391841423567,0.216110828140349
"emp_Y25_64_NaceJ",0.128999498854723,0.108127599678911,8,0.0556738138432965,0.691691448191083
"emp_Y15_24_NaceB_E",-0.0196761676978727,0.00194748554213835,9,0.07323851823038,0.0928284814992491
"GDP",2.83293467226421e-05,3.63003559998069e-09,10,0.0736702890881208,0.00012673587490121
"emp_Y15_24_NaceO_Q",0.047721192532309,0.0102051394925995,15,0.1218756074953,0.212497388856153
"pop_Total",-1.01329455059407e-08,4.61394275824897e-16,22,0.141423202822245,4.51835371539966e-08
"emp_YGE65",0.116008723808939,0.05457818308864,18,0.151827919330436,0.491420944279655
"emp_Y25_64_NaceK",3.90568487871453,0.911116814409348,97,0.983012405021562,2.00784949588453
"(Intercept)",-11.7611721146641,101.444301577921,100,1,21.1864383375543
"emp_Y25_64_NaceL",15.339030473835,12.4115051284983,100,1,7.41065082545983
