"","Sum Sq","Df","F value","Pr(>F)"
"emp_YGE65",130.530047775053,1,3.3567332999422,0.0826534936666926
"emp_Y25_64_NaceK",2210.89363005553,1,56.8557232387366,3.99069885058285e-07
"emp_Y25_64_NaceL",591.616517023771,1,15.2141127452269,0.000961651041404771
"Residuals",738.834660402931,19,NA,NA
