"","Sum Sq","Df","F value","Pr(>F)"
"pop_Y0_14",110.135550156561,1,5.19158592212683,0.0402301757921525
"pop_Y15_24",239.860093765657,1,11.306560727246,0.00509650788824509
"emp_Y25_64",442.422863830197,1,20.8549946699572,0.000528769445425988
"emp_Y15_24_NaceB_E",334.99672867046,1,15.7911255543902,0.00158858024645611
"emp_Y25_64_NaceK",3588.4281822739,1,169.151860658741,7.9125294530315e-09
"emp_Y25_64_NaceM_N",385.181134416289,1,18.1567255265154,0.000927916981299498
"Residuals",275.785121061571,13,NA,NA
