"","Estimate","Uncond. variance","Nb models","Importance","+/- (alpha=0.05)"
"emp_Y15_24_ED5_8",-0.000332258029457948,8.20419114789595e-06,1,0.0111620505199847,0.00604548320882918
"emp_Y25_64_NaceR_U",-0.00381778280961527,0.000897852245144226,2,0.0163527904160811,0.0632434525369975
"pop_Y65_74",0.0154734545979999,0.00230355484367429,2,0.0163718028571255,0.101300692056643
"emp_TP",-0.00479614804352863,0.000197640232538439,2,0.0165904420795178,0.0296722727345637
"emp_Y25_64_NaceM_N",-0.0265416421791136,0.00509517215755251,2,0.0209245999554498,0.150658127521252
"mat_depriv",0.00103288865964186,8.83959455462925e-05,4,0.0215791361430838,0.0198440040470415
"emp_Y25_64_NaceG_I",-0.0157716449522477,0.00164886954349834,2,0.0233415532888418,0.0857050242567023
"emp_Y15_24_NaceF",0.01967611119539,0.00229877090872734,3,0.0264181166237553,0.101195448677744
"emp_Y15_24_NaceM_N",-0.0200731271212157,0.00272993617058484,5,0.0282170197396483,0.110278126793693
"training",0.00913795201588754,0.000574400869722485,5,0.0319772214242165,0.0505848746907495
"low_work",-0.0212476307480746,0.00270048096209873,7,0.0378638144238765,0.109681579006507
"emp_Y15_24_NaceO_Q",0.0328720734718347,0.00519329098831464,6,0.0455498817638635,0.152101838253604
"emp_TF",0.0176293163614903,0.00172269350927374,6,0.0470951363079027,0.0876026296087942
"unemp_Y15_24",-0.031094555152238,0.00524805644595032,8,0.0484029517344106,0.152901724219861
"emp_Y25_64_NaceF",0.066923980910141,0.0258216451623565,8,0.0485746084771639,0.339160360717491
"emp_Y25_64_NaceJ",0.152078762214658,0.129684925503034,8,0.0489743597670623,0.760077510325036
"pop_Y0_14",0.0913098251860654,0.0466257638604315,8,0.0507253167692511,0.455749408845307
"emp_Y25_64_ED5_8",-0.0134343210518058,0.00111779241682488,10,0.0517177449203862,0.0705657096791331
"emp_Y15_24_ED0_2",-0.0121525054743954,0.000744858801642664,8,0.0565887816077124,0.0576036643419674
"pop_Total",-5.08422264373118e-09,1.27710781163691e-16,11,0.0693424463625664,2.38521161082362e-08
"ARPR",0.174127594505349,0.113114933478091,11,0.0815825148514715,0.709860656357752
"rooms_pp",0.597345884571222,4.8295483178005,8,0.0873306116535626,4.63838070886526
"emp_Y25_64_NaceK",0.317336985489499,0.372127793577695,13,0.0876290851835744,1.28753542820097
"emp_Y15_24_ED3_4",0.0258404079290121,0.00271252865954504,7,0.0979515261055695,0.109925968796512
"emp_Y25_64_ED3_4",0.0584044230845201,0.011900451861555,21,0.140242781955497,0.230247466423471
"emp_Y25_64_NaceA",-0.242984858798512,0.189588621300852,12,0.188627693788028,0.919007949883924
"emp_Y15_24_NaceR_U",-2.34344181770799,1.95158101564957,76,0.848509699577696,2.94853594456447
"emp_Y25_64_NaceO_Q",-2.05918323220976,0.576448735340602,90,0.929601823676076,1.602483178827
"GDP",0.000952750170824754,7.38117936638706e-08,91,0.932446191048897,0.000573424195036963
"emp_Y15_24_NaceB_E",-1.45868151621522,0.187986493775179,97,0.974511480508497,0.915116651676996
"(Intercept)",79.531113452716,1522.95821701628,100,1,82.3677358852141
