"","Estimate","Uncond. variance","Nb models","Importance","+/- (alpha=0.05)"
"emp_Y15_24_NaceO_Q",3.96424198250774e-05,2.01817862503605e-07,2,0.000495828423127137,0.00120569777621192
"emp_Y15_24_ED5_8",7.69242213185679e-05,1.72760711722392e-07,3,0.000558564750454573,0.00111552973495815
"emp_Y25_64_NaceK",0.00479594701172793,0.000150550336314153,4,0.00061816609472814,0.0329305909118251
"pop_Total",4.66762479615756e-11,4.56232577217114e-20,3,0.000678628461131829,5.73260218945945e-10
"emp_Y25_64_ED5_8",-0.000222520578005381,3.18893962861804e-07,4,0.000682060778872041,0.00151559026683998
"emp_Y15_24_NaceF",-0.000350758057127625,3.36622021181608e-06,2,0.000691031879660063,0.00492413465349936
"pop_Y25_64",-0.000866051191501192,5.74464321644826e-06,2,0.000895178150439225,0.00643265395826357
"emp_Y15_24_NaceM_N",0.00125749502745567,1.44754382687269e-05,4,0.000949554808828382,0.0102111467947898
"emp_Y25_64_NaceM_N",0.00147004071992152,1.91530718143136e-05,4,0.00096190682540045,0.0117456722278159
"emp_Y15_24_ED3_4",0.000150519616960246,2.41092488359291e-07,4,0.00103574693973692,0.00131780302014437
"emp_TP",0.000633137398805353,2.90058004783039e-06,3,0.00104448200217756,0.00457089333096646
"emp_Y15_24_NaceB_E",-0.000633445520799514,1.94405508318042e-06,5,0.00111567654483038,0.00374207891492393
"emp_Y15_24",-0.000495485211296589,1.60547469425501e-06,2,0.00124527954446015,0.00340063790299886
"emp_Y25_64_NaceR_U",-0.00273079882578002,5.3137178894194e-05,4,0.0015091108440746,0.0195640113273796
"emp_Y15_24_ED0_2",-0.0009557660194646,4.87336102150357e-06,4,0.00198629457148161,0.00592478986102274
"emp_Y25_64_NaceJ",-0.0207644280016373,0.00195224324928112,7,0.00214716319085858,0.118583871146008
"emp_Y15_24_NaceR_U",-0.00560718188213193,0.000143237647857991,5,0.0026469167611897,0.032120866263098
"emp_Y25_64_NaceG_I",0.00706204283650037,0.000247058788840114,3,0.00335037212085598,0.0421850737639732
"emp_Y25_64_NaceA",0.01069226410206,0.000491589100788618,5,0.00383978073935672,0.0595058662168836
"emp_Y25_64_NaceF",-0.0402652791995667,0.00686498137653899,7,0.00487991922171809,0.222371098020704
"emp_YGE65",0.0201009509867544,0.00192671407420406,2,0.00928184267036607,0.117805968419915
"emp_Y25_64_ED3_4",-0.00976255636657677,0.000418238971407557,6,0.0123509765236338,0.0548871786871462
"emp_Y15_24_NaceG_I",0.0268623219218315,0.00294917583336695,9,0.0153144934987402,0.145750143848868
"mat_depriv",0.0330723254455451,0.00438242517309038,13,0.0175250279324454,0.177670740985122
"rooms_pp",-0.757498783444945,2.25350991224683,8,0.0186448884662424,4.0289176922248
"pop_YGE75",0.220540637386461,0.1920292633715,12,0.0223375430678946,1.17609490024584
"ARPR",0.0666948955137597,0.0175526273025792,11,0.0239602077226468,0.355573776685344
"low_work",-1.58133298459899,1.99533996264176,2,0.576353815966093,3.79111631475736
"ARPR_socexcl",2.44586528295579,0.888081233271162,29,0.892313773642992,2.52921066935449
"(Intercept)",-15.4870236891458,99.5847289446173,100,0.999999999999999,26.7827416230132
