"","Estimate","Uncond. variance","Nb models","Importance","+/- (alpha=0.05)"
"GDP",2.25773549639261e-09,3.42628471477411e-15,1,3.98359113505657e-05,1.64584263680159e-07
"emp_Y15_24_ED3_4",-1.00900958433553e-06,9.69102185971243e-11,1,4.02219771706043e-05,2.76796995060432e-05
"emp_Y15_24_NaceF",-2.01558215169988e-05,2.07246051860924e-08,1,4.06912025024094e-05,0.000404780625667365
"ARPR_socexcl",-5.10557473179873e-06,1.18654840402603e-09,1,4.08256907793798e-05,9.68543908887867e-05
"emp_Y15_24_NaceG_I",7.89086479940841e-06,1.1196189118942e-09,1,4.33641961926001e-05,9.40831170078886e-05
"emp_Y25_64_NaceL",0.00020232569951409,6.93179669476961e-07,1,4.37015049192014e-05,0.00234098964563521
"training",2.77029183705342e-05,7.92476961441561e-09,1,4.88366596791742e-05,0.000250305220271919
"unemp_Y15_24",-1.97607337450455e-05,4.0268691735081e-09,1,4.88598867886074e-05,0.000178426905968384
"emp_TF",2.01595140652161e-05,3.38730534159973e-09,1,5.40175084426904e-05,0.000163645383407192
"mat_depriv",4.3432373793808e-05,1.39857831002745e-08,1,5.88199278671986e-05,0.000332521689778906
"emp_TP",3.7186320663008e-05,9.67036564948555e-09,1,6.21741659903241e-05,0.000276501844199244
"emp_Y15_24_NaceB_E",-1.43400580504059e-05,1.40568983900474e-09,1,6.3729055933326e-05,0.000105419593501701
"emp_Y15_24_NaceO_Q",4.33548365210019e-05,1.27110527018622e-08,1,6.45237071637385e-05,0.000317005899213745
"low_work",-5.60933965380611e-05,2.11555216852227e-08,1,6.49659816620399e-05,0.000408967177405987
"ARPR",-4.51415503971214e-05,1.32398358649832e-08,1,6.78622009464844e-05,0.000323532478701448
"emp_Y25_64_NaceA",-0.000213412518119964,2.77520816502437e-07,1,7.49227871086125e-05,0.00148123636884928
"pop_Y25_64",-0.00013442516056098,1.08785651636243e-07,1,7.65676314922234e-05,0.000927389967173871
"emp_Y25_64_NaceJ",0.000432433942221194,1.11853223076093e-06,1,7.74974077147262e-05,0.00297372521879692
"emp_Y25_64_NaceO_Q",7.90396687984006e-05,3.48890716560764e-08,1,9.03231157134348e-05,0.000525195856768086
"emp_Y25_64",7.20343054066791e-05,2.6617453255675e-08,1,0.00011998204866145,0.00045873284290435
"emp_Y15_24",5.51683370696378e-05,1.50078086452279e-08,1,0.00014544569121341,0.000344457167713301
"emp_Y25_64_ED5_8",5.80030309806826e-05,1.64968148869417e-08,1,0.000150177399220873,0.000361140865924232
"emp_Y15_24_NaceM_N",0.000311841822624743,4.61249449224831e-07,1,0.000187360023956376,0.00190960927224666
"emp_Y15_24_ED5_8",7.47949874940151e-05,2.61500690077882e-08,1,0.000210966820346288,0.000454687488584046
"pop_YGE75",-0.00129208322572627,7.34124889595008e-06,1,0.000443798953958361,0.00761836118680343
"emp_YGE65",0.00134864098207049,7.81875511072717e-06,1,0.000701008257035766,0.00786222358217795
"pop_Y0_14",0.0040137123562587,6.85092615150666e-05,1,0.000927378195002008,0.0232729388034698
"pop_Y15_24",0.430162789196743,0.578720799020057,1,0.119745453897087,2.13900170121424
"(Intercept)",7.25092612422495,94.1692306432069,29,1,27.2854484233195
