"","Sum Sq","Df","F value","Pr(>F)"
"low_work",134.101840752083,1,31.7069305970708,0.00489363649768609
"ARPR_socexcl",622.765393690869,1,147.246145207795,0.000264637814875445
"Residuals",16.9176691943145,4,NA,NA
