"","importance"
"mat_depriv",-34.380197893705
"emp_Y25_64_ED5_8",-23.4637034904966
"emp_Y15_24_NaceB_E",-78.7568498466547
"emp_Y25_64_NaceO_Q",-44.9046543323531
"unemp_Y15_24",-91.5407566341942
