"","Sum Sq","Df","F value","Pr(>F)"
"emp_Y25_64_NaceK",1933.35675242907,1,34.9234969380529,1.08840484570931e-05
"emp_Y25_64_NaceL",1386.04126390654,1,25.0369766341564,7.88463463173677e-05
"Residuals",1051.8356269222,19,NA,NA
