"","Sum Sq","Df","F value","Pr(>F)"
"pop_Y15_24",1.39613114083326,1,17.6709565002054,0.000399234659188055
"emp_YGE65",0.487060217150691,1,6.16476465463952,0.021559531395769
"emp_Y25_64_NaceF",0.891496407816141,1,11.2837496291402,0.00296944650473032
"emp_Y25_64_NaceG_I",1.70444214106114,1,21.5732763569991,0.000139239758822268
"emp_Y25_64_NaceK",2.90108879992593,1,36.7193399583705,5.16483988289774e-06
"emp_Y15_24_NaceO_Q",0.874628447926902,1,11.0702503548012,0.00319986755109823
"Residuals",1.65914923491311,21,NA,NA
