"","Estimate","Uncond. variance","Nb models","Importance","+/- (alpha=0.05)"
"emp_Y25_64_NaceG_I",8.49358498353565e-05,8.09520147776136e-06,1,0.00457700926676151,0.00613211574226036
"training",0.000254201878935992,2.79861702062253e-06,1,0.00470113192924338,0.00360552281411846
"emp_Y25_64_NaceJ",-0.00256701237836393,0.000201543614714967,1,0.00477184115006152,0.0305971541208392
"emp_Y15_24_ED3_4",0.000629839291921558,3.06134386233543e-06,1,0.0066351161927392,0.00377096558908832
"emp_Y25_64_NaceA",-0.00296098734930465,6.44630874592629e-05,1,0.00692533744188751,0.0173042214161119
"emp_Y25_64_NaceO_Q",0.00467101891879554,0.000127581259886102,2,0.00999451596303098,0.0243438888062186
"mat_depriv",-0.000500551528831123,1.32057987303823e-05,2,0.0103499013021031,0.0078321112792514
"emp_Y15_24_NaceO_Q",0.00365727466137727,8.1093678949924e-05,3,0.0141166656794976,0.0194084125037501
"ARPR_socexcl",-0.000787280280170613,4.98191392794527e-05,3,0.0148786865426541,0.0152122909237301
"pop_YGE75",0.0218312045903299,0.00281217263328025,3,0.0154630211890729,0.114292439134216
"emp_Y25_64_ED3_4",0.00156339112235693,1.85461274163549e-05,3,0.016822057889993,0.00928160606604913
"emp_Y25_64_NaceR_U",-0.0197226544967472,0.00219433338391248,4,0.0176863175668179,0.100959645640788
"rooms_pp",-0.0881890846020063,0.0501429063708872,3,0.0183150319926741,0.482615497667868
"pop_Y65_74",0.0172620499609483,0.00496475147921315,3,0.0212871447263791,0.151860655204937
"emp_TP",-0.00414902140683527,0.000328121379113862,4,0.0229904579576857,0.0390403566523938
"pop_Total",-1.37252268916375e-09,1.07454192233922e-17,7,0.0260873825983394,7.06493538614292e-09
"unemp_Y15_24",-0.0208836701582999,0.0022472830226761,5,0.0364741165549231,0.102170471555159
"unemp_YGE25",-0.030555494049833,0.00408188672348917,1,0.038480538669857,0.1376977952477
"emp_Y15_24_NaceR_U",-0.0853240847463915,0.0314763728308508,8,0.0601858084951722,0.382374438960107
"emp_Y15_24_NaceG_I",-0.050400341510122,0.0102141328287403,14,0.0771083008949038,0.21781975389988
"emp_Y25_64_NaceF",0.256918583036385,0.263485674374285,17,0.0900295726914807,1.10630535928006
"emp_Y15_24_ED0_2",-0.0269199114721088,0.00287287352445272,5,0.0908299843093989,0.115519357799078
"emp_Y25_64_ED5_8",-0.0492532572644301,0.0091168172259568,8,0.118958718554624,0.205787094985613
"low_work",-0.325976097512314,0.295990701005505,35,0.222734775236804,1.17256127210066
"pop_Y0_14",1.23641245601597,2.06017115294925,37,0.501659692932592,3.09348605957266
"emp_Y25_64_NaceM_N",-2.55206486502145,3.02763080145157,49,0.719698897472276,3.75014422012306
"emp_Y25_64",0.756929000153384,0.217869996575979,57,0.755961874961721,1.00599361821516
"pop_Y15_24",-2.98894664865012,2.99469988787745,62,0.816487970575293,3.72969368778892
"emp_Y15_24_NaceB_E",-0.878954286716557,0.110248610629519,87,0.944503417193736,0.715620997404017
"(Intercept)",4.27510907438482,1411.91702951964,100,1,80.9843499609639
"emp_Y25_64_NaceK",5.98832455739307,0.464526476807912,100,1,1.46893219241947
