"","Sum Sq","Df","F value","Pr(>F)"
"emp_Y15_24",2418.07226967535,1,79.6325323549367,0.000294341038552433
"emp_Y15_24_NaceM_N",1306.61929644619,1,43.0298981154131,0.0012342280893853
"Residuals",151.826910319614,5,NA,NA
