"","Sum Sq","Df","F value","Pr(>F)"
"mat_depriv",588.784461787273,1,15.4825368548177,0.000889270776953277
"ARPR_socexcl",550.424873089142,1,14.4738421892831,0.00119754613302698
"emp_Y25_64_NaceK",1446.30379668204,1,38.0316623292324,6.31052068815881e-06
"emp_Y25_64_NaceL",378.000853998102,1,9.93982099224053,0.00524023854153453
"Residuals",722.549855935087,19,NA,NA
