"","Sum Sq","Df","F value","Pr(>F)"
"emp_Y15_24_NaceB_E",362.506419122848,1,5.81091221623092,0.025670073236221
"GDP",1665.46134654734,1,26.697043621268,4.68844236676145e-05
"Residuals",1247.67473895167,20,NA,NA
