"","importance"
"emp_YGE65",45.4035535468353
"emp_Y15_24_NaceB_E",-52.9527691218818
"emp_Y15_24_NaceG_I",-50.0009004397505
"emp_Y25_64_NaceM_N",-104.445686747725
