"","Sum Sq","Df","F value","Pr(>F)"
"emp_Y15_24_NaceB_E",187.485382050073,1,3.72070596876021,0.0673671206684663
"emp_Y25_64_NaceK",2111.99201718706,1,41.9131412721184,2.04806425253447e-06
"emp_Y25_64_NaceL",607.742034337051,1,12.0608305026171,0.00227315199881558
"Residuals",1058.18440266686,21,NA,NA
