"","Estimate","Uncond. variance","Nb models","Importance","+/- (alpha=0.05)"
"pop_Y65_74",-0.0168819307105962,0.00431019140818876,3,0.0167076955461798,0.138448038822595
"rooms_pp",0.0718535140725883,0.0789223368432272,3,0.0170977130660508,0.592431984948204
"emp_Y15_24_NaceG_I",-0.0041529539165625,0.000441412690845957,3,0.0193440490267305,0.0443058361750698
"emp_Y25_64_NaceM_N",0.0692046621373139,0.0290010744232387,2,0.0209784026308897,0.359124945942829
"ARPR",-0.0169179111321081,0.0017975698439938,3,0.021312136037798,0.0894090368682222
"emp_Y25_64_NaceA",-0.0114094051908456,0.00143334910124836,4,0.0230479912240055,0.0798388952618668
"emp_TF",-0.00215469888763061,0.000242912025721917,3,0.0235267902606177,0.0328672249780224
"training",0.00114451864672809,0.000175713089189769,3,0.0244693058906677,0.0279537828243092
"emp_Y15_24_NaceM_N",0.0163135166942846,0.00315925223320849,2,0.0255897892421234,0.118530653903668
"emp_Y15_24_ED3_4",0.00201767601457368,7.73864416832381e-05,3,0.0257475055602365,0.0185511556201467
"emp_Y25_64_ED5_8",-0.0031637717778178,0.000237935187253718,4,0.0270756526725409,0.0325287868055569
"emp_Y25_64_NaceK",-0.00261472506037105,0.00458282915449325,4,0.0279025620683061,0.142759613453981
"emp_Y25_64_NaceL",-0.0295309751224841,0.0277557789655688,5,0.0284008046219614,0.351330003381651
"emp_Y25_64_NaceF",0.0226458762970236,0.00835321223181635,4,0.0294121287243024,0.192737085565061
"emp_Y15_24_ED5_8",0.00627083713795586,0.000340712082675527,5,0.0336681594437275,0.0389253294831136
"emp_Y25_64_NaceG_I",-0.0152349460776891,0.00366348081610933,5,0.0339910801386705,0.127639616471967
"mat_depriv",-0.0151414946150607,0.00163665616136372,4,0.0404707783506883,0.0853134008541078
"emp_Y15_24_ED0_2",-0.015479157416893,0.00134211609275284,8,0.0556641956295846,0.0772562407269148
"unemp_YGE25",0.068347756268328,0.0215313741649226,8,0.0567243143192623,0.309438540308499
"emp_Y15_24_NaceO_Q",0.00670173403809066,0.00406615114608244,8,0.0600371215989097,0.134471512202942
"pop_Y0_14",0.251723099883219,0.296638864963723,16,0.0734908148063829,1.14855700547515
"emp_Y25_64_NaceJ",1.26284461427934,5.71068985284265,18,0.137172083907173,5.03944624341976
"pop_YGE75",0.68903235903829,1.52509960363924,21,0.16550102545919,2.60427974879568
"emp_Y25_64_NaceR_U",1.6043496677934,7.57638269843816,22,0.177072272895859,5.80456236325457
"emp_Y15_24_NaceR_U",-1.0642248960885,3.11716176455826,25,0.223205172951002,3.72321572313122
"emp_Y25_64_ED3_4",0.1826895294876,0.086926935251123,35,0.249251869184074,0.621749885259054
"emp_TP",0.680016093365635,0.659220569883674,64,0.548935375794384,1.71219768251974
"GDP",0.000819080169699819,1.60240666939149e-07,80,0.844431129928172,0.000844160256822964
"emp_Y25_64_NaceO_Q",-2.60064874583594,1.60190946814543,83,0.863249696241732,2.66905494276482
"(Intercept)",74.2320844761919,2899.08486802776,100,1,113.545256122717
"emp_Y15_24_NaceB_E",-1.62239574004753,0.169808657911899,100,1,0.868997334824186
