"","Estimate","Uncond. variance","Nb models","Importance","+/- (alpha=0.05)"
"emp_Y25_64_NaceA",0.00345762524342987,0.000177628791644809,2,0.0130693365109733,0.028220841537085
"ARPR_socexcl",-0.00420739335276507,0.000215867001486651,3,0.0179570885242538,0.0311104582998991
"emp_TF",-0.0064210791356574,0.000283822400534193,2,0.0180070293467342,0.0356727519428771
"emp_Y25_64_ED5_8",-0.00261487020319415,0.000136304372613497,3,0.0199047656121627,0.0247211217500678
"emp_Y15_24_NaceF",-0.0187361163921353,0.0024235791384623,3,0.0206371833617874,0.104241795254556
"emp_Y15_24_NaceO_Q",-0.00825881355591905,0.000504507708714132,3,0.0207016417207062,0.0475605844338886
"emp_Y25_64_NaceK",0.000311473504990358,0.00326226044461558,2,0.0217445531423373,0.120940732470112
"emp_Y25_64_NaceJ",-0.0865419858045559,0.0511044851549385,2,0.0229810790679152,0.478677250864477
"training",0.0014879035749451,0.000171640474939495,3,0.0230254242891127,0.0277410652089939
"emp_TP",0.0128493086754328,0.000917263194364175,3,0.024687175398819,0.0641298557754763
"emp_Y15_24_ED3_4",-0.00744245790658756,0.000336112175518561,3,0.0257570630394258,0.0388199884526169
"emp_Y25_64_NaceM_N",0.010323518069588,0.00421733571759804,4,0.0266759293462642,0.137509393461437
"rooms_pp",0.278966457896296,0.457486684055095,5,0.0312968968071426,1.43219617090708
"emp_Y15_24_ED0_2",-0.0135546802694117,0.00108255199290218,5,0.0347634358775692,0.0696686927118572
"low_work",0.0332627038393765,0.0055827095885305,4,0.0350194450162987,0.158210680189129
"emp_Y25_64",0.0273234652423802,0.0037436172991053,6,0.0352248073606332,0.129556438914453
"pop_Y0_14",-0.0583663057637748,0.0226774533804374,5,0.0357339601456917,0.318867620426116
"pop_Y65_74",0.0938727016135919,0.0453088071265254,2,0.0375227627116274,0.450717679412976
"emp_Y15_24_ED5_8",0.0119739742765518,0.000918692629004133,6,0.0420265166456618,0.0641798053166545
"emp_Y15_24_NaceM_N",0.0518212091519755,0.0153107951938529,6,0.0424198556682165,0.2620065526881
"emp_Y25_64_NaceF",-0.205407189438304,0.180096951081299,8,0.0649785087348117,0.898600094048829
"mat_depriv",-0.0598605030301586,0.0144229339527098,5,0.0833166990658614,0.254296326665605
"emp_Y25_64_NaceO_Q",-0.105074774468335,0.0443484868209917,9,0.0942059174955005,0.445915616909837
"emp_Y25_64_ED0_2",-0.0491660004247636,0.0110034387606071,20,0.139996850594063,0.222114798608798
"emp_Y25_64_NaceG_I",0.406385240591521,0.506546402167958,27,0.190493845632689,1.50703346721759
"emp_Y25_64_NaceR_U",2.76923018183854,8.54467242111475,35,0.533542813427344,6.18957726005365
"emp_Y15_24_NaceR_U",-2.13356117149531,5.14508777686802,34,0.536355000569183,4.80296778397938
"emp_Y25_64_ED3_4",0.511639874165041,0.129117564191066,67,0.768721325341837,0.760862082587541
"emp_Y15_24_NaceB_E",-1.16769930750317,0.386937658379361,78,0.856211105045391,1.31714558046532
"GDP",0.000840124481033917,1.51419716159072e-07,98,0.951510908539741,0.000823956896828724
"(Intercept)",-7.98948561395459,1149.792097001,100,1,71.7997511522352
