"module","eigenvar","p.eigenvar","meanVarTS","p.meanVarTS"
"brown",0.772212052078495,6.15215820846132e-53,0.665573701396885,0
"blue",0.590532473546961,6.34969113789647e-26,0.631324643221569,0
"grey",0.52117118461166,1.40911158049284e-19,0.109592106318126,0
"black",0.51790614490772,2.58792081188152e-19,0.495124872884326,0
"green",0.406624098257689,8.18328667362723e-12,0.357205819048851,0
"yellow",0.253066085325006,3.52932506817214e-05,0.25344337468425,1.77635683940025e-15
