"var","module","VS","p.VS"
"earn_OC8_P-S","brown",0.724272715552777,1.03769957754087e-43
"earn_OC7_P-S","brown",0.720817890986147,4.0330482094664e-43
"training","grey",0.692640057314015,1.26478219171182e-38
"emp_Y25-64_NaceO-Q","brown",0.674459265879381,5.47134195397572e-36
"expend_ED5-8","brown",0.67399681360513,6.34876987532154e-36
"earn_OC8_G-N","blue",0.562930518781309,3.21643517375086e-23
"pop_Y0-14","grey",0.552347196608324,3.01234317660616e-22
"emp_PT","grey",0.522539134012726,1.09015345561708e-19
"emp_Y15-24_NaceG-I","yellow",0.513572430114993,5.74131929097288e-19
"earn_OC7_B-F","black",0.511262542980353,8.73892273513757e-19
"earn_OC7_G-N","black",0.509778973049173,1.1426395463719e-18
"earn_OC2_B-F","black",0.508386955820619,1.46777506242764e-18
"earn_OC5_B-F","brown",0.507819473317098,1.62499198148423e-18
"earn_OC5_P-S","blue",0.499014247889346,7.69321831182579e-18
"earn_OC9_B-F","blue",0.494649888940329,1.63550607350343e-17
"earn_OC2_G-N","black",0.484181887883404,9.56045695520127e-17
"earn_OC9_G-N","blue",0.448658180702147,2.48704238598291e-14
"earn_OC3_B-F","black",0.44811718745936,2.69364370619919e-14
"emp_Y25-64_ED5-8","grey",0.445794414287133,3.78830901189049e-14
"earn_OC5_G-N","blue",0.43680106534054,1.38473064926412e-13
"emp_Y15-24","yellow",0.400321457829259,1.82422826648075e-11
"earn_OC3_P-S","black",0.388258365888295,8.07785473368953e-11
"earn_OC3_G-N","black",0.36875764022909,7.90348529187e-10
"earn_OC4_G-N","black",0.363836682462976,1.37255431435844e-09
"earn_OC4_B-F","black",0.346758776697239,8.67915831295505e-09
"emp_Y25-64_NaceM_N","grey",0.336168929912397,2.57994954650778e-08
"emp_Y25-64_NaceJ","grey",0.334593988192013,3.0232404342653e-08
"emp_Y25-64_NaceK","grey",0.326968124343039,6.43389839690212e-08
"disp_income","grey",0.322831770020986,9.60861689224154e-08
"emp_YGE65","grey",0.321712133909015,1.0699506708562e-07
"earn_OC8_B-F","black",0.315557197030779,1.91749522357596e-07
"emp_Y15-24_ED3-4","yellow",0.29372399837593,1.36926544246073e-06
"earn_OC9_P-S","black",0.290920156679966,1.74239532698862e-06
"pop_Y15-24","grey",0.28764302587268,2.30177343559688e-06
"earn_OC4_P-S","black",0.269493703150765,1.01075660587477e-05
"emp_Y25-64","yellow",0.264174697307683,1.52907716358272e-05
"emp_Y25-64_NaceR-U","grey",0.241352314394261,8.18779893930689e-05
"GDP","grey",0.237648294348727,0.000105935251990023
"emp_Y25-64_ED0-2","grey",0.223294183074677,0.000276765212580005
"emp_Y15-24_ED0-2","grey",0.203955840828153,0.000919400184195129
"earn_OC1_G-N","black",0.162920115065101,0.00836271798691462
"earn_OC1_P-S","green",0.150682223690302,0.0148265093043897
"emp_Y25-64_NaceF","grey",0.142710311856344,0.0210935226006213
"unemp_Y15-24","grey",0.105996593192467,0.0874461942314499
"pop_YGE75","grey",0.0753944333444323,0.224779632436311
"earn_OC2_P-S","green",0.0608222056918731,0.327677377530368
"pop_Y65-74","grey",0.0574522576890213,0.355237296433968
"earn_OC1_B-F","green",0.0367656927054344,0.554308078738591
"pop_Total","grey",-0.0696668222524994,0.262090910462673
"emp_Y25-64_NaceG-I","grey",-0.0752105381831113,0.225915662423397
"emp_FT","grey",-0.149843046350722,0.0153987028254506
"unemp_YGE25","grey",-0.182211751963213,0.00313314949864304
"emp_Y25-64_ED3-4","grey",-0.233198693813919,0.000143586638144145
"emp_Y25-64_NaceA","grey",-0.284651856281261,2.95875596226087e-06
"emp_Y25-64_NaceB-E","grey",-0.33273360114279,3.64181942504508e-08
"pop_Y25-64","grey",-0.687311781353622,7.84541806802712e-38
