"var","module","VS","p.VS"
"earn_OC8_P-S","brown",0.757292794946788,7.76065803398688e-50
"expend_ED5-8","brown",0.748247600230629,4.59929954619763e-48
"earn_OC7_P-S","brown",0.747937235190107,5.27444204867485e-48
"training","grey",0.705812129105342,1.16551642636826e-40
"earn_OC8_G-N","blue",0.6800820271745,8.77401882911046e-37
"earn_OC5_B-F","brown",0.661173409088445,3.53396221850954e-34
"earn_OC7_B-F","black",0.660668243936619,4.1235516872125e-34
"earn_OC9_B-F","blue",0.655614355783447,1.899281253371e-33
"emp_Y25-64_NaceO-Q","brown",0.654694083378477,2.50038188826527e-33
"earn_OC5_P-S","blue",0.654220681880869,2.87921452986887e-33
"emp_PT","grey",0.638452380720158,2.74770438863448e-31
"earn_OC2_G-N","black",0.627496642594207,5.59689215223474e-30
"earn_OC3_B-F","black",0.623045565026152,1.84077625494998e-29
"earn_OC7_G-N","black",0.617584275726432,7.72966370010384e-29
"earn_OC9_G-N","blue",0.610821488104518,4.39663822996644e-28
"earn_OC2_B-F","black",0.60507671263541,1.86350719854122e-27
"earn_OC3_P-S","black",0.597586297281693,1.17294366179438e-26
"earn_OC5_G-N","blue",0.593216681594866,3.35554724498115e-26
"earn_OC4_G-N","black",0.572787125091441,3.72162648689266e-24
"earn_OC4_B-F","black",0.572563774054492,3.91117029908563e-24
"emp_Y15-24_NaceG-I","yellow",0.548626708461779,6.49095317691547e-22
"earn_OC3_G-N","black",0.54835200416646,6.8669071404543e-22
"disp_income","grey",0.5328631935222,1.51305311625503e-20
"earn_OC8_B-F","black",0.524814590832076,7.09528135952579e-20
"earn_OC4_P-S","black",0.514667411329961,4.69936743717904e-19
"earn_OC9_P-S","black",0.506614597342169,2.01560953509944e-18
"emp_Y15-24","yellow",0.474803592752418,4.42138995230681e-16
"emp_Y25-64_ED5-8","grey",0.440655933410028,7.98195802849442e-14
"earn_OC1_P-S","green",0.439876719392711,8.92722351127454e-14
"pop_Y0-14","grey",0.432305564023796,2.60965942135054e-13
"emp_Y25-64_NaceK","grey",0.428874535056888,4.2064327045178e-13
"emp_Y25-64_NaceM_N","grey",0.425042791071783,7.12371100190277e-13
"GDP","grey",0.421554446365076,1.14418188011576e-12
"earn_OC1_G-N","black",0.402654404848992,1.3585078684848e-11
"emp_Y15-24_ED3-4","yellow",0.371831006804818,5.57239921934719e-10
"emp_Y25-64_NaceJ","grey",0.357758312327616,2.67955856062992e-09
"earn_OC1_B-F","green",0.34706249175531,8.40709641494102e-09
"earn_OC2_P-S","green",0.330736719838139,4.44119588197373e-08
"emp_Y25-64","yellow",0.32712923373712,6.33340087329031e-08
"emp_Y25-64_NaceR-U","grey",0.318954401778011,1.3918409051064e-07
"pop_Y15-24","grey",0.288376025317834,2.16345878337475e-06
"emp_Y15-24_ED0-2","grey",0.213899810985412,0.000502487845762385
"emp_YGE65","grey",0.210064616661555,0.000636422078034672
"emp_Y25-64_NaceF","grey",0.18132608565366,0.00328466841459336
"pop_YGE75","grey",0.163507556720791,0.0081281002927502
"emp_Y25-64_ED0-2","grey",0.126438474304694,0.0412438707719257
"unemp_Y15-24","grey",0.0737636642434388,0.234996140917099
"pop_Y65-74","grey",0.072689092572052,0.241904278651751
"emp_Y25-64_NaceG-I","grey",-0.0235343302008293,0.705106568930257
"pop_Total","grey",-0.105735434570416,0.0882333902174986
"emp_Y25-64_ED3-4","grey",-0.151935843917585,0.0140064304061862
"unemp_YGE25","grey",-0.248650568110084,4.87030822833193e-05
"emp_FT","grey",-0.252191375192161,3.76358540254888e-05
"emp_Y25-64_NaceB-E","grey",-0.302440495693965,6.36725060598566e-07
"emp_Y25-64_NaceA","grey",-0.384999767064711,1.19510628689885e-10
"pop_Y25-64","grey",-0.639138805781382,2.26563279869482e-31
