"var","module","VS","p.VS"
"earn_OC8_P-S","brown",0.788458094975481,1.35494376272027e-56
"training","grey",0.696574482469848,3.20329647471021e-39
"emp_Y25-64_NaceO-Q","brown",0.689125096512245,4.23448244356205e-38
"expend_ED5-8","brown",0.683672052454321,2.66875267050492e-37
"emp_PT","grey",0.680113111881057,8.68469714679635e-37
"earn_OC7_P-S","brown",0.668941846521303,3.1709756639783e-35
"emp_Y15-24_NaceG-I","yellow",0.649829403962716,1.0529252853692e-32
"emp_Y15-24","yellow",0.553950224912112,2.15756815853251e-22
"earn_OC5_B-F","brown",0.540916349000487,3.09162265831211e-21
"emp_YGE65","grey",0.503870885571771,3.28150455511196e-18
"pop_Y0-14","grey",0.501151083222121,5.29693072541777e-18
"emp_Y25-64_NaceM_N","grey",0.487163625875815,5.81726706752322e-17
"earn_OC7_B-F","black",0.48641575014087,6.59224296827319e-17
"emp_Y25-64_ED5-8","grey",0.484965611608855,8.39405046254174e-17
"earn_OC7_G-N","black",0.475788351316022,3.77290494919626e-16
"earn_OC2_B-F","black",0.475313092295112,4.0733098330519e-16
"earn_OC2_G-N","black",0.467863946672468,1.3327596585799e-15
"emp_Y25-64_NaceK","grey",0.463302609961854,2.71554263961266e-15
"earn_OC3_B-F","black",0.462071294544861,3.28482343174954e-15
"emp_Y15-24_ED3-4","yellow",0.450734574054314,1.82849859569056e-14
"earn_OC8_G-N","blue",0.442526860197958,6.09387553538454e-14
"disp_income","grey",0.436795958715855,1.3857351988953e-13
"emp_Y25-64_NaceJ","grey",0.429407991181211,3.90689541591002e-13
"earn_OC5_P-S","blue",0.420977990100193,1.23672878986342e-12
"earn_OC9_B-F","blue",0.414224758623437,3.0425896923501e-12
"earn_OC3_P-S","black",0.394638584961325,3.70484169552004e-11
"emp_Y25-64","yellow",0.382273664992538,1.65305285722418e-10
"earn_OC4_G-N","black",0.371921014037691,5.51535113979127e-10
"pop_Y15-24","grey",0.369688368601405,7.11252251359686e-10
"earn_OC3_G-N","black",0.355602839032331,3.38556277244398e-09
"earn_OC4_B-F","black",0.352662576143417,4.64469446176929e-09
"GDP","grey",0.346346953002567,9.06168718283484e-09
"earn_OC4_P-S","black",0.326551327025637,6.70106774288809e-08
"earn_OC9_G-N","blue",0.325291558602947,7.57512682470881e-08
"earn_OC5_G-N","blue",0.318364729519751,1.47185694659445e-07
"earn_OC9_P-S","black",0.310916158996435,2.95153742741273e-07
"emp_Y25-64_NaceR-U","grey",0.310862815106574,2.96607921043274e-07
"earn_OC2_P-S","green",0.295888108279373,1.13486219920579e-06
"emp_Y25-64_NaceF","grey",0.266533648392661,1.27399533502724e-05
"emp_Y15-24_ED0-2","grey",0.259331832477752,2.21214197282541e-05
"emp_Y25-64_ED0-2","grey",0.25709181634713,2.61781731304503e-05
"earn_OC8_B-F","black",0.255200813537198,3.01407644880537e-05
"earn_OC1_P-S","green",0.24934972044145,4.6299926427393e-05
"earn_OC1_G-N","black",0.167139396032109,0.00680330348670685
"earn_OC1_B-F","green",0.0960469074013292,0.121666155024212
"unemp_Y15-24","grey",0.0696317081425576,0.26233205283675
"pop_YGE75","grey",0.0528696500319653,0.394974530315081
"pop_Y65-74","grey",0.0470515896684046,0.4491023184504
"emp_Y25-64_NaceG-I","grey",-0.0233650853498787,0.707129541968298
"pop_Total","grey",-0.0683693964261968,0.271102138661731
"emp_FT","grey",-0.142058700943432,0.0216949043939674
"emp_Y25-64_ED3-4","grey",-0.238837386856502,9.7570348074914e-05
"emp_Y25-64_NaceB-E","grey",-0.355510681197459,3.41945190056223e-09
"emp_Y25-64_NaceA","grey",-0.375959222745418,3.4645574643981e-10
"unemp_YGE25","grey",-0.400248328572023,1.8410938833719e-11
"pop_Y25-64","grey",-0.649862497012214,1.0427701284242e-32
