"var","module","VS","p.VS"
"earn_OC8_G-N","blue",0.615528732775418,1.3169264307947e-28
"training","grey",0.549457987368349,5.47236856085978e-22
"earn_OC7_P-S","brown",0.542268079885993,2.3583208569433e-21
"expend_ED5-8","brown",0.475248455776759,4.11593477903264e-16
"earn_OC9_G-N","blue",0.46045769056369,4.210440372415e-15
"earn_OC8_P-S","brown",0.458550274535957,5.636943196171e-15
"earn_OC5_G-N","blue",0.442890181964442,5.78159328705468e-14
"emp_Y25-64_ED5-8","grey",0.425135497137082,7.03404080467816e-13
"pop_Y0-14","grey",0.416550971456866,2.23643408010465e-12
"emp_Y25-64_ED0-2","grey",0.412389019972816,3.87273534792984e-12
"earn_OC7_G-N","black",0.393179606170589,4.43427688037255e-11
"earn_OC5_P-S","blue",0.383091023960264,1.50031822855979e-10
"earn_OC9_B-F","blue",0.381079947863801,1.90356526627343e-10
"emp_Y25-64_NaceO-Q","brown",0.376540907903647,3.23840843967266e-10
"earn_OC7_B-F","black",0.376123404182659,3.39921885372552e-10
"earn_OC5_B-F","brown",0.371466409234127,5.80939927013298e-10
"earn_OC8_B-F","black",0.364425961095164,1.28539847059215e-09
"earn_OC2_B-F","black",0.353085199428551,4.43920038218256e-09
"emp_Y25-64_NaceR-U","grey",0.343674539030718,1.19702987284974e-08
"emp_PT","grey",0.342618481913499,1.33526277245857e-08
"earn_OC3_P-S","black",0.338595965326013,2.01713899325598e-08
"unemp_Y15-24","grey",0.332800489996352,3.61760339366805e-08
"earn_OC3_B-F","black",0.330457747480937,4.56552661938549e-08
"earn_OC2_G-N","black",0.323524919917093,8.98778704407852e-08
"earn_OC4_G-N","black",0.286008222645096,2.64129322796671e-06
"disp_income","grey",0.281608265560463,3.80875833933045e-06
"earn_OC3_G-N","black",0.272504605553985,7.96487605712475e-06
"earn_OC4_B-F","black",0.270969130766685,8.9970195703664e-06
"GDP","grey",0.270262608976988,9.5135125830758e-06
"earn_OC1_G-N","black",0.263380770697483,1.62531430459899e-05
"earn_OC4_P-S","black",0.247055955346522,5.46312004687498e-05
"emp_Y25-64_NaceM_N","grey",0.228435655602275,0.000197564137136778
"emp_Y25-64_NaceK","grey",0.224654119951942,0.000253343098378493
"emp_Y15-24_NaceG-I","yellow",0.224402806274922,0.000257527233023237
"earn_OC9_P-S","black",0.223717986419545,0.000269258072895699
"emp_Y15-24_ED0-2","grey",0.205436718387395,0.000841765124655541
"emp_Y25-64_NaceJ","grey",0.176896692645363,0.00414672696710415
"earn_OC1_P-S","green",0.152149290147055,0.0138708391922548
"earn_OC2_P-S","green",0.132753789265786,0.0320403621293859
"earn_OC1_B-F","green",0.131748251217555,0.033376555012483
"emp_Y15-24","yellow",0.0984871008583107,0.112437457556651
"pop_Y15-24","grey",0.0963106961244088,0.1206409955214
"unemp_YGE25","grey",0.0852235793432544,0.169839686719593
"pop_YGE75","grey",0.0674192781845654,0.277833531156782
"emp_Y25-64_NaceG-I","grey",0.0231690292047802,0.70947556083451
"emp_Y25-64","yellow",0.0162453252921782,0.793931513565574
"emp_Y25-64_NaceF","grey",-0.0394895367099576,0.525324969093713
"emp_YGE65","grey",-0.0473201382949409,0.446515292725536
"emp_Y15-24_ED3-4","yellow",-0.0528931445277165,0.394764221415771
"pop_Total","grey",-0.129752878816828,0.0361687936246646
"pop_Y65-74","grey",-0.151686188760915,0.0141664979198711
"emp_Y25-64_NaceA","grey",-0.199555015434447,0.00119071080132899
"emp_FT","grey",-0.328724887784882,5.41633663075541e-08
"pop_Y25-64","grey",-0.343375843031704,1.23465900657942e-08
"emp_Y25-64_NaceB-E","grey",-0.399490186593793,2.02513212887855e-11
"emp_Y25-64_ED3-4","grey",-0.452899592242609,1.32383654583756e-14
