"var","module","VS","p.VS"
"expend_ED5-8","brown",0.960559698623818,5.61934367507901e-146
"earn_OC7_P-S","brown",0.846614739364889,6.62583331133425e-73
"emp_Y15-24","yellow",0.840885068817457,5.15191027673561e-71
"emp_Y15-24_NaceG-I","yellow",0.818301362394339,3.11825279425789e-64
"earn_OC2_B-F","black",0.783962481740601,1.49801946025415e-55
"earn_OC7_G-N","black",0.783962481740601,1.49801946025415e-55
"training","grey",0.772961736640721,4.23637387005029e-53
"emp_YGE65","grey",0.755578111492282,1.70569926779177e-49
"emp_Y25-64_NaceO-Q","brown",0.754075976934848,3.38215940942248e-49
"emp_Y25-64_ED5-8","grey",0.751208871066251,1.23230317335085e-48
"pop_Y0-14","grey",0.746514776600001,9.85590787414875e-48
"emp_Y15-24_ED3-4","yellow",0.733361228582247,2.63838080111314e-45
"pop_Y15-24","grey",0.731907912316774,4.79427184568038e-45
"earn_OC8_P-S","brown",0.687237866986219,8.04435475416329e-38
"emp_Y25-64","yellow",0.677577612781575,1.99266623397202e-36
"emp_PT","grey",0.651592770004045,6.27176687066783e-33
"earn_OC2_G-N","black",0.641760158675415,1.07964035751341e-31
"earn_OC3_B-F","black",0.630583531944338,2.42338687365087e-30
"earn_OC7_B-F","black",0.630583531944338,2.42338687365087e-30
"emp_Y25-64_NaceJ","grey",0.606410824029932,1.33600576214826e-27
"emp_Y25-64_NaceF","grey",0.533405706101619,1.36135387656668e-20
"emp_Y25-64_NaceK","grey",0.512303295332529,7.23478496367745e-19
"emp_Y25-64_NaceM_N","grey",0.501562637044186,4.92806584807772e-18
"emp_FT","grey",0.413984762830881,3.14034508736574e-12
"emp_Y15-24_ED0-2","grey",0.292884772615268,1.4720768484667e-06
"earn_OC8_G-N","blue",0.236180518182517,0.000117188784161191
"disp_income","grey",0.149520491123388,0.0156237254035397
"emp_Y25-64_ED3-4","grey",0.131154265616766,0.0341879144305428
"GDP","grey",0.0985531368172579,0.112195559601175
"emp_Y25-64_NaceG-I","grey",0.0370824418335797,0.550898131626852
"pop_Y65-74","grey",-0.0977710234685358,0.115086864663044
"pop_Total","grey",-0.101081309739533,0.103237668770673
"emp_Y25-64_NaceB-E","grey",-0.108758392267361,0.0794617130562838
"emp_Y25-64_NaceR-U","grey",-0.220902819352037,0.000322909590484672
"earn_OC3_P-S","black",-0.229338048742985,0.000186067399498787
"earn_OC1_P-S","green",-0.260821096332744,1.97617742848566e-05
"earn_OC2_P-S","green",-0.260821096332744,1.97617742848566e-05
"earn_OC5_B-F","brown",-0.277411623726782,5.36906365712483e-06
"earn_OC4_B-F","black",-0.29776274313831,9.63307828171457e-07
"earn_OC9_B-F","blue",-0.29776274313831,9.63307828171457e-07
"earn_OC3_G-N","black",-0.29776274313831,9.63307828171457e-07
"earn_OC4_G-N","black",-0.29776274313831,9.63307828171457e-07
"earn_OC4_P-S","black",-0.29776274313831,9.63307828171457e-07
"earn_OC5_P-S","blue",-0.29776274313831,9.63307828171457e-07
"earn_OC9_P-S","black",-0.29776274313831,9.63307828171457e-07
"unemp_Y15-24","grey",-0.382465687214785,1.61586794561687e-10
"emp_Y25-64_NaceA","grey",-0.424061653565756,8.14378763280992e-13
"pop_Y25-64","grey",-0.51553638646684,4.00677570204471e-19
"pop_YGE75","grey",-0.532051639829795,1.77148552461068e-20
"unemp_YGE25","grey",-0.641046885326495,1.32184715546934e-31
"emp_Y25-64_ED0-2","grey",-0.688340565411321,5.53238026278474e-38
"earn_OC1_G-N","black",-0.808603059890828,1.32676075650721e-61
"earn_OC1_B-F","green",-0.845544706696394,1.5141448718953e-72
"earn_OC8_B-F","black",-0.845544706696394,1.5141448718953e-72
"earn_OC5_G-N","blue",-0.845544706696394,1.5141448718953e-72
"earn_OC9_G-N","blue",-0.845544706696394,1.5141448718953e-72
