"var","module","VS","p.VS"
"emp_Y25-64_ED5-8","grey",0.26144831293448,1.8841092148422e-05
"pop_Y25-64","grey",0.242837610446571,7.37583130190182e-05
"emp_Y15-24_ED0-2","grey",0.171390205803063,0.00550026708357022
"pop_Y15-24","grey",0.164796480451499,0.0076337329738185
"expend_ED5-8","brown",0.143098054678255,0.02074256512308
"emp_Y25-64_NaceA","grey",0.133190549054488,0.0314743384421885
"emp_YGE65","grey",0.114734714643559,0.0641960839764867
"unemp_Y15-24","grey",0.114130603083978,0.0656206539515569
"emp_Y25-64_ED0-2","grey",0.113237738278212,0.0677734914054405
"emp_Y25-64_NaceJ","grey",0.0845463898040327,0.173269836708358
"pop_Y0-14","grey",0.0807975930077097,0.193194097046471
"unemp_YGE25","grey",0.0413578213693924,0.505901033514252
"emp_Y15-24_NaceG-I","yellow",0.0336464644396286,0.58842526743947
"emp_Y25-64_NaceG-I","grey",0.0336363078176842,0.58853791590172
"earn_OC8_P-S","brown",0.00107207225322495,0.986247760805716
"emp_PT","grey",-0.0103491115618397,0.867844568041642
"emp_Y15-24","yellow",-0.0106671986023637,0.863821534494494
"earn_OC8_G-N","blue",-0.0143672327084301,0.817308914879811
"earn_OC7_P-S","brown",-0.0183317652645062,0.768175709234144
"emp_Y25-64_NaceM_N","grey",-0.0264658745674717,0.670405477558646
"GDP","grey",-0.038238912491003,0.538536013916465
"emp_FT","grey",-0.0403637050005574,0.516189537850221
"emp_Y25-64_NaceK","grey",-0.0455819045750182,0.463409126773629
"emp_Y25-64_NaceO-Q","brown",-0.0715012265447926,0.249704663673553
"earn_OC2_P-S","green",-0.0749693089367199,0.227412048527462
"emp_Y25-64","yellow",-0.0806263735954856,0.194142482910533
"pop_Total","grey",-0.0832445048849799,0.180008402270072
"earn_OC4_P-S","black",-0.0951961162349934,0.125018763256218
"earn_OC8_B-F","black",-0.0984600648293359,0.112536611775254
"earn_OC9_P-S","black",-0.111620774273191,0.0718191141297914
"emp_Y25-64_NaceF","grey",-0.117098936169168,0.0588629771226888
"earn_OC7_G-N","black",-0.119602494526022,0.0536197402819255
"emp_Y15-24_ED3-4","yellow",-0.123826020596113,0.0456552707848125
"earn_OC3_B-F","black",-0.127892931476776,0.0389473616393204
"training","grey",-0.131998814566758,0.0330392403595345
"emp_Y25-64_NaceR-U","grey",-0.147040589433437,0.0174519159650279
"earn_OC3_P-S","black",-0.152475654935709,0.013665744331259
"earn_OC5_P-S","blue",-0.153531618267212,0.0130202872795543
"emp_Y25-64_NaceB-E","grey",-0.156368389941036,0.0114172064337826
"earn_OC7_B-F","black",-0.161535139053339,0.00893985768379899
"earn_OC4_G-N","black",-0.167193058710199,0.00678526741746517
"earn_OC4_B-F","black",-0.172640291821957,0.00516223643576749
"earn_OC9_G-N","blue",-0.185612465544938,0.00260842802031231
"earn_OC5_B-F","brown",-0.186271313656661,0.00251652262182714
"earn_OC5_G-N","blue",-0.186378656361684,0.00250183108444024
"earn_OC1_G-N","black",-0.208790520038096,0.000687764238115152
"earn_OC2_B-F","black",-0.222159015431554,0.000297844948842534
"earn_OC3_G-N","black",-0.238937932519174,9.68922327963581e-05
"earn_OC9_B-F","blue",-0.242525482779623,7.53990657606935e-05
"emp_Y25-64_ED3-4","grey",-0.243030528952621,7.27610538658592e-05
"earn_OC2_G-N","black",-0.250500748201619,4.25854675861828e-05
"pop_Y65-74","grey",-0.26588136999355,1.34016897592376e-05
"earn_OC1_P-S","green",-0.267017700670503,1.22690462157662e-05
"disp_income","grey",-0.274807319126852,6.6254200318478e-06
"earn_OC1_B-F","green",-0.285661244238187,2.71926091548768e-06
"pop_YGE75","grey",-0.304975678005262,5.07196779974531e-07
