"var","module","VS","p.VS"
"earn_OC8_P-S","brown",0.736197132068696,8.13305409281918e-46
"earn_OC7_P-S","brown",0.707532781777938,6.19824236092331e-41
"training","grey",0.679528618120893,1.05250051299696e-36
"emp_Y25-64_NaceO-Q","brown",0.667333497166551,5.25490654581147e-35
"expend_ED5-8","brown",0.659444894221191,5.98426795940701e-34
"earn_OC5_B-F","brown",0.564357908644968,2.36410565062487e-23
"earn_OC8_G-N","blue",0.538027622483149,5.49163752381668e-21
"emp_PT","grey",0.53343106749786,1.35464052833443e-20
"pop_Y0-14","grey",0.529848577916379,2.71217801153582e-20
"earn_OC5_P-S","blue",0.525387677670629,6.36462185578211e-20
"earn_OC9_B-F","blue",0.517890762461838,2.59530301520235e-19
"earn_OC7_B-F","black",0.517549946927219,2.76427400594468e-19
"emp_Y15-24_NaceG-I","yellow",0.51598453122452,3.68983637571752e-19
"earn_OC7_G-N","black",0.499794689436977,6.71492651584902e-18
"earn_OC2_B-F","black",0.496307489524029,1.22970330299995e-17
"earn_OC2_G-N","black",0.490069645563304,3.56784369651052e-17
"earn_OC9_G-N","blue",0.455520493073848,8.92700195526652e-15
"earn_OC3_B-F","black",0.45513758887381,9.45798212797164e-15
"earn_OC5_G-N","blue",0.446792741039734,3.27286315029757e-14
"earn_OC3_P-S","black",0.416209679571804,2.34010133956884e-12
"emp_Y15-24","yellow",0.408366604261754,6.53696609096584e-12
"earn_OC3_G-N","black",0.39507295710857,3.51121542722578e-11
"emp_Y25-64_ED5-8","grey",0.395020450882866,3.5340868747827e-11
"earn_OC4_G-N","black",0.387647900596838,8.69575034093101e-11
"earn_OC4_B-F","black",0.370757272048249,6.29868010601709e-10
"disp_income","grey",0.348372308711958,7.32531290197567e-09
"emp_YGE65","grey",0.346016559271775,9.38030971226106e-09
"emp_Y25-64_NaceM_N","grey",0.345614723461191,9.78243747205519e-09
"emp_Y25-64_NaceK","grey",0.343710279476755,1.19260227843786e-08
"emp_Y25-64_NaceJ","grey",0.336013090021991,2.62085049365572e-08
"earn_OC9_P-S","black",0.330587988921442,4.50706952821256e-08
"earn_OC8_B-F","black",0.322532628981228,9.88911363588935e-08
"emp_Y15-24_ED3-4","yellow",0.311066432698635,2.91093919115723e-07
"earn_OC4_P-S","black",0.310730351265842,3.00248750182152e-07
"pop_Y15-24","grey",0.288046843014193,2.22456318897262e-06
"emp_Y25-64","yellow",0.2688972433973,1.05924721582242e-05
"GDP","grey",0.248988371901045,4.75276539705872e-05
"emp_Y25-64_NaceR-U","grey",0.238444207120012,0.00010026509522302
"emp_Y25-64_ED0-2","grey",0.230108688728364,0.000176747336010102
"earn_OC1_P-S","green",0.216792556260227,0.000419305540031061
"emp_Y15-24_ED0-2","grey",0.189426596688077,0.00211588187993471
"earn_OC1_G-N","black",0.181570502620789,0.00324220431548394
"emp_Y25-64_NaceF","grey",0.158068001823318,0.0105425193916018
"earn_OC2_P-S","green",0.108445039388832,0.0803368753396502
"pop_YGE75","grey",0.0960976833225008,0.121468300516435
"pop_Y65-74","grey",0.0944043096187896,0.128202857234878
"earn_OC1_B-F","green",0.0861524184557771,0.165217525343071
"unemp_Y15-24","grey",0.0802810323876469,0.196065658533223
"pop_Total","grey",-0.071191020909185,0.251770154378251
"emp_Y25-64_NaceG-I","grey",-0.0905995711105112,0.144383846017392
"emp_FT","grey",-0.154896287581799,0.0122259354864688
"emp_Y25-64_ED3-4","grey",-0.209877409701695,0.000643736947705564
"unemp_YGE25","grey",-0.21679375175265,0.000419273975600824
"emp_Y25-64_NaceA","grey",-0.290388239891267,1.82337427191967e-06
"emp_Y25-64_NaceB-E","grey",-0.325259799898932,7.59852176019085e-08
"pop_Y25-64","grey",-0.710215815897649,2.29416980317792e-41
